neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16633
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16635
58928,24454,16633
58957,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59307,24065,16638
59335,24035,16640
59367,24002,16640
59375,23996,16637
59420,23949,16639
59434,23934,16640
59465,23899,16643
59487,23874,16646
59504,23856,16647
59533,23828,16646
59560,23800,16647
59582,23777,16646
59600,23755,16648
59613,23740,16649
59622,23730,16650
59650,23700,16652
59678,23668,16656
59703,23639,16660
59716,23627,16659
59735,23604,16661
59777,23559,16664
59781,23556,16661
59810,23522,16664
59824,23510,16662
59854,23479,16663
59868,23460,16667
59893,23433,16669
59906,23420,16669
59925,23400,16669
59951,23373,16670
59967,23353,16673
59990,23328,16674
60008,23315,16668
60027,23298,16666
60055,23271,16665
60072,23255,16664
60084,23243,16664
60108,23219,16664
60106,23219,16666
60118,23204,16669
60119,23200,16671
60135,23183,16672
60140,23170,16679
60171,23138,16680
60178,23131,16680
60184,23123,16680
60202,23105,16680
60208,23097,16682
60243,23061,16682
60251,23053,16682
60281,23018,16686
60300,23000,16684
60328,22967,16689
60324,22968,16691
60356,22937,16689
60354,22941,16687
60365,22929,16688
60366,22926,16689
60379,22915,16687
60377,22912,16691
60390,22901,16689
60402,22886,16691
60402,22879,16698
60406,22871,16702
60418,22856,16704
60406,22866,16706
60412,22857,16709
60418,22847,16712
60429,22829,16719
60428,22828,16721
60434,22815,16727
60435,22813,16728
60434,22810,16731
60425,22820,16730
60416,22826,16733
60429,22807,16739
60422,22812,16741
60444,22792,16739
60429,22805,16740
60441,22793,16740
60422,22804,16748
60430,22793,16751
60436,22785,16753
60436,22781,16757
60434,22781,16759
60443,22773,16758
60437,22774,16763
60447,22759,16768
60451,22754,16769
60450,22749,16774
60449,22746,16778
60454,22741,16777
60441,22752,16779
60434,22754,16784
60416,22775,16781
60423,22764,16785
60404,22780,16788
60408,22775,16789
60384,22796,16792
60403,22777,16792
60384,22793,16795
60365,22814,16792
60353,22824,16794
60339,22833,16799
60344,22827,16800
60322,22843,16806
60299,22863,16809
60279,22883,16808
60265,22894,16811
60253,22901,16815
60242,22915,16812
60210,22943,16816
60202,22946,16821
60176,22973,16818
60161,22985,16821
60145,22999,16822
60143,22997,16826
60139,23000,16827
60131,23001,16834
60100,23027,16838
60078,23047,16840
60064,23055,16846
60031,23088,16846
60014,23105,16846
59982,23132,16851
59959,23148,16857
59939,23165,16860
59917,23181,16864
59876,23221,16865
59863,23231,16868
59817,23275,16870
59807,23280,16874
59774,23308,16879
59738,23339,16884
59727,23349,16885
59685,23388,16888
59675,23392,16894
59646,23415,16900
59614,23442,16904
59577,23473,16910
59569,23479,16912
59545,23494,16921
59515,23519,16926
59481,23547,16931
59444,23576,16938
59409,23609,16940
59379,23636,16942
59335,23674,16948
59313,23690,16952
59273,23724,16958
59245,23745,16965
59218,23766,16969
59167,23813,16973
59134,23842,16977
59084,23884,16985
59062,23901,16990
59004,23951,16998
58991,23958,17003
58925,24020,17007
58887,24052,17013
58847,24089,17016
58824,24109,17019
58761,24171,17020
58711,24216,17025
58668,24251,17033
58628,24287,17037
58569,24344,17039
58531,24379,17042
58492,24417,17042
58434,24466,17051
58403,24500,17048
58344,24550,17057
58297,24591,17063
58234,24650,17067
58169,24708,17074
58118,24751,17082
58047,24817,17087
58009,24854,17088
57949,24913,17089
57878,24981,17092
57833,25015,17103
57746,25094,17111
57708,25124,17117
57634,25187,17127
57575,25235,17137
57541,25266,17140
57489,25311,17147
57419,25379,17149
57381,25410,17155
57310,25477,17159
57270,25512,17164
57217,25558,17171
57152,25612,17182
57081,25679,17186
57029,25717,17200
56971,25771,17202
56899,25836,17209
56816,25911,17215
56742,25980,17220
56670,26045,17227
56588,26120,17234
56515,26182,17245
56423,26262,17257
56349,26329,17264
56287,26385,17270
56217,26444,17279
56116,26539,17285
56059,26590,17291
55966,26680,17294
55912,26730,17296
55824,26807,17307
55741,26885,17312
55664,26950,17324
55613,26992,17333
55501,27103,17334
55441,27156,17341
55342,27251,17345
55246,27336,17354
55165,27410,17361
55092,27483,17361
54991,27578,17367
54914,27649,17373
54807,27752,17377
54717,27841,17377
54637,27910,17387
54566,27972,17396
54460,28067,17407
54395,28124,17414
54287,28229,17417
54203,28302,17428
54108,28389,17436
54040,28451,17441
53937,28545,17450
