POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
399,125,115,67,4,5,99308
400,127,114,68,4,5,99305
389,134,114,69,3,6,99308
384,137,113,71,4,6,99308
382,138,112,71,4,6,99310
380,135,113,70,6,7,99312
368,140,115,69,5,9,99317
357,143,115,69,6,9,99324
356,140,116,69,7,9,99326
351,146,116,68,7,9,99326
354,145,117,68,7,9,99323
352,148,116,68,7,10,99322
348,147,116,69,6,11,99326
349,148,114,68,6,12,99326
347,149,112,66,7,13,99329
337,148,112,67,7,14,99338
327,152,112,66,9,14,99343
324,154,112,65,10,14,99344
320,156,112,64,11,14,99346
319,155,114,64,10,15,99346
313,156,114,62,12,15,99351
310,159,115,62,12,15,99350
303,165,113,64,10,17,99351
297,165,112,64,7,20,99358
295,167,110,64,7,20,99360
293,167,110,64,6,21,99362
286,166,111,62,7,22,99369
285,166,111,61,6,23,99371
281,167,113,62,5,25,99370
278,167,112,60,7,25,99374
277,168,110,59,6,25,99378
279,167,108,58,7,25,99379
280,166,108,58,6,26,99379
281,166,106,60,6,26,99378
279,165,107,60,6,26,99380
277,166,106,60,4,28,99382
271,171,106,58,5,28,99384
272,170,106,58,4,29,99384
266,164,106,59,3,30,99395
261,166,106,57,4,31,99398
261,167,105,57,4,31,99398
262,164,107,55,6,31,99398
256,165,106,55,5,32,99404
252,163,108,55,3,33,99409
250,163,109,55,3,33,99410
240,166,109,54,4,34,99416
241,166,108,55,3,35,99415
239,163,109,57,3,35,99417
236,163,111,57,2,36,99418
236,161,111,57,3,36,99419
237,159,107,58,3,36,99423
233,157,107,59,3,37,99427
232,159,106,60,3,37,99426
231,153,105,61,3,37,99433
229,153,106,60,4,37,99434
227,149,104,60,4,37,99442
228,149,104,59,4,37,99442
226,150,104,60,3,38,99442
224,149,103,61,2,39,99445
226,146,103,60,2,39,99447
222,147,99,60,6,39,99450
218,147,96,60,8,39,99455
214,146,93,60,8,39,99463
213,142,93,59,7,40,99469
210,142,92,58,8,40,99473
206,143,91,57,8,40,99478
204,142,94,56,6,42,99479
205,135,98,53,8,42,99482
203,134,99,53,8,42,99484
200,132,96,55,5,45,99490
202,129,97,55,6,45,99489
201,126,97,55,6,45,99493
199,124,97,55,5,46,99497
196,126,93,54,6,46,99502
194,127,92,54,6,46,99504
192,127,91,56,5,47,99505
196,125,92,55,3,49,99503
193,124,91,55,4,49,99507
193,119,95,55,3,50,99508
193,119,95,54,4,50,99508
193,115,94,55,4,50,99512
191,113,94,54,5,50,99516
193,111,94,54,4,51,99516
197,108,95,55,5,51,99512
201,107,96,55,3,53,99508
202,108,94,57,2,54,99506
199,107,94,56,1,55,99511
201,106,95,56,1,55,99509
196,102,99,56,1,56,99513
193,101,100,56,1,56,99516
190,102,98,57,1,56,99519
187,103,98,57,1,56,99521
183,103,98,57,1,56,99525
185,101,99,57,1,56,99524
185,101,99,57,1,56,99524
185,97,99,56,2,56,99528
184,97,96,57,1,57,99531
184,94,98,58,1,57,99531
185,92,100,57,2,57,99530
185,88,99,57,2,57,99535
186,86,100,55,3,57,99536
184,86,99,55,3,57,99539
181,85,100,55,4,57,99541
182,83,101,55,3,58,99541
189,82,102,54,2,59,99535
188,83,100,55,2,59,99536
187,81,100,56,2,59,99538
183,81,102,56,2,59,99540
183,82,101,56,2,59,99540
185,83,101,55,3,59,99537
184,83,100,56,3,59,99538
187,81,101,52,3,61,99538
190,81,99,53,3,61,99536
193,77,103,53,3,61,99533
193,76,100,54,3,61,99536
193,77,97,54,3,62,99537
193,78,97,54,3,62,99536
191,78,97,54,1,64,99538
191,76,98,54,1,64,99539
192,75,97,53,2,64,99540
194,76,96,54,2,64,99537
193,77,96,54,2,64,99537
193,74,97,52,4,64,99539
195,72,99,52,4,64,99537
196,73,93,56,4,64,99537
200,73,92,57,3,65,99533
200,73,92,55,3,65,99535
203,71,93,55,3,65,99533
204,70,93,55,2,66,99533
