POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
398,125,113,67,4,5,99311
399,126,113,67,4,5,99309
393,130,112,69,3,6,99310
381,135,110,71,4,6,99316
379,136,112,71,4,6,99315
380,135,111,69,6,7,99315
372,136,112,70,5,8,99320
364,140,112,68,7,9,99323
359,141,111,69,7,9,99327
358,143,111,69,7,9,99326
357,146,111,68,8,9,99324
351,146,111,68,8,10,99329
343,150,109,69,7,11,99334
346,150,106,70,7,12,99332
347,150,106,69,7,13,99331
340,151,106,69,6,15,99336
327,155,105,67,9,15,99345
325,156,104,67,9,15,99347
322,160,104,65,10,15,99347
318,161,104,65,9,16,99350
317,159,106,63,11,16,99351
309,163,107,64,11,16,99353
306,166,102,64,6,21,99358
305,166,101,64,5,22,99360
300,167,101,64,5,22,99364
300,166,102,63,4,23,99365
293,164,102,63,4,24,99373
288,165,103,62,4,24,99377
284,167,104,61,4,25,99378
284,166,103,62,4,25,99379
287,165,101,60,7,25,99378
287,165,100,60,6,26,99379
290,165,100,59,7,26,99376
289,166,98,61,7,26,99376
289,166,97,60,6,27,99378
287,168,97,60,5,28,99378
284,171,95,59,5,29,99380
282,170,95,59,4,30,99383
277,171,96,59,5,30,99385
274,172,93,58,4,31,99391
272,173,93,58,4,32,99391
270,172,94,55,6,32,99394
268,173,94,54,5,33,99396
268,177,94,52,4,34,99394
264,179,95,52,4,34,99395
260,178,94,51,4,35,99401
262,177,95,52,3,36,99398
255,176,95,54,3,36,99404
254,176,94,54,1,38,99406
255,175,94,54,2,38,99405
255,173,94,54,3,38,99406
254,173,95,54,3,38,99406
252,172,93,54,2,39,99411
248,170,93,55,2,39,99416
248,168,95,54,3,39,99416
249,166,93,54,3,39,99419
244,164,92,55,2,40,99426
243,165,90,57,2,40,99426
242,161,91,57,2,40,99430
241,160,89,60,3,40,99430
241,160,88,59,5,40,99430
237,158,86,59,7,40,99436
239,158,85,58,6,41,99436
237,157,84,57,6,41,99441
235,152,85,56,6,41,99448
236,150,85,56,5,42,99449
234,150,86,55,5,43,99450
232,148,89,55,4,44,99451
231,149,89,54,5,44,99451
226,150,85,55,5,44,99458
228,149,84,55,4,45,99458
227,144,87,53,3,46,99463
224,144,86,54,3,46,99466
216,147,83,53,5,46,99473
213,148,85,51,5,47,99474
208,144,83,52,6,47,99483
205,144,84,50,8,47,99485
205,143,83,50,9,47,99486
207,139,81,50,9,48,99489
206,141,81,49,9,48,99489
202,141,84,49,7,50,99490
199,141,83,49,7,50,99494
203,139,82,50,4,53,99492
205,138,79,50,5,53,99493
209,137,79,50,3,55,99490
211,137,79,49,3,56,99488
211,132,81,48,4,56,99491
212,130,81,48,4,56,99492
212,126,80,47,4,57,99497
210,126,82,47,4,57,99497
209,121,84,48,4,58,99499
208,120,84,48,4,58,99501
209,117,87,47,5,58,99500
208,117,85,47,4,58,99504
208,115,86,45,5,58,99506
207,114,87,45,4,59,99507
205,113,87,45,4,59,99510
203,111,86,45,3,60,99515
204,111,85,44,4,60,99515
200,109,86,44,4,60,99520
200,111,87,43,3,61,99518
198,111,89,44,3,61,99517
196,112,89,43,4,61,99518
197,112,88,42,5,61,99518
200,109,87,42,5,61,99519
201,109,88,42,5,61,99517
202,107,88,42,3,63,99518
201,105,90,43,3,63,99518
200,104,92,42,4,63,99518
202,102,90,42,4,63,99520
200,105,90,41,5,63,99519
202,105,89,40,4,65,99518
206,105,89,39,4,65,99515
210,103,88,38,5,65,99514
211,102,86,39,5,65,99515
208,105,85,38,5,65,99517
207,106,84,35,5,66,99520
208,104,84,36,4,67,99520
206,103,84,36,4,67,99523
206,105,85,36,3,68,99520
210,104,85,35,4,68,99517
210,101,86,35,3,69,99519
213,97,86,34,4,69,99520
216,96,87,34,4,69,99517
217,98,85,35,4,69,99515
218,98,84,36,4,69,99514
219,95,80,37,4,69,99519
219,97,79,37,5,69,99517
221,98,79,37,5,69,99514
