Smokes,Does not smoke
19474,80547
20242,79778
20617,79401
20123,79895
20429,79589
20034,79984
20325,79692
19970,80047
20217,79800
19828,80189
20073,79944
19737,80280
20035,79982
19686,80330
20041,79974
19672,80342
19994,80019
19629,80384
19982,80031
19631,80382
19929,80084
19581,80432
19864,80149
19508,80505
19810,80203
19465,80547
19816,80196
19468,80541
19805,80203
19463,80545
19782,80226
19424,80583
19724,80283
19394,80612
19712,80293
19380,80625
19681,80323
19371,80633
19706,80298
19397,80606
19712,80291
19376,80627
19677,80326
19346,80657
19648,80355
19332,80671
19633,80370
19327,80673
19639,80361
19333,80667
19640,80359
19333,80665
19639,80358
19343,80654
19641,80356
19343,80653
19641,80355
19343,80653
19641,80355
19343,80652
19640,80355
19343,80652
19640,80355
19343,80652
19640,80354
19342,80652
19640,80354
19342,80652
19640,80354
19342,80652
19640,80354
19342,80652
19640,80354
19341,80652
19639,80353
19341,80651
19639,80353
19341,80651
19638,80353
19341,80650
19638,80353
19341,80650
19638,80352
19341,80648
19637,80352
19341,80647
19637,80351
19341,80647
19637,80351
19341,80646
19636,80351
19341,80645
19635,80351
19341,80645
19635,80350
19340,80645
19635,80350
19340,80645
19634,80350
19331,80652
19618,80365
19307,80676
19600,80383
19285,80698
19583,80400
19273,80710
19569,80414
19267,80716
19561,80422
19259,80724
19558,80425
19259,80724
19558,80425
19258,80724
19556,80426
19253,80729
19552,80429
19248,80732
19532,80448
19222,80758
19515,80465
19201,80779
19483,80497
19176,80803
19454,80525
19165,80814
19452,80527
19163,80816
19452,80526
19162,80816
19452,80526
19162,80816
19452,80526
19162,80816
19452,80525
19163,80812
19452,80523
19163,80812
19452,80523
19163,80812
19452,80523
19163,80811
19451,80522
19160,80811
19451,80519
19162,80808
19456,80514
19166,80803
19457,80511
19169,80799
19456,80512
19180,80786
19467,80499
19184,80782
19475,80491
19186,80780
19476,80490
19184,80781
19475,80489
19184,80780
19475,80489
19184,80780
19475,80489
19184,80780
19475,80489
19184,80780
19475,80489
19184,80780
19475,80489
19184,80780
19475,80488
19187,80775
19482,80478
19190,80770
19478,80482
19191,80769
19473,80487
19190,80770
19473,80487
19190,80770
19473,80487
19189,80770
19473,80486
19189,80770
19473,80486
19189,80770
19473,80486
19189,80770
19473,80486
19189,80770
19473,80486
19189,80770
19473,80486
19189,80770
19473,80486
19188,80769
19473,80484
19189,80766
19472,80483
19189,80766
19472,80483
19189,80766
19472,80483
19189,80766
19472,80482
19188,80766
19472,80482
19188,80766
19471,80482
19188,80765
19471,80482
19188,80765
19471,80482
19188,80765
19471,80482
19188,80764
19471,80481
19188,80764
19471,80481
19188,80764
19471,80481
19188,80764
19471,80481
19188,80764
19471,80480
19186,80765
19471,80479
19185,80765
19471,80479
19185,80765
19471,80479
19185,80765
19471,80479
19185,80765
19471,80478
19183,80765
19469,80479
19183,80765
19469,80479
19183,80765
19469,80479
19183,80765
19469,80479
19183,80765
19469,80479
19183,80765
19469,80479
19183,80765
19469,80479
19183,80765
19468,80479
19183,80764
19468,80479
19182,80764
19468,80478
19182,80764
19468,80478
19182,80764
19468,80478
19182,80763
