POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
398,125,115,67,4,5,99309
401,125,115,67,4,5,99306
389,133,113,70,3,6,99309
387,135,112,71,3,6,99309
382,134,114,71,4,6,99312
374,136,113,70,5,8,99317
370,136,114,70,5,8,99320
359,139,116,68,7,9,99325
356,139,116,69,7,9,99327
352,141,116,69,7,9,99329
350,144,118,68,7,9,99327
344,148,116,69,7,10,99329
345,147,116,69,5,12,99329
346,146,113,69,6,12,99331
346,146,113,67,7,12,99332
340,149,112,68,6,14,99334
325,156,111,65,9,14,99343
323,157,111,61,11,14,99346
319,161,111,59,11,15,99347
317,156,113,56,12,15,99354
314,157,113,56,12,15,99356
310,155,114,55,13,15,99361
302,159,111,57,12,16,99366
297,161,110,56,10,18,99371
293,160,112,56,8,20,99374
292,158,112,56,7,21,99377
285,156,113,56,7,22,99384
284,156,113,56,7,22,99385
277,158,113,54,6,25,99390
278,158,112,55,7,25,99388
280,157,112,55,7,25,99387
283,156,111,55,7,26,99385
282,156,111,55,7,26,99386
281,159,110,56,7,26,99384
280,157,109,56,7,26,99388
278,160,108,55,6,27,99389
277,160,106,56,6,28,99390
274,161,106,56,5,29,99392
273,159,104,58,4,30,99395
262,163,102,56,6,30,99404
262,159,105,56,5,31,99405
259,157,106,53,5,32,99411
256,160,106,53,5,32,99411
259,161,106,52,4,33,99408
249,171,106,52,5,33,99407
244,173,108,51,5,34,99408
246,171,108,53,5,34,99406
245,168,110,53,5,34,99408
239,169,112,54,3,36,99410
238,165,113,54,4,36,99413
241,162,114,54,4,36,99412
238,160,113,53,5,36,99418
236,161,109,55,4,37,99421
235,156,110,54,6,37,99425
234,157,110,54,6,37,99425
232,151,112,53,6,37,99432
228,151,112,53,6,37,99436
227,149,111,53,4,39,99440
227,147,111,54,4,39,99441
225,150,108,54,5,39,99442
224,150,106,54,7,39,99443
220,151,103,55,9,40,99445
219,152,100,56,9,40,99447
217,150,98,56,8,41,99453
216,151,99,56,8,41,99452
215,145,102,54,10,41,99456
215,145,102,54,10,41,99456
215,141,105,52,9,43,99458
209,135,105,52,9,44,99469
208,132,107,51,9,44,99472
208,131,106,52,6,47,99473
205,130,106,52,6,48,99476
203,129,105,53,6,48,99479
200,129,104,53,5,49,99483
197,127,99,54,6,50,99490
196,126,99,56,6,50,99490
198,122,100,57,6,50,99490
197,121,99,56,6,51,99493
196,117,101,56,5,52,99496
193,119,101,56,5,52,99497
192,116,105,56,5,52,99497
194,113,104,58,6,52,99496
193,114,103,58,6,52,99497
193,115,103,58,6,53,99495
195,113,103,57,4,56,99495
198,110,105,57,3,57,99493
195,107,109,57,3,57,99495
196,107,108,57,3,57,99495
195,105,107,58,3,58,99497
192,106,107,58,3,58,99499
190,103,108,58,2,59,99503
186,101,107,58,2,59,99510
189,100,107,58,2,59,99508
188,98,108,58,2,59,99510
189,97,109,57,3,59,99509
191,93,108,56,4,59,99512
189,95,107,56,4,59,99513
189,94,107,56,2,61,99514
190,89,110,55,4,61,99514
191,87,111,54,4,61,99515
189,87,110,54,4,61,99518
189,86,110,53,4,62,99519
187,86,111,54,3,63,99519
186,86,111,54,3,63,99520
192,85,109,56,2,64,99515
190,86,107,58,2,64,99516
190,84,108,58,2,64,99517
186,83,106,58,2,64,99524
186,85,105,58,2,64,99523
187,84,104,59,2,64,99523
188,86,104,58,3,64,99520
191,86,103,57,5,64,99517
194,84,103,56,5,65,99516
197,83,102,58,5,65,99513
199,82,98,59,5,65,99515
197,82,99,58,5,66,99516
197,79,102,56,3,68,99518
198,79,102,56,3,68,99517
199,79,100,56,3,68,99518
199,78,100,56,3,68,99519
200,79,98,54,5,68,99519
200,81,98,54,3,69,99518
202,77,100,52,4,69,99519
203,76,100,53,4,69,99518
205,76,97,56,4,69,99516
207,76,95,57,3,70,99515
206,76,95,57,3,70,99516
208,77,91,59,3,70,99515
209,76,92,59,2,71,99514
