Smokes,Does not smoke
19474,80549
20243,79778
20623,79395
20152,79866
20462,79556
20083,79934
20377,79640
20028,79988
20282,79734
19888,80128
20133,79883
19805,80211
20102,79914
19754,80260
20105,79909
19735,80279
20018,79996
19660,80353
19992,80021
19625,80387
19936,80076
19582,80430
19863,80149
19484,80528
19800,80212
19446,80566
19810,80201
19457,80554
19787,80220
19428,80579
19753,80254
19378,80629
19673,80331
19343,80661
19671,80331
19324,80678
19635,80367
19315,80687
19663,80339
19341,80661
19661,80340
19307,80694
19623,80378
19276,80725
19595,80406
19276,80725
19584,80413
19253,80743
19574,80422
19250,80744
19570,80424
19255,80739
19572,80421
19253,80740
19566,80427
19253,80737
19571,80419
19258,80732
19577,80412
19266,80722
19582,80406
19271,80717
19589,80399
19273,80715
19589,80399
19273,80715
19589,80398
19272,80715
19589,80398
19272,80715
19589,80398
19271,80715
19589,80397
19271,80714
19588,80396
19273,80710
19589,80392
19277,80704
19589,80392
19277,80704
19589,80390
19281,80697
19602,80376
19291,80687
19606,80372
19292,80684
19616,80358
19311,80663
19649,80324
19336,80637
19676,80297
19371,80602
19699,80274
19387,80584
19714,80257
19397,80574
19723,80248
19411,80560
19732,80239
19412,80559
19731,80239
19412,80558
19731,80239
19412,80558
19731,80238
19412,80557
19731,80238
19413,80555
19731,80237
19413,80555
19731,80236
19413,80554
19731,80236
19413,80554
19731,80236
19413,80554
19731,80236
19413,80552
19730,80235
19413,80552
19730,80233
19413,80550
19730,80233
19412,80550
19729,80233
19411,80551
19729,80232
19410,80551
19729,80232
19410,80551
19729,80232
19410,80551
19728,80231
19407,80552
19726,80233
19407,80552
19726,80233
19407,80552
19724,80233
19407,80550
19724,80232
19406,80549
19723,80232
19404,80549
19716,80236
19401,80551
19710,80242
19400,80551
19710,80241
19400,80551
19710,80240
19403,80547
19705,80244
19400,80549
19701,80248
19395,80553
19689,80259
19392,80556
19689,80259
19397,80548
19707,80238
19417,80528
19718,80227
19427,80518
19722,80222
19434,80508
19731,80209
19456,80484
19756,80184
19494,80445
19792,80147
19536,80403
19810,80128
19543,80395
19815,80123
19545,80393
19817,80121
19545,80393
19817,80121
19544,80393
19817,80120
19544,80393
19817,80120
19544,80393
19817,80120
19544,80393
19817,80120
19544,80393
19817,80120
19544,80393
19817,80120
19544,80393
19817,80120
19544,80393
19817,80120
19544,80392
19817,80119
19544,80392
19817,80119
19544,80392
19817,80119
19544,80392
19817,80119
19544,80391
19816,80119
19544,80391
19816,80119
19544,80389
19814,80119
19544,80389
19815,80117
19544,80388
19815,80117
19544,80388
19815,80117
19544,80387
19814,80117
19544,80387
19814,80117
19544,80387
19814,80117
19544,80387
19814,80117
19542,80388
19813,80115
19541,80387
19813,80115
19541,80387
19813,80115
19541,80387
19813,80114
19540,80387
19813,80114
19540,80387
19813,80113
19539,80386
19813,80112
19539,80386
19813,80112
19539,80386
19813,80111
19538,80386
19813,80111
19538,80386
19813,80111
19538,80386
19813,80111
19538,80386
19813,80111
19538,80386
19813,80110
19537,80386
19813,80110
19537,80386
19813,80109
19536,80385
19813,80108
19536,80385
19813,80108
