POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
412,122,115,66,7,2,99299
397,125,115,67,4,5,99310
399,127,113,69,4,5,99306
396,129,113,69,3,6,99307
386,136,113,70,3,6,99309
381,137,114,71,4,6,99310
377,140,113,70,5,8,99310
375,139,114,70,5,8,99312
365,143,116,68,7,9,99315
361,144,116,69,7,9,99317
356,146,116,69,7,9,99320
349,151,116,68,8,9,99322
348,153,115,69,8,9,99321
343,154,112,70,7,11,99326
344,154,111,70,7,12,99325
345,154,111,68,8,13,99324
340,155,111,70,6,15,99326
331,160,111,68,9,15,99329
325,161,113,67,10,15,99332
323,161,112,65,12,15,99335
321,160,112,64,12,16,99338
318,162,112,63,13,16,99339
317,162,114,63,13,16,99338
306,170,110,65,9,20,99343
303,170,110,64,8,21,99347
299,171,110,63,6,23,99351
299,171,109,63,6,23,99352
296,169,113,63,5,24,99353
286,169,116,59,7,25,99361
283,172,115,60,5,27,99361
281,174,113,62,5,27,99361
287,175,113,60,7,28,99353
289,175,112,61,7,28,99351
289,175,110,62,7,28,99352
289,177,110,62,7,28,99350
287,174,112,61,6,29,99354
287,175,112,61,6,29,99353
284,179,110,62,5,30,99353
282,180,111,62,5,31,99352
279,179,110,61,5,32,99357
273,181,110,61,4,33,99361
273,178,110,61,4,34,99363
272,179,110,59,5,34,99364
268,180,111,58,5,35,99366
268,180,111,58,5,35,99366
264,184,111,57,5,36,99366
263,180,110,57,5,37,99371
263,179,109,59,4,38,99371
259,180,111,59,4,38,99372
258,176,110,61,3,39,99376
256,177,110,61,2,40,99377
253,180,107,61,2,41,99379
252,180,107,62,2,41,99379
251,178,108,60,4,41,99381
253,175,107,60,5,41,99382
251,173,104,62,5,41,99387
254,172,104,61,5,41,99386
254,171,104,60,5,41,99388
252,168,105,61,5,42,99390
252,167,105,61,5,42,99391
249,166,104,60,5,43,99396
249,166,103,60,7,43,99395
251,162,101,62,5,45,99397
249,162,99,62,6,45,99400
248,158,100,61,7,45,99404
246,159,100,61,8,45,99404
241,160,101,60,9,46,99406
239,158,102,59,10,46,99409
237,158,103,57,12,46,99410
234,157,103,55,10,49,99415
235,154,105,56,8,50,99415
233,154,106,58,8,50,99414
232,148,108,59,5,52,99419
229,146,109,58,6,52,99423
229,147,104,59,6,52,99426
219,150,105,59,7,52,99431
219,149,104,60,6,53,99432
218,148,106,60,5,54,99432
216,145,109,60,4,55,99434
217,143,109,60,4,56,99434
220,142,110,60,5,56,99430
219,140,111,58,8,56,99431
215,139,111,58,6,58,99436
215,137,109,57,6,59,99440
215,134,110,59,6,59,99440
219,134,110,57,6,59,99438
224,135,109,57,2,64,99432
225,133,110,58,2,64,99431
221,129,114,59,1,65,99434
222,126,116,59,2,65,99433
220,126,118,59,2,65,99433
221,125,119,59,2,65,99432
219,124,119,58,3,65,99435
221,123,120,58,3,65,99433
221,123,120,58,3,65,99433
220,126,119,57,3,66,99432
216,125,119,57,3,66,99437
216,125,118,57,3,66,99438
221,121,116,57,3,68,99437
221,121,116,58,3,68,99436
218,124,116,58,3,68,99436
215,125,116,58,4,68,99437
212,125,117,58,4,68,99439
211,127,116,57,4,69,99439
210,123,118,58,4,69,99441
210,120,120,58,4,69,99442
212,120,118,58,4,69,99442
212,117,117,59,3,71,99444
210,117,117,60,3,71,99445
212,116,116,58,4,72,99445
214,115,114,60,4,72,99444
217,112,115,60,3,73,99443
219,112,115,60,3,73,99441
220,111,115,58,4,74,99441
221,109,114,58,4,75,99442
221,109,113,60,4,75,99441
219,108,114,60,4,75,99443
219,108,114,60,3,76,99443
222,108,114,60,2,77,99440
222,108,113,60,2,77,99441
219,107,112,60,2,77,99446
222,109,109,61,1,78,99443
222,109,109,61,1,78,99443
225,109,108,61,1,79,99440
228,109,106,60,3,79,99438
230,111,105,62,4,79,99432
232,111,102,66,4,79,99429
232,109,103,66,4,79,99430
234,109,103,65,5,79,99428
234,110,103,64,5,80,99427
