Smokes,Does not smoke
19474,80547
20242,79779
20616,79404
20123,79895
20425,79593
20032,79986
20324,79694
19973,80044
20217,79800
19810,80207
20059,79958
19727,80290
20034,79982
19691,80325
20044,79971
19679,80336
20008,80006
19648,80366
19990,80024
19641,80373
19940,80073
19588,80425
19871,80142
19515,80498
19826,80187
19486,80526
19839,80173
19490,80520
19817,80192
19469,80540
19789,80218
19426,80580
19724,80280
19396,80608
19713,80291
19382,80622
19685,80319
19374,80630
19710,80294
19400,80604
19716,80286
19379,80623
19681,80321
19349,80653
19652,80350
19335,80667
19634,80365
19326,80673
19631,80366
19329,80667
19640,80356
19344,80650
19662,80332
19361,80633
19667,80326
19362,80631
19667,80326
19362,80630
19667,80325
19361,80629
19664,80323
19361,80626
19664,80322
19359,80626
19664,80321
19359,80626
19664,80321
19359,80626
19664,80321
19359,80626
19664,80320
19358,80626
19664,80320
19358,80626
19664,80318
19360,80621
19670,80311
19362,80619
19673,80308
19363,80617
19671,80307
19359,80619
19663,80315
19342,80635
19657,80320
19331,80645
19653,80323
19325,80651
19653,80323
19325,80651
19651,80324
19317,80658
19645,80329
19309,80665
19638,80335
19303,80670
19636,80337
19303,80670
19635,80337
19296,80675
19622,80349
19273,80698
19600,80370
19256,80714
19592,80378
19254,80716
19592,80377
19254,80715
19592,80377
19254,80715
19592,80377
19254,80715
19592,80377
19254,80714
19592,80376
19254,80714
19591,80376
19254,80713
19591,80376
19254,80713
19590,80376
19254,80712
19590,80376
19254,80712
19590,80374
19253,80711
19590,80374
19253,80711
19590,80374
19253,80711
19590,80374
19253,80711
19593,80370
19257,80705
19606,80356
19283,80679
19628,80334
19299,80662
19635,80325
19300,80660
19635,80323
19301,80657
19639,80319
19306,80652
19639,80317
19306,80650
19639,80317
19306,80650
19639,80317
19306,80650
19639,80317
19306,80650
19639,80316
19305,80650
19635,80319
19304,80649
19638,80315
19307,80646
19644,80306
19318,80632
19648,80302
19319,80630
19647,80302
19318,80628
19647,80298
19317,80627
19647,80297
19317,80627
19647,80297
19317,80627
19647,80297
19317,80627
19647,80297
19320,80618
19646,80292
19320,80618
19646,80291
19319,80618
19646,80291
19319,80618
19646,80291
19319,80618
19646,80291
19319,80618
19646,80291
19319,80618
19646,80291
19319,80618
19646,80290
19319,80616
19646,80289
19319,80616
19646,80289
19319,80616
19646,80289
19319,80616
19646,80287
19317,80615
19638,80294
19311,80621
19631,80301
19302,80629
19629,80302
19298,80633
19625,80306
19296,80635
19624,80306
19296,80634
19624,80306
19296,80634
19624,80306
19296,80634
19624,80306
19296,80634
19623,80305
19296,80632
19623,80303
19295,80630
19623,80302
19295,80630
19623,80301
19294,80630
19623,80300
19294,80629
19623,80299
19293,80629
19623,80297
19292,80628
19623,80296
19291,80628
19623,80296
19291,80628
19623,80296
19291,80628
19623,80296
19291,80628
19623,80294
19286,80631
19619,80297
19286,80630
19619,80297
19286,80630
19619,80297
19284,80631
19619,80296
19284,80631
19619,80295
19283,80631
19619,80295
19283,80631
19619,80295
19283,80631
19619,80295
19283,80631
19619,80295
19283,80631
19619,80295
19283,80630
19618,80295
19281,80631
