neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58892,24488,16635
58928,24454,16633
58957,24425,16633
58984,24395,16636
59013,24368,16634
59034,24348,16631
59057,24323,16632
59096,24287,16629
59123,24260,16629
59141,24239,16631
59170,24206,16635
59180,24196,16635
59222,24156,16633
59244,24131,16636
59283,24090,16637
59307,24066,16636
59335,24034,16638
59368,24001,16638
59377,23995,16635
59422,23948,16637
59434,23933,16637
59466,23898,16640
59488,23873,16643
59505,23855,16644
59534,23827,16643
59561,23799,16644
59585,23776,16643
59603,23755,16646
59616,23741,16647
59624,23731,16648
59652,23701,16650
59680,23669,16654
59705,23640,16658
59717,23628,16656
59735,23605,16658
59777,23560,16661
59781,23557,16659
59810,23523,16662
59824,23511,16660
59853,23480,16661
59867,23462,16665
59892,23434,16667
59904,23421,16667
59924,23401,16667
59950,23374,16668
59966,23355,16671
59990,23330,16672
60009,23316,16667
60027,23300,16665
60055,23273,16664
60073,23256,16663
60084,23245,16663
60108,23221,16663
60105,23221,16665
60117,23206,16668
60120,23201,16670
60134,23186,16671
60141,23172,16678
60173,23139,16679
60179,23133,16679
60187,23125,16679
60204,23107,16679
60209,23097,16680
60245,23060,16679
60251,23052,16679
60280,23019,16683
60300,23001,16681
60328,22968,16686
60323,22969,16688
60358,22936,16686
60354,22942,16684
60367,22928,16684
60367,22927,16685
60382,22914,16683
60379,22912,16687
60391,22901,16685
60404,22886,16687
60404,22879,16694
60408,22871,16698
60420,22856,16700
60408,22866,16702
60415,22856,16705
60420,22847,16708
60431,22829,16715
60431,22827,16717
60438,22814,16723
60439,22812,16724
60437,22809,16727
60429,22818,16726
60420,22824,16729
60433,22805,16735
60427,22809,16737
60448,22790,16735
60434,22802,16737
60445,22791,16737
60427,22801,16745
60434,22791,16747
60441,22782,16749
60440,22779,16753
60438,22778,16755
60448,22769,16754
60441,22771,16759
60452,22755,16764
60454,22752,16765
60455,22746,16769
60452,22744,16773
60458,22738,16773
60442,22752,16775
60438,22751,16780
60418,22774,16777
60425,22763,16781
60406,22778,16784
60411,22772,16785
60387,22793,16788
60406,22773,16787
60387,22789,16790
60367,22811,16788
60354,22821,16787
60342,22828,16792
60346,22823,16793
60324,22839,16799
60301,22856,16803
60279,22880,16801
60267,22889,16804
60254,22898,16807
60244,22911,16804
60210,22941,16808
60201,22945,16813
60174,22972,16812
60159,22984,16815
60144,22997,16817
60140,22997,16821
60137,22998,16821
60129,22999,16828
60099,23024,16832
60076,23045,16834
60063,23052,16840
60031,23084,16839
60014,23101,16839
59980,23129,16844
59959,23144,16850
59938,23162,16853
59917,23178,16858
59878,23216,16859
59862,23229,16862
59817,23272,16864
59804,23279,16869
59772,23306,16873
59736,23337,16878
59727,23345,16879
59683,23386,16882
59675,23387,16888
59644,23412,16892
59615,23436,16895
59575,23469,16901
59567,23475,16903
59544,23489,16912
59509,23519,16917
59475,23544,16924
59437,23575,16930
59401,23609,16932
59371,23637,16933
59327,23675,16938
59309,23689,16942
59269,23723,16948
59240,23745,16955
59216,23764,16960
59162,23814,16964
59130,23842,16968
59079,23885,16975
59053,23906,16980
58998,23953,16987
58982,23963,16993
58915,24026,16996
58878,24057,17002
58837,24095,17005
58813,24115,17008
58757,24170,17009
58706,24216,17014
58665,24249,17022
58622,24288,17026
58565,24343,17028
58524,24381,17031
58485,24420,17031
58430,24466,17040
58397,24502,17037
58338,24552,17046
58294,24590,17052
58227,24653,17056
58165,24707,17064
58114,24750,17072
58043,24817,17076
58006,24852,17076
57944,24913,17077
57872,24982,17080
57827,25015,17091
57739,25095,17098
57704,25124,17104
57626,25192,17114
57570,25238,17124
57536,25269,17127
57482,25316,17134
57414,25382,17136
57374,25415,17143
57308,25476,17147
57267,25511,17152
57212,25559,17159
57147,25612,17170
57075,25680,17174
57023,25718,17188
56966,25772,17191
56895,25835,17198
56813,25911,17204
56740,25979,17209
56667,26045,17216
56586,26119,17223
56512,26182,17234
56421,26261,17246
56345,26330,17253
56287,26382,17259
56213,26447,17268
56118,26536,17274
56055,26593,17280
55964,26680,17282
55910,26730,17285
55821,26807,17297
55738,26885,17302
55656,26956,17313
55610,26993,17322
55497,27105,17323
55432,27163,17330
55337,27254,17334
55245,27336,17344
55162,27412,17350
55087,27487,17350
54989,27579,17356
54911,27651,17362
54805,27751,17366
54717,27838,17366
54634,27910,17376
54567,27968,17385
54459,28064,17397
54401,28115,17404
54285,28228,17407
54207,28294,17418
54107,28386,17426
54042,28446,17431
53936,28543,17440
