neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58716,24668,16633
58751,24629,16637
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16636
58927,24454,16633
58956,24425,16633
58983,24395,16636
59012,24368,16634
59033,24348,16632
59056,24323,16634
59095,24287,16630
59122,24260,16630
59140,24240,16632
59169,24207,16636
59179,24197,16636
59221,24157,16634
59243,24132,16637
59282,24091,16638
59307,24067,16637
59335,24034,16639
59368,24001,16639
59377,23995,16636
59422,23948,16638
59435,23933,16638
59467,23898,16641
59488,23873,16644
59505,23855,16645
59534,23827,16644
59561,23799,16645
59585,23776,16644
59603,23755,16647
59616,23740,16648
59625,23730,16649
59653,23700,16651
59681,23668,16655
59706,23639,16659
59719,23627,16658
59737,23604,16660
59778,23559,16663
59783,23556,16661
59812,23522,16664
59826,23510,16662
59856,23479,16663
59870,23460,16667
59895,23433,16669
59908,23420,16669
59927,23400,16669
59953,23373,16670
59969,23354,16673
59992,23329,16674
60010,23316,16668
60029,23299,16666
60057,23272,16665
60072,23257,16664
60085,23244,16664
60108,23220,16664
60106,23220,16666
60118,23205,16669
60120,23201,16671
60135,23185,16672
60142,23171,16679
60173,23139,16680
60180,23131,16680
60187,23124,16680
60203,23106,16680
60209,23098,16682
60244,23062,16682
60252,23053,16682
60281,23020,16686
60301,23002,16684
60329,22969,16689
60325,22971,16691
60358,22938,16689
60355,22943,16687
60367,22930,16688
60368,22928,16688
60383,22915,16686
60380,22913,16690
60393,22902,16688
60406,22887,16690
60406,22880,16697
60410,22872,16700
60422,22857,16703
60410,22867,16705
60415,22858,16707
60423,22847,16710
60433,22830,16717
60434,22827,16719
60439,22814,16725
60440,22811,16726
60440,22808,16729
60430,22818,16728
60422,22823,16731
60433,22806,16737
60427,22810,16739
60448,22791,16736
60434,22803,16738
60445,22791,16738
60427,22801,16746
60434,22791,16749
60441,22782,16751
60439,22779,16755
60438,22778,16757
60447,22770,16756
60441,22771,16761
60452,22755,16766
60453,22753,16767
60455,22746,16772
60452,22744,16775
60458,22738,16775
60442,22752,16777
60438,22751,16782
60418,22774,16779
60425,22763,16783
60405,22778,16786
60409,22773,16787
60385,22794,16790
60405,22773,16789
60386,22789,16792
60367,22810,16790
60355,22820,16791
60341,22829,16796
60348,22821,16797
60326,22837,16803
60301,22857,16807
60283,22877,16805
60267,22890,16808
60256,22896,16812
60244,22911,16809
60212,22938,16812
60203,22942,16817
60176,22970,16815
60162,22981,16818
60146,22995,16820
60142,22994,16823
60137,22997,16824
60131,22996,16831
60098,23024,16836
60077,23042,16838
60064,23049,16844
60031,23082,16844
60014,23099,16844
59983,23125,16849
59960,23142,16854
59941,23158,16857
59918,23176,16862
59877,23215,16863
59862,23227,16866
59817,23270,16868
59805,23277,16873
59773,23304,16877
59736,23336,16881
59726,23345,16882
59685,23383,16885
59673,23389,16891
59645,23411,16896
59612,23440,16900
59576,23469,16905
59566,23477,16907
59542,23492,16916
59508,23521,16920
59476,23545,16927
59442,23573,16932
59403,23608,16933
59374,23635,16935
59330,23672,16941
59311,23687,16945
59272,23720,16951
59242,23743,16958
59217,23763,16963
59164,23811,16967
59131,23840,16971
59082,23881,16979
59057,23901,16984
58999,23950,16992
58986,23957,16997
58917,24022,17001
58882,24051,17007
58840,24090,17010
58818,24109,17013
58757,24169,17013
58709,24212,17018
58667,24246,17026
58623,24286,17029
58567,24340,17030
58528,24376,17033
58491,24410,17033
58430,24462,17042
58400,24495,17039
58338,24548,17048
58293,24587,17054
58226,24650,17058
58163,24706,17065
58111,24750,17072
58041,24815,17077
58003,24852,17078
57944,24910,17079
57872,24979,17082
57827,25013,17093
57741,25091,17101
57704,25122,17107
57629,25186,17117
57572,25233,17127
57536,25264,17130
57484,25309,17137
57415,25375,17139
57375,25409,17145
57305,25475,17149
57267,25507,17154
57211,25556,17161
57149,25607,17172
57074,25678,17176
57021,25715,17190
56962,25771,17193
56891,25835,17200
56810,25909,17206
56734,25980,17211
56660,26047,17218
56580,26120,17225
56506,26184,17235
56415,26263,17247
56342,26328,17254
56280,26384,17260
56210,26445,17269
56108,26540,17275
56047,26592,17282
55957,26679,17284
55903,26730,17287
55814,26806,17299
55732,26883,17304
55652,26952,17315
55602,26993,17324
55493,27101,17325
55433,27154,17332
55333,27250,17336
55239,27335,17345
55161,27405,17352
55087,27479,17352
54987,27573,17358
54908,27647,17363
54803,27748,17367
54714,27837,17367
54634,27907,17377
54564,27968,17386
54458,28062,17398
54397,28116,17405
54288,28221,17408
54204,28293,17419
54106,28382,17427
54039,28444,17432
53939,28535,17440
