POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,124,116,66,6,3,99302
402,126,115,66,4,5,99305
398,126,114,68,4,5,99308
396,129,113,70,3,6,99306
387,136,113,70,4,6,99307
381,140,111,71,4,6,99310
374,142,113,70,5,8,99311
366,146,115,70,4,9,99313
364,146,116,68,7,9,99313
360,147,116,69,7,9,99315
355,148,115,68,8,9,99320
352,152,115,67,8,9,99320
350,153,115,67,9,9,99320
346,156,114,67,7,11,99322
346,157,113,67,7,12,99321
344,156,112,66,7,14,99324
343,156,113,66,7,14,99324
333,161,113,64,9,15,99328
326,162,115,63,10,15,99332
325,165,115,61,12,15,99330
322,167,113,59,12,16,99334
316,167,116,58,11,17,99338
312,168,115,59,10,19,99340
309,168,116,59,7,22,99342
306,170,116,59,6,22,99344
299,174,118,58,6,23,99345
296,175,115,58,7,23,99349
293,175,116,58,6,24,99351
292,175,115,59,5,25,99352
289,175,118,59,4,26,99352
285,177,119,59,4,26,99353
288,176,120,57,6,26,99350
292,175,118,58,6,26,99348
292,174,117,56,7,26,99351
292,175,118,56,6,27,99349
290,177,114,56,6,28,99352
288,178,114,57,6,28,99352
285,179,114,57,5,29,99354
281,179,111,60,3,31,99358
279,175,111,61,2,32,99363
273,179,111,59,4,32,99365
265,182,113,58,5,32,99368
263,183,113,57,6,32,99369
262,181,114,56,4,34,99372
259,181,115,56,4,34,99374
259,183,115,55,3,35,99373
252,189,113,56,5,35,99373
251,188,113,57,5,35,99374
252,186,116,57,4,36,99372
251,181,117,58,2,38,99376
249,182,115,58,3,38,99378
253,181,114,59,3,38,99375
250,182,115,58,4,38,99376
249,178,118,57,3,39,99379
248,177,118,57,5,39,99379
247,169,117,57,5,39,99389
246,169,116,57,5,39,99391
242,169,117,57,5,39,99394
239,171,116,58,4,40,99395
237,166,120,57,3,41,99399
237,166,117,60,4,41,99398
237,164,111,61,7,42,99401
238,162,111,60,9,42,99401
236,163,109,60,10,42,99403
235,164,109,59,9,43,99404
231,165,109,58,10,43,99407
231,164,109,58,10,43,99408
231,163,107,57,8,46,99411
232,163,109,57,8,46,99408
228,156,113,57,7,48,99414
228,156,114,57,7,48,99413
228,154,112,59,5,50,99415
226,152,113,59,5,50,99418
224,148,112,59,5,51,99424
218,150,111,60,4,52,99428
215,152,112,59,4,53,99428
211,150,113,60,5,53,99431
212,149,113,61,5,53,99430
213,147,108,62,7,53,99433
212,145,109,61,7,54,99435
214,145,110,61,5,56,99432
214,139,114,62,5,56,99433
214,136,115,63,2,59,99434
211,134,116,64,2,59,99437
210,132,115,65,3,59,99439
213,132,115,63,3,60,99437
216,129,115,63,1,62,99437
214,131,116,61,3,62,99436
216,129,117,62,3,62,99434
218,124,120,61,4,62,99434
214,125,121,62,3,63,99435
214,120,125,61,3,64,99436
213,121,123,61,3,64,99438
213,120,122,61,3,64,99440
214,117,122,60,4,64,99442
214,116,122,59,4,65,99443
208,118,123,57,6,65,99446
210,118,122,57,6,65,99445
207,118,121,58,4,67,99448
205,116,122,59,3,68,99450
205,115,124,58,4,68,99449
205,118,123,59,4,68,99446
202,119,122,59,2,70,99449
199,123,122,57,3,71,99448
199,118,123,58,3,71,99451
201,117,121,58,3,71,99452
200,116,121,59,3,71,99453
201,114,120,60,2,72,99454
200,114,121,59,2,72,99455
198,109,127,59,2,72,99456
199,109,124,60,2,72,99457
198,110,123,61,2,72,99457
203,111,122,60,2,73,99452
208,107,123,58,4,73,99450
205,107,122,59,3,74,99453
205,106,121,61,3,74,99453
204,103,123,61,3,74,99455
204,102,123,60,3,75,99456
203,101,122,59,4,75,99459
202,101,122,59,3,76,99460
206,99,119,58,4,76,99461
208,98,119,57,4,76,99461
208,95,122,57,4,76,99461
211,93,121,55,5,76,99462
214,93,119,55,6,76,99460
219,95,117,57,6,76,99453
220,96,117,57,5,77,99451
220,96,117,57,4,78,99451
222,94,119,55,5,78,99450
224,95,116,59,4,79,99446
