neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16636
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58892,24488,16635
58928,24454,16633
58957,24425,16633
58984,24395,16636
59013,24367,16634
59034,24348,16632
59057,24323,16634
59096,24287,16631
59123,24260,16631
59141,24240,16633
59170,24207,16637
59180,24197,16637
59222,24157,16635
59243,24132,16638
59283,24091,16639
59308,24067,16638
59336,24035,16640
59369,24002,16640
59378,23996,16637
59423,23949,16638
59437,23934,16639
59469,23899,16642
59489,23874,16645
59506,23856,16646
59535,23828,16645
59562,23800,16646
59586,23777,16645
59604,23756,16648
59617,23741,16649
59626,23731,16650
59654,23701,16652
59682,23669,16656
59707,23640,16660
59720,23628,16659
59741,23605,16661
59781,23560,16664
59785,23557,16662
59814,23525,16665
59828,23513,16663
59858,23479,16664
59871,23461,16668
59896,23434,16670
59909,23421,16670
59929,23401,16670
59955,23374,16671
59971,23355,16674
59994,23330,16675
60012,23317,16669
60031,23300,16667
60059,23273,16666
60075,23258,16665
60085,23246,16665
60110,23221,16665
60107,23221,16667
60119,23206,16670
60121,23202,16672
60136,23186,16673
60143,23172,16680
60174,23139,16681
60181,23132,16681
60188,23125,16681
60205,23107,16681
60211,23099,16683
60247,23063,16683
60254,23054,16683
60283,23021,16687
60303,23003,16685
60331,22969,16690
60327,22971,16692
60361,22939,16690
60358,22944,16688
60369,22931,16689
60370,22929,16690
60385,22916,16688
60382,22914,16692
60394,22903,16690
60407,22888,16692
60406,22881,16699
60410,22873,16703
60422,22858,16706
60410,22868,16708
60415,22859,16710
60423,22848,16713
60433,22831,16720
60433,22828,16722
60440,22815,16728
60441,22813,16729
60440,22809,16732
60431,22819,16731
60423,22824,16734
60435,22806,16740
60429,22810,16742
60450,22791,16740
60436,22803,16741
60447,22792,16741
60429,22802,16749
60435,22793,16752
60443,22783,16754
60441,22781,16758
60440,22780,16760
60449,22772,16759
60444,22772,16764
60455,22756,16769
60456,22754,16770
60458,22747,16775
60454,22746,16778
60461,22739,16778
60444,22754,16780
60440,22753,16785
60420,22776,16782
60426,22766,16786
60408,22781,16789
60412,22776,16790
60388,22797,16793
60408,22777,16793
60389,22793,16796
60367,22816,16793
60354,22827,16795
60343,22832,16801
60346,22828,16802
60327,22842,16807
60302,22863,16811
60281,22884,16809
60269,22893,16812
60255,22903,16816
60243,22917,16813
60211,22945,16817
60203,22948,16821
60176,22976,16820
60162,22987,16822
60146,23001,16824
60143,23000,16828
60139,23003,16828
60132,23003,16835
60100,23029,16840
60080,23047,16842
60067,23054,16847
60034,23087,16847
60017,23104,16847
59986,23130,16851
59963,23147,16857
59945,23162,16860
59921,23180,16865
59881,23219,16866
59865,23231,16869
59819,23275,16871
59808,23281,16875
59776,23308,16879
59740,23339,16884
59727,23351,16885
59688,23387,16888
59674,23393,16894
59646,23415,16900
59615,23442,16904
59578,23471,16909
59567,23479,16911
59544,23493,16920
59511,23521,16925
59477,23548,16930
59441,23576,16937
59403,23612,16939
59374,23636,16941
59328,23676,16947
59309,23691,16951
59271,23723,16957
59241,23746,16964
59218,23764,16969
59163,23814,16973
59128,23845,16977
59081,23884,16985
59055,23905,16990
58997,23955,16998
58982,23964,17004
58915,24027,17008
58878,24058,17014
58838,24095,17017
58815,24115,17020
58754,24175,17020
58707,24217,17025
58665,24251,17033
58624,24288,17037
58565,24345,17039
58526,24381,17042
58485,24421,17042
58429,24468,17051
58397,24503,17048
58339,24552,17057
58292,24593,17063
58229,24652,17067
58164,24709,17075
58113,24751,17083
58046,24814,17087
57999,24860,17088
57947,24911,17089
57870,24985,17092
57826,25018,17103
57740,25096,17111
57705,25125,17117
57628,25192,17127
57573,25236,17137
57538,25268,17140
57483,25316,17147
57418,25378,17149
57377,25413,17155
57308,25478,17159
57271,25509,17165
57217,25556,17172
57152,25609,17183
57076,25681,17187
57028,25715,17201
56968,25772,17204
56898,25835,17211
56812,25913,17217
56744,25975,17222
56665,26047,17229
56584,26121,17236
56511,26183,17247
56422,26260,17259
56348,26327,17266
56289,26379,17272
56217,26442,17281
56116,26537,17287
56059,26588,17293
55970,26672,17296
55911,26728,17299
55827,26801,17310
55741,26882,17314
55663,26947,17325
55613,26988,17334
55503,27096,17335
55441,27150,17342
55343,27244,17346
55251,27327,17355
55170,27399,17362
55094,27475,17362
54996,27567,17368
54917,27640,17374
54814,27739,17378
54721,27832,17378
54643,27900,17388
54573,27961,17397
54462,28060,17409
54405,28109,17416
54292,28219,17419
54210,28290,17430
54115,28377,17438
54045,28442,17443
53947,28530,17450
