neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16636
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58893,24488,16636
58929,24454,16633
58957,24425,16633
58984,24395,16636
59013,24367,16634
59034,24348,16632
59057,24323,16634
59096,24287,16631
59123,24260,16631
59141,24240,16633
59170,24207,16637
59180,24197,16637
59222,24157,16635
59242,24132,16638
59282,24091,16639
59307,24066,16638
59335,24035,16640
59368,24002,16640
59377,23996,16637
59421,23949,16639
59435,23934,16640
59466,23899,16642
59488,23874,16645
59505,23856,16646
59534,23828,16645
59561,23800,16646
59585,23777,16645
59603,23755,16648
59616,23741,16649
59625,23731,16650
59653,23701,16652
59681,23669,16656
59706,23640,16660
59719,23628,16659
59740,23605,16661
59779,23560,16664
59784,23557,16662
59813,23525,16665
59827,23512,16663
59857,23480,16664
59871,23461,16668
59896,23434,16670
59909,23421,16670
59928,23401,16670
59954,23374,16671
59969,23355,16674
59993,23330,16675
60011,23316,16669
60030,23299,16667
60058,23272,16666
60074,23257,16665
60086,23245,16665
60110,23220,16665
60108,23220,16667
60120,23205,16670
60122,23201,16672
60137,23185,16673
60143,23171,16680
60174,23139,16681
60180,23132,16681
60187,23125,16681
60205,23106,16681
60209,23098,16682
60245,23062,16681
60253,23054,16681
60282,23021,16685
60302,23002,16683
60330,22969,16688
60326,22971,16690
60359,22940,16688
60357,22943,16685
60367,22931,16686
60368,22928,16687
60382,22916,16684
60380,22913,16689
60393,22902,16687
60406,22887,16689
60405,22880,16696
60409,22872,16700
60421,22857,16702
60409,22867,16704
60415,22858,16707
60421,22848,16710
60432,22830,16717
60431,22829,16719
60438,22816,16725
60439,22814,16726
60438,22811,16729
60429,22821,16728
60419,22827,16731
60432,22808,16737
60425,22813,16739
60447,22793,16737
60432,22806,16739
60444,22794,16738
60425,22805,16746
60433,22794,16749
60439,22786,16751
60439,22782,16755
60434,22783,16756
60444,22774,16755
60438,22775,16760
60449,22759,16765
60452,22755,16766
60451,22750,16771
60451,22746,16774
60455,22742,16774
60440,22755,16776
60436,22754,16781
60417,22776,16778
60423,22766,16782
60405,22780,16785
60409,22775,16786
60385,22796,16789
60404,22776,16789
60385,22792,16792
60366,22813,16789
60351,22826,16791
60340,22831,16797
60344,22826,16798
60323,22842,16803
60299,22862,16807
60280,22883,16805
60265,22894,16808
60253,22902,16812
60241,22916,16809
60209,22944,16813
60201,22947,16817
60172,22977,16816
60159,22986,16819
60143,23000,16820
60140,22999,16824
60136,23002,16824
60129,23002,16831
60096,23030,16836
60076,23048,16838
60063,23055,16844
60029,23089,16844
60013,23105,16844
59981,23132,16848
59959,23148,16854
59939,23165,16857
59917,23181,16862
59879,23218,16863
59862,23231,16866
59816,23274,16868
59804,23281,16872
59773,23307,16877
59736,23339,16882
59724,23350,16883
59684,23387,16886
59673,23392,16892
59643,23415,16898
59612,23442,16902
59575,23473,16908
59566,23479,16909
59541,23495,16918
59508,23523,16923
59473,23550,16929
59439,23577,16936
59401,23612,16938
59374,23637,16940
59326,23679,16946
59310,23691,16950
59270,23725,16956
59240,23748,16963
59215,23767,16968
59163,23814,16972
59127,23846,16976
59079,23885,16984
59054,23905,16989
58995,23956,16997
58980,23965,17003
58913,24027,17007
58875,24059,17013
58833,24098,17016
58813,24115,17019
58750,24177,17020
58704,24218,17024
58660,24254,17032
58620,24290,17036
58562,24346,17038
58522,24383,17041
58486,24418,17041
58424,24471,17050
58392,24504,17047
58334,24553,17056
58286,24595,17062
58221,24656,17066
58160,24709,17074
58107,24754,17082
58035,24821,17086
57996,24858,17086
57938,24915,17087
57866,24984,17090
57822,25017,17101
57735,25095,17109
57699,25125,17115
57622,25191,17125
57565,25237,17135
57533,25266,17138
57478,25314,17145
57413,25376,17147
57372,25411,17153
57303,25476,17157
57263,25511,17162
57210,25556,17169
57142,25612,17180
57070,25680,17184
57019,25717,17198
56960,25773,17201
56886,25839,17208
56807,25911,17214
56731,25982,17219
56658,26046,17226
56573,26124,17233
56501,26185,17244
56413,26261,17256
56337,26330,17263
56277,26384,17268
56207,26445,17277
56106,26540,17283
56047,26592,17287
55953,26681,17291
55901,26730,17294
55812,26808,17305
55732,26883,17310
55651,26953,17321
55600,26995,17330
55493,27101,17331
55428,27159,17338
55331,27252,17342
55239,27334,17352
55160,27406,17359
55080,27486,17359
54982,27578,17365
54906,27648,17371
54797,27753,17375
54709,27841,17375
54629,27911,17385
54559,27972,17394
54449,28069,17405
54395,28116,17412
54279,28229,17415
54196,28300,17426
54101,28387,17434
54032,28451,17439
53932,28542,17448
