neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58892,24488,16635
58928,24454,16633
58956,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59307,24066,16638
59335,24036,16640
59368,24002,16640
59377,23996,16637
59422,23949,16639
59435,23934,16640
59466,23899,16643
59488,23874,16646
59505,23856,16647
59534,23828,16646
59561,23800,16647
59585,23777,16645
59603,23756,16648
59616,23742,16649
59625,23731,16650
59653,23701,16652
59681,23669,16656
59706,23640,16660
59719,23628,16659
59740,23605,16661
59779,23560,16664
59783,23557,16662
59812,23524,16665
59826,23511,16663
59856,23480,16664
59870,23461,16667
59894,23434,16669
59907,23421,16669
59927,23401,16669
59953,23374,16670
59969,23355,16673
59993,23330,16674
60010,23317,16668
60029,23300,16666
60057,23273,16665
60073,23258,16664
60086,23245,16664
60110,23221,16664
60107,23221,16666
60119,23206,16669
60121,23202,16671
60136,23186,16672
60143,23172,16679
60174,23140,16680
60181,23133,16680
60188,23125,16680
60205,23107,16680
60211,23099,16682
60247,23063,16681
60254,23054,16681
60283,23021,16685
60303,23003,16682
60331,22970,16687
60327,22971,16689
60360,22939,16687
60357,22944,16685
60369,22931,16686
60370,22929,16687
60385,22916,16684
60382,22914,16689
60394,22903,16687
60407,22888,16689
60407,22881,16696
60411,22873,16700
60423,22858,16702
60411,22868,16703
60416,22859,16706
60423,22849,16709
60434,22831,16716
60434,22829,16718
60441,22816,16723
60442,22814,16724
60441,22810,16727
60432,22820,16726
60424,22825,16729
60436,22807,16735
60430,22811,16737
60451,22792,16735
60437,22804,16737
60448,22793,16737
60430,22803,16745
60437,22793,16747
60444,22784,16749
60443,22781,16752
60442,22780,16754
60451,22772,16753
60445,22773,16758
60456,22757,16763
60458,22754,16763
60459,22748,16768
60456,22746,16772
60462,22740,16772
60446,22754,16774
60442,22753,16779
60422,22776,16776
60428,22766,16780
60410,22781,16783
60414,22776,16784
60390,22797,16787
60410,22777,16787
60391,22793,16790
60371,22815,16788
60358,22826,16789
60346,22833,16794
60350,22828,16795
60329,22843,16801
60305,22861,16805
60286,22882,16803
60271,22893,16806
60259,22901,16810
60247,22916,16806
60215,22944,16810
60207,22947,16815
60178,22975,16814
60165,22985,16817
60149,22999,16818
60146,22997,16822
60142,23000,16823
60135,23000,16830
60104,23026,16834
60082,23046,16836
60069,23053,16842
60036,23086,16840
60019,23103,16840
59987,23130,16845
59965,23146,16851
59945,23163,16854
59923,23180,16859
59883,23219,16860
59868,23231,16863
59822,23275,16865
59810,23281,16869
59778,23308,16874
59740,23340,16879
59728,23349,16880
59685,23388,16882
59674,23393,16888
59646,23415,16894
59612,23445,16898
59576,23473,16903
59566,23481,16905
59543,23495,16914
59510,23523,16919
59477,23550,16925
59440,23578,16932
59402,23612,16933
59373,23639,16935
59328,23678,16941
59310,23692,16945
59271,23725,16951
59241,23748,16958
59216,23768,16963
59164,23816,16967
59129,23847,16971
59082,23886,16979
59056,23907,16984
58998,23957,16992
58982,23965,16998
58916,24027,17002
58879,24058,17008
58837,24097,17011
58815,24116,17014
58757,24172,17015
58707,24216,17018
58665,24250,17026
58621,24290,17029
58565,24344,17031
58524,24382,17033
58486,24420,17033
58430,24466,17040
58396,24503,17037
58336,24554,17046
58292,24592,17052
58224,24655,17056
58161,24710,17064
58109,24754,17072
58039,24820,17076
58002,24856,17077
57942,24915,17078
57871,24983,17081
57825,25018,17092
57738,25096,17100
57702,25125,17106
57624,25192,17116
57568,25238,17126
57534,25269,17129
57480,25316,17136
57416,25378,17138
57373,25414,17144
57302,25479,17148
57263,25513,17153
57209,25560,17160
57143,25615,17171
57072,25682,17175
57020,25720,17189
56962,25775,17192
56891,25839,17199
56808,25914,17205
56737,25980,17210
56662,26047,17217
56581,26121,17223
56507,26184,17234
56416,26263,17246
56342,26330,17253
56280,26386,17259
56208,26448,17268
56109,26540,17274
56048,26594,17280
55958,26681,17283
55906,26730,17286
55816,26808,17298
55733,26886,17303
55654,26954,17314
55599,26998,17323
55491,27104,17324
55424,27163,17331
55329,27254,17335
55234,27339,17345
55153,27413,17352
55081,27485,17352
54979,27580,17358
54901,27652,17364
54798,27751,17368
54706,27842,17368
54624,27913,17378
54560,27968,17387
54450,28066,17399
54391,28118,17406
54279,28227,17409
54198,28296,17420
54099,28387,17428
54029,28452,17433
53931,28541,17442
