Smokes,Does not smoke
19474,80549
20243,79778
20623,79395
20152,79866
20462,79556
20083,79935
20375,79642
20026,79991
20280,79737
19887,80130
20132,79885
19804,80213
20107,79908
19766,80249
20126,79889
19762,80252
20046,79968
19693,80321
20025,79988
19666,80347
19974,80039
19631,80382
19901,80111
19530,80481
19841,80170
19491,80519
19855,80154
19509,80498
19839,80168
19499,80508
19813,80194
19458,80546
19750,80254
19428,80576
19739,80265
19414,80590
19711,80293
19406,80598
19736,80268
19432,80572
19742,80262
19411,80592
19707,80296
19381,80622
19678,80325
19370,80629
19671,80328
19370,80627
19679,80317
19355,80641
19670,80326
19343,80653
19661,80335
19334,80662
19655,80340
19319,80675
19647,80347
19318,80676
19644,80347
19317,80674
19642,80348
19309,80681
19639,80351
19308,80681
19638,80351
19307,80680
19635,80352
19305,80682
19635,80352
19305,80682
19635,80352
19305,80682
19634,80352
19305,80681
19634,80351
19305,80680
19633,80351
19305,80679
19633,80350
19308,80675
19640,80343
19310,80671
19641,80340
19306,80675
19641,80340
19306,80675
19646,80334
19311,80669
19655,80325
19316,80664
19656,80324
19316,80663
19655,80324
19316,80663
19655,80323
19320,80658
19659,80319
19324,80654
19662,80316
19324,80654
19662,80316
19324,80653
19662,80315
19324,80653
19662,80315
19324,80653
19662,80315
19323,80653
19662,80313
19323,80652
19662,80313
19325,80649
19662,80312
19325,80649
19662,80311
19325,80648
19662,80311
19325,80647
19661,80310
19325,80646
19660,80310
19325,80645
19660,80310
19325,80645
19660,80309
19325,80643
19659,80308
19324,80643
19659,80308
19324,80643
19659,80308
19324,80643
19659,80308
19324,80643
19659,80308
19324,80642
19659,80307
19324,80642
19658,80306
19324,80639
19657,80306
19318,80643
19649,80312
19311,80649
19650,80309
19312,80647
19653,80305
19320,80638
19658,80299
19330,80627
19663,80294
19340,80617
19681,80276
19362,80594
19697,80258
19372,80583
19708,80247
19389,80565
19725,80228
19407,80546
19737,80216
19413,80540
19744,80209
19416,80536
19752,80200
19440,80512
19794,80157
19477,80474
19822,80126
19509,80439
19856,80092
19537,80411
19888,80060
19571,80376
19902,80045
19579,80368
19910,80037
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80035
19584,80362
19911,80034
19584,80360
19911,80033
19584,80360
19911,80033
19583,80360
19911,80032
19583,80360
19911,80032
19583,80360
19911,80032
19583,80360
19911,80032
19583,80360
19911,80032
19583,80358
19910,80031
19583,80358
19910,80030
19582,80358
19910,80030
19582,80358
19910,80030
19582,80358
19910,80030
19582,80358
19910,80030
19582,80358
19910,80029
19581,80358
19910,80029
19581,80358
19910,80029
19580,80358
19910,80028
19580,80358
19910,80028
19580,80358
19910,80026
19574,80362
19905,80030
19562,80373
19891,80044
19548,80387
19879,80056
19533,80402
19862,80073
19519,80416
19857,80078
19514,80421
19855,80080
19514,80421
19855,80080
19514,80421
19855,80079
19513,80421
19855,80079
19513,80421
19855,80079
19513,80421
19855,80079
19513,80421
19855,80079
19513,80421
