neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16636
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58892,24488,16635
58928,24454,16633
58957,24425,16633
58984,24394,16636
59013,24367,16634
59034,24348,16632
59057,24323,16633
59096,24287,16630
59123,24260,16630
59141,24240,16632
59170,24207,16635
59180,24197,16634
59222,24157,16632
59244,24132,16634
59283,24091,16635
59308,24065,16634
59336,24035,16636
59369,24002,16636
59378,23996,16633
59421,23949,16634
59435,23934,16635
59467,23899,16638
59489,23874,16641
59506,23856,16642
59535,23828,16641
59562,23800,16642
59586,23777,16641
59604,23756,16644
59617,23742,16645
59626,23731,16646
59654,23701,16648
59682,23669,16652
59707,23640,16656
59716,23628,16655
59737,23605,16657
59778,23559,16660
59783,23555,16658
59812,23523,16661
59826,23511,16659
59856,23480,16660
59870,23462,16664
59895,23435,16666
59908,23421,16666
59927,23401,16666
59953,23374,16667
59969,23355,16670
59992,23329,16670
60010,23316,16665
60029,23299,16662
60057,23272,16661
60073,23257,16660
60085,23244,16660
60109,23220,16660
60105,23220,16662
60117,23205,16665
60119,23201,16667
60134,23185,16668
60141,23171,16675
60172,23139,16676
60179,23132,16676
60185,23125,16676
60203,23107,16676
60210,23097,16678
60246,23061,16678
60254,23052,16678
60283,23019,16682
60302,23001,16680
60330,22968,16685
60326,22970,16687
60358,22938,16685
60356,22942,16683
60367,22930,16684
60369,22927,16685
60383,22915,16683
60381,22912,16687
60394,22901,16685
60407,22886,16687
60407,22879,16694
60411,22871,16698
60423,22856,16700
60411,22866,16702
60417,22857,16705
60423,22847,16708
60434,22829,16715
60433,22828,16717
60440,22815,16723
60441,22813,16724
60441,22810,16727
60432,22820,16726
60422,22826,16729
60435,22807,16735
60428,22812,16737
60450,22792,16735
60435,22805,16737
60447,22793,16737
60428,22804,16744
60435,22793,16747
60441,22785,16749
60441,22781,16753
60438,22781,16755
60447,22773,16754
60441,22774,16759
60452,22758,16763
60454,22755,16764
60455,22749,16769
60453,22746,16773
60458,22741,16772
60443,22754,16774
60438,22753,16779
60419,22775,16776
60425,22765,16780
60407,22780,16783
60411,22774,16784
60386,22795,16787
60406,22775,16786
60387,22791,16789
60367,22813,16787
60353,22825,16789
60342,22831,16794
60346,22826,16795
60324,22842,16801
60303,22859,16805
60282,22882,16803
60269,22891,16806
60257,22899,16810
60245,22914,16807
60212,22942,16810
60203,22946,16814
60175,22975,16813
60162,22985,16814
60147,22998,16816
60143,22997,16820
60140,22999,16820
60132,23000,16827
60101,23025,16832
60080,23044,16834
60066,23051,16840
60034,23083,16840
60016,23101,16840
59984,23128,16845
59962,23144,16851
59942,23161,16853
59919,23178,16858
59879,23217,16859
59864,23229,16862
59817,23273,16864
59806,23279,16868
59775,23305,16873
59737,23338,16878
59728,23346,16879
59686,23385,16882
59674,23390,16888
59646,23412,16894
59614,23440,16898
59577,23470,16904
59568,23477,16906
59543,23492,16913
59509,23521,16918
59479,23544,16925
59442,23575,16931
59406,23609,16933
59377,23635,16935
59332,23674,16941
59315,23687,16945
59275,23721,16951
59245,23743,16958
59221,23762,16963
59169,23810,16967
59133,23842,16971
59082,23885,16979
59060,23902,16984
59001,23953,16992
58985,23963,16998
58919,24026,17001
58881,24058,17007
58840,24096,17010
58816,24117,17013
58756,24175,17015
58708,24218,17020
58665,24253,17028
58623,24291,17032
58566,24346,17034
58526,24383,17037
58489,24420,17037
58429,24470,17046
58396,24505,17043
58337,24555,17052
58290,24596,17058
58226,24656,17062
58162,24712,17069
58111,24755,17077
58041,24821,17081
58003,24858,17082
57943,24917,17083
57873,24984,17086
57828,25018,17097
57741,25097,17105
57706,25126,17111
57629,25193,17121
57573,25237,17131
57539,25268,17134
57486,25314,17141
57417,25380,17143
57377,25414,17149
57308,25479,17153
57268,25513,17159
57214,25560,17166
57149,25614,17177
57075,25684,17181
57022,25723,17195
56965,25777,17198
56895,25840,17205
56811,25917,17211
56737,25985,17217
56663,26052,17224
56582,26127,17230
56507,26191,17241
56418,26267,17253
56341,26337,17260
56281,26391,17266
56209,26454,17275
56110,26547,17281
56049,26602,17285
55961,26687,17288
55905,26739,17291
55819,26813,17303
55737,26890,17308
55655,26961,17319
55604,27003,17328
55497,27109,17329
55432,27167,17336
55334,27261,17340
55242,27343,17350
55161,27417,17357
55089,27489,17357
54987,27585,17363
54911,27655,17369
54803,27759,17373
54715,27846,17373
54634,27916,17384
54567,27974,17393
54456,28074,17404
54399,28124,17411
54288,28232,17414
54205,28304,17425
54111,28390,17433
54040,28456,17438
53939,28548,17447
