Smokes,Does not smoke
19474,80547
20242,79778
20617,79401
20123,79895
20429,79589
20034,79984
20325,79692
19970,80047
20216,79800
19828,80188
20072,79944
19737,80279
20034,79982
19686,80329
20040,79974
19672,80342
19993,80020
19629,80384
19981,80032
19631,80382
19928,80085
19581,80432
19863,80150
19508,80505
19809,80204
19465,80547
19815,80197
19467,80544
19802,80208
19460,80550
19779,80230
19431,80577
19723,80285
19401,80606
19711,80295
19387,80619
19683,80323
19379,80627
19708,80298
19405,80599
19714,80290
19384,80620
19679,80325
19354,80650
19650,80354
19340,80664
19635,80369
19336,80664
19646,80354
19347,80653
19658,80341
19348,80650
19657,80341
19348,80650
19657,80341
19348,80649
19657,80340
19348,80649
19657,80340
19348,80648
19657,80339
19348,80648
19657,80339
19348,80648
19657,80338
19347,80648
19657,80338
19347,80648
19657,80338
19347,80648
19657,80338
19347,80648
19657,80338
19346,80648
19656,80337
19346,80646
19658,80334
19346,80646
19657,80334
19346,80645
19657,80334
19346,80645
19659,80329
19345,80642
19658,80328
19345,80640
19658,80326
19345,80638
19658,80325
19345,80637
19656,80325
19344,80637
19656,80325
19344,80636
19655,80324
19343,80636
19655,80324
19343,80636
19654,80324
19334,80643
19641,80336
19316,80661
19633,80342
19304,80671
19631,80344
19304,80671
19631,80343
19304,80670
19631,80343
19304,80670
19631,80343
19304,80669
19631,80342
19304,80669
19631,80342
19294,80677
19617,80353
19285,80684
19616,80353
19285,80684
19616,80353
19285,80684
19616,80353
19285,80683
19616,80352
19285,80682
19615,80352
19285,80682
19615,80351
19284,80682
19615,80351
19284,80682
19615,80351
19284,80682
19615,80351
19284,80682
19615,80351
19284,80681
19614,80351
19284,80681
19614,80351
19284,80681
19614,80348
19285,80677
19616,80344
19286,80674
19617,80343
19294,80666
19621,80339
19302,80658
19623,80337
19314,80645
19636,80323
19316,80643
19641,80318
19318,80641
19642,80317
19316,80642
19641,80316
19316,80640
19641,80315
19315,80640
19640,80314
19309,80644
19636,80317
19301,80652
19634,80319
19293,80659
19620,80332
19291,80661
19621,80330
19314,80636
19652,80297
19350,80599
19690,80259
19384,80564
19701,80247
19390,80558
19707,80241
19392,80556
19708,80240
19391,80556
19707,80239
19390,80556
19707,80237
19391,80553
19707,80237
19391,80552
19707,80236
19388,80554
19707,80234
19388,80553
19707,80234
19388,80552
19706,80234
19388,80550
19707,80231
19388,80549
19707,80230
19388,80549
19707,80230
19388,80549
19707,80230
19388,80549
19707,80229
19387,80549
19707,80229
19387,80549
19707,80229
19387,80548
19706,80229
19387,80548
19706,80229
19387,80548
19706,80228
19386,80547
19706,80227
19386,80547
19706,80227
19386,80547
19706,80227
19386,80547
19706,80227
19386,80547
19706,80226
19385,80547
19704,80226
19384,80546
19704,80226
19384,80545
19704,80225
19384,80545
19704,80225
19384,80545
19704,80224
19378,80549
19699,80228
19378,80549
19699,80228
19378,80548
19699,80227
19378,80548
19699,80227
19378,80547
19698,80227
19378,80547
19698,80227
19378,80547
19698,80227
19378,80547
19698,80227
19378,80547
19697,80227
19377,80545
19696,80226
19377,80545
19696,80225
19375,80545
19696,80224
19375,80544
