neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16632
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58865,24513,16637
58880,24499,16636
58891,24488,16636
58927,24454,16633
58955,24425,16633
58982,24394,16636
59011,24367,16634
59032,24348,16632
59055,24323,16634
59094,24287,16631
59121,24260,16631
59139,24240,16633
59168,24207,16637
59178,24197,16637
59220,24157,16635
59241,24132,16638
59281,24090,16639
59306,24066,16638
59334,24035,16640
59367,24002,16640
59376,23996,16637
59420,23949,16639
59433,23934,16639
59465,23899,16642
59487,23874,16645
59503,23856,16646
59532,23828,16645
59559,23800,16645
59583,23777,16644
59601,23756,16647
59614,23741,16648
59623,23731,16649
59650,23701,16650
59678,23669,16654
59702,23640,16658
59715,23628,16657
59733,23605,16659
59775,23560,16662
59780,23556,16660
59809,23523,16663
59823,23511,16661
59853,23480,16662
59867,23462,16665
59891,23434,16667
59904,23421,16667
59924,23401,16667
59950,23374,16668
59965,23354,16671
59989,23329,16672
60007,23316,16667
60026,23299,16664
60054,23272,16663
60070,23257,16662
60083,23244,16662
60107,23220,16662
60105,23220,16664
60116,23205,16667
60118,23201,16669
60133,23185,16670
60140,23171,16677
60171,23139,16678
60178,23132,16678
60185,23124,16678
60203,23106,16678
60207,23098,16680
60242,23062,16680
60250,23054,16680
60279,23021,16684
60299,23002,16682
60327,22969,16687
60322,22970,16689
60355,22939,16687
60353,22943,16685
60364,22931,16686
60365,22928,16687
60378,22916,16685
60376,22913,16689
60388,22902,16687
60401,22887,16689
60402,22879,16696
60405,22872,16700
60417,22857,16703
60406,22866,16704
60411,22858,16707
60419,22847,16710
60428,22830,16716
60427,22829,16718
60434,22816,16724
60435,22814,16725
60435,22811,16728
60425,22821,16727
60416,22827,16730
60428,22809,16736
60422,22813,16738
60445,22792,16736
60429,22806,16738
60441,22794,16738
60422,22805,16746
60430,22794,16748
60436,22786,16750
60436,22782,16754
60435,22781,16756
60443,22774,16755
60436,22775,16760
60447,22759,16765
60448,22756,16766
60448,22750,16770
60447,22747,16774
60452,22742,16774
60437,22755,16776
60432,22755,16781
60413,22777,16778
60420,22766,16782
60399,22782,16785
60403,22776,16786
60379,22797,16789
60399,22777,16789
60380,22793,16792
60360,22815,16789
60348,22825,16791
60335,22833,16796
60341,22826,16797
60319,22842,16803
60296,22861,16807
60276,22881,16805
60262,22892,16808
60250,22900,16812
60237,22915,16809
60207,22941,16813
60197,22946,16817
60171,22973,16816
60157,22984,16819
60140,22997,16820
60138,22995,16824
60134,22998,16824
60128,22997,16831
60097,23023,16836
60075,23043,16837
60061,23051,16842
60029,23083,16842
60013,23099,16842
59981,23126,16846
59957,23144,16852
59937,23161,16855
59914,23178,16860
59874,23217,16861
59859,23229,16864
59814,23272,16866
59801,23279,16870
59770,23305,16874
59734,23336,16879
59723,23346,16880
59681,23385,16883
59672,23388,16889
59643,23411,16895
59611,23438,16899
59576,23467,16905
59566,23475,16907
59542,23489,16915
59508,23517,16920
59474,23544,16926
59440,23571,16933
59401,23608,16935
59374,23632,16937
59328,23672,16943
59308,23688,16947
59272,23718,16953
59237,23745,16960
59214,23762,16965
59161,23811,16969
59126,23842,16973
59076,23885,16980
59052,23903,16985
58994,23952,16994
58981,23959,17000
58914,24022,17004
58876,24054,17010
58834,24093,17013
58811,24113,17016
58753,24169,17017
58703,24214,17022
58662,24247,17030
58619,24286,17034
58563,24340,17036
58523,24377,17039
58486,24413,17039
58424,24466,17048
58396,24496,17045
58332,24551,17054
58288,24589,17060
58221,24652,17064
58159,24707,17071
58106,24751,17078
58037,24815,17083
57999,24852,17084
57939,24911,17085
57866,24980,17088
57822,25013,17099
57736,25091,17107
57697,25122,17113
57623,25186,17123
57567,25231,17133
57533,25262,17136
57479,25309,17143
57412,25374,17145
57370,25409,17151
57304,25471,17155
57263,25507,17160
57209,25554,17167
57146,25606,17178
57070,25677,17181
57018,25715,17195
56961,25769,17198
56888,25834,17205
56808,25908,17211
56732,25979,17216
56657,26046,17223
56580,26116,17230
56501,26184,17241
56411,26262,17253
56338,26327,17260
56276,26383,17266
56205,26445,17275
56105,26538,17281
56047,26590,17287
55957,26677,17290
55901,26730,17291
55815,26804,17303
55731,26882,17309
55652,26950,17320
55600,26993,17329
55491,27101,17330
55427,27157,17337
55332,27248,17341
55238,27332,17351
55158,27405,17358
55084,27479,17358
54983,27574,17364
54907,27644,17370
54801,27746,17374
54711,27836,17374
54630,27907,17384
54562,27966,17393
54450,28064,17405
54390,28116,17412
54278,28225,17414
54198,28294,17425
54100,28384,17433
54033,28446,17438
53931,28539,17446
