neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58716,24668,16632
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16635
58928,24454,16633
58956,24425,16633
58983,24395,16636
59012,24368,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59307,24065,16638
59335,24035,16640
59367,24002,16640
59376,23996,16637
59420,23949,16639
59434,23934,16639
59466,23899,16642
59488,23874,16645
59505,23856,16646
59534,23828,16645
59561,23800,16646
59584,23777,16645
59602,23756,16648
59615,23741,16649
59624,23731,16650
59652,23701,16652
59680,23669,16656
59705,23640,16660
59715,23628,16659
59735,23605,16661
59777,23560,16664
59782,23555,16662
59811,23523,16665
59825,23511,16663
59855,23480,16664
59869,23462,16668
59893,23435,16670
59906,23422,16670
59926,23400,16670
59952,23373,16671
59968,23354,16674
59992,23329,16675
60010,23316,16670
60029,23299,16667
60057,23272,16666
60074,23256,16665
60086,23244,16665
60109,23220,16665
60107,23220,16667
60118,23205,16670
60120,23201,16672
60135,23185,16673
60142,23171,16680
60173,23139,16681
60180,23131,16681
60187,23124,16681
60204,23106,16681
60210,23098,16683
60246,23062,16682
60253,23054,16682
60282,23020,16686
60302,23001,16684
60330,22968,16689
60326,22969,16691
60358,22938,16688
60356,22942,16686
60367,22930,16687
60369,22927,16688
60383,22915,16686
60381,22912,16690
60392,22900,16687
60405,22885,16689
60405,22878,16696
60409,22870,16700
60421,22854,16703
60409,22864,16704
60415,22855,16707
60421,22845,16710
60432,22827,16717
60431,22826,16719
60438,22812,16725
60439,22810,16726
60439,22807,16729
60430,22817,16728
60420,22823,16731
60433,22804,16737
60426,22809,16739
60447,22789,16736
60432,22802,16738
60443,22791,16738
60424,22802,16746
60432,22791,16749
60438,22783,16751
60438,22779,16755
60435,22779,16756
60444,22771,16755
60438,22772,16760
60449,22756,16765
60450,22753,16766
60450,22747,16770
60449,22744,16774
60454,22739,16774
60439,22752,16776
60434,22752,16781
60415,22774,16778
60422,22763,16782
60403,22779,16785
60407,22773,16786
60383,22794,16789
60403,22774,16789
60384,22790,16791
60364,22812,16789
60352,22821,16790
60338,22830,16795
60344,22823,16796
60322,22839,16802
60298,22859,16806
60279,22879,16804
60264,22891,16807
60253,22898,16811
60241,22912,16808
60208,22940,16811
60200,22943,16816
60173,22971,16815
60158,22982,16817
60143,22995,16819
60140,22993,16822
60135,22997,16822
60130,22995,16829
60096,23024,16833
60075,23043,16835
60062,23050,16841
60029,23083,16841
60012,23100,16841
59980,23127,16845
59959,23142,16851
59940,23158,16854
59916,23177,16859
59876,23216,16860
59861,23228,16863
59815,23271,16865
59803,23278,16869
59770,23306,16874
59735,23336,16879
59724,23346,16880
59680,23386,16883
59671,23389,16888
59642,23412,16894
59610,23440,16898
59572,23470,16903
59563,23477,16905
59539,23491,16913
59503,23521,16917
59471,23546,16923
59436,23574,16930
59399,23609,16932
59370,23635,16934
59325,23674,16940
59307,23688,16944
59268,23721,16950
59239,23743,16957
59214,23763,16962
59161,23812,16966
59129,23840,16970
59079,23882,16978
59054,23901,16983
58996,23951,16991
58982,23959,16997
58914,24023,17001
58878,24053,17007
58834,24095,17009
58814,24112,17012
58754,24171,17012
58704,24216,17017
58663,24249,17025
58619,24289,17029
58564,24342,17031
58523,24380,17034
58486,24417,17033
58427,24465,17042
58396,24499,17039
58335,24551,17048
58291,24589,17054
58222,24654,17058
58163,24706,17065
58109,24752,17072
58038,24818,17077
58000,24855,17078
57942,24912,17079
57868,24983,17082
57823,25017,17093
57738,25094,17101
57700,25125,17107
57624,25191,17117
57570,25235,17127
57535,25267,17130
57481,25314,17137
57413,25379,17139
57373,25413,17145
57305,25477,17148
57266,25510,17153
57211,25558,17160
57148,25610,17171
57075,25678,17175
57022,25717,17189
56964,25772,17192
56892,25837,17199
56809,25914,17205
56736,25982,17210
56665,26046,17217
56582,26121,17224
56507,26186,17234
56417,26264,17246
56340,26333,17254
56282,26384,17260
56211,26446,17269
56112,26539,17275
56052,26592,17281
55960,26681,17283
55907,26730,17286
55818,26807,17298
55733,26886,17303
55655,26953,17314
55605,26994,17323
55495,27103,17324
55428,27163,17331
55334,27252,17335
55240,27337,17344
55159,27411,17351
55086,27484,17351
54984,27580,17357
54906,27651,17363
54802,27751,17367
54713,27840,17367
54632,27911,17377
54565,27968,17386
54457,28064,17398
54395,28118,17405
54285,28225,17408
54206,28293,17419
54106,28385,17427
54038,28448,17432
53939,28538,17441
