POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,116,66,6,3,99298
407,124,115,67,4,5,99301
403,127,115,67,4,5,99302
395,132,114,69,3,6,99304
387,135,114,70,3,6,99308
380,137,114,70,5,6,99311
378,139,114,69,6,8,99309
372,141,115,69,6,8,99312
365,144,116,69,6,9,99314
364,143,116,69,7,9,99315
356,147,116,68,8,9,99319
357,149,117,68,8,9,99315
352,150,117,68,8,10,99318
347,152,118,68,8,10,99320
348,154,115,70,7,12,99317
342,154,116,67,8,14,99322
340,155,115,68,7,15,99323
334,159,115,66,10,15,99324
320,165,115,65,11,15,99332
318,166,114,64,12,15,99334
315,166,115,63,12,16,99336
312,167,116,63,12,16,99337
303,168,115,64,10,19,99344
299,170,115,64,9,20,99346
291,175,115,64,7,22,99349
288,173,116,63,6,22,99355
286,171,117,63,6,23,99357
284,170,117,62,5,25,99360
277,171,118,63,5,25,99364
274,173,119,63,5,25,99364
272,173,119,62,5,26,99366
276,173,118,62,7,26,99361
277,174,117,62,7,27,99359
278,173,117,61,8,27,99359
278,171,117,62,8,27,99360
278,171,118,61,7,28,99360
276,172,118,60,7,29,99361
272,176,118,60,6,30,99361
269,176,118,63,4,32,99361
267,175,118,63,4,32,99364
261,179,115,63,3,34,99368
262,179,115,61,5,34,99367
262,174,118,60,6,34,99369
259,177,117,59,4,36,99371
260,178,117,59,4,36,99369
256,182,118,59,4,36,99368
252,185,116,58,5,37,99370
252,185,116,59,4,38,99369
249,183,116,61,4,38,99372
244,180,120,60,4,38,99377
244,177,121,61,3,39,99378
247,177,121,60,4,39,99375
243,177,117,63,4,40,99379
243,177,117,63,4,40,99379
242,176,115,62,5,40,99383
239,173,115,62,6,40,99388
238,170,115,61,6,40,99393
237,170,115,61,6,40,99394
236,172,114,62,4,42,99393
234,167,115,63,4,42,99398
229,163,114,67,5,42,99403
229,157,113,67,6,43,99408
226,159,113,65,9,43,99408
225,159,108,66,10,43,99412
225,158,110,66,9,44,99411
223,159,110,65,9,44,99413
220,161,110,63,10,45,99414
219,161,111,63,10,45,99414
221,160,111,62,10,46,99413
219,155,113,62,10,47,99417
218,154,114,62,10,47,99418
219,154,111,63,6,51,99419
216,150,114,61,6,52,99424
210,148,112,62,6,52,99433
207,150,111,61,7,52,99435
201,154,110,59,9,53,99437
199,157,109,60,9,53,99436
202,152,107,61,10,53,99438
202,149,107,59,12,53,99441
201,148,106,60,10,55,99443
198,147,107,60,10,55,99446
200,139,110,61,8,57,99448
200,138,110,61,8,57,99449
203,137,108,62,6,60,99447
201,137,110,62,5,61,99447
207,137,110,63,3,64,99439
207,134,113,63,2,65,99439
209,133,114,62,3,65,99437
206,131,115,61,3,65,99442
208,129,114,62,4,65,99441
204,127,117,63,4,65,99443
202,128,117,63,3,66,99444
200,123,120,61,4,66,99449
201,123,121,61,4,66,99447
200,123,121,61,4,66,99448
201,123,120,60,4,67,99448
199,124,122,60,4,67,99447
200,123,121,60,4,67,99448
196,119,123,60,4,68,99453
196,120,123,59,4,68,99453
199,119,122,59,4,68,99452
201,116,123,58,4,69,99452
198,116,125,58,4,69,99453
194,115,125,59,4,69,99457
197,114,126,59,3,70,99454
198,113,126,59,3,70,99454
203,115,123,60,3,70,99449
203,115,121,61,2,71,99450
201,115,122,62,2,71,99450
197,114,122,61,2,71,99456
201,113,123,60,3,71,99452
202,111,123,60,3,71,99453
203,110,124,58,5,71,99452
206,108,124,59,4,72,99450
213,105,121,60,5,72,99447
212,105,119,62,5,72,99448
209,107,118,60,5,73,99451
208,107,118,59,6,73,99452
212,106,118,59,4,75,99449
213,104,119,59,3,76,99449
212,103,119,58,4,76,99451
213,104,119,58,4,76,99449
215,101,118,58,4,77,99450
218,97,118,56,5,77,99452
220,98,117,58,5,77,99448
223,94,117,59,5,77,99448
225,94,115,60,4,78,99447
227,94,114,61,3,79,99445
228,94,110,63,4,79,99445
226,96,108,63,4,79,99447
