POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
403,126,115,66,4,5,99304
400,127,113,69,4,5,99305
397,129,113,69,3,6,99306
387,136,113,70,3,6,99308
383,137,112,71,4,6,99310
380,136,113,69,5,8,99312
374,138,114,68,6,8,99315
365,141,116,67,6,9,99319
358,143,116,68,7,9,99322
355,146,116,67,8,9,99322
350,146,116,68,8,9,99326
351,147,113,69,8,10,99325
346,150,114,67,6,12,99328
349,148,114,66,8,12,99326
348,150,113,64,7,14,99327
339,149,112,65,7,15,99336
330,152,112,63,10,15,99341
325,154,113,61,11,15,99344
327,156,112,60,12,15,99341
324,157,112,60,11,16,99343
316,155,113,59,12,16,99352
311,156,112,61,9,18,99356
307,161,112,61,7,20,99355
307,161,112,61,6,21,99355
302,161,114,60,6,21,99359
299,161,113,60,7,21,99362
296,160,112,57,6,23,99369
292,158,114,58,5,24,99372
289,159,114,58,5,24,99374
288,158,115,58,6,25,99373
289,158,115,57,7,25,99372
289,157,114,58,7,25,99373
289,158,114,57,7,26,99372
292,156,114,57,7,26,99371
291,159,112,59,7,26,99369
289,161,113,58,5,28,99369
286,165,111,58,3,30,99370
283,163,109,61,3,30,99374
283,162,110,60,2,31,99375
281,164,111,58,3,32,99374
277,165,112,56,4,32,99377
274,169,112,56,3,33,99376
273,168,113,56,3,33,99377
269,170,114,55,3,33,99379
270,169,115,55,2,34,99378
261,173,117,55,3,34,99380
263,173,116,54,4,35,99378
262,169,118,56,4,35,99379
257,167,118,56,3,36,99386
254,168,118,56,4,36,99387
255,168,116,56,4,36,99388
257,166,114,58,5,36,99387
252,171,111,59,4,37,99389
250,169,112,59,5,37,99391
246,167,115,58,5,38,99394
246,162,115,58,5,38,99399
245,162,115,58,5,38,99400
244,160,117,58,3,40,99401
243,160,115,57,3,40,99405
241,159,112,59,4,40,99408
237,158,109,60,7,41,99411
236,158,108,59,9,41,99412
234,157,106,60,9,41,99416
234,157,105,60,8,42,99417
232,157,103,60,8,42,99421
229,151,100,59,8,44,99432
230,149,102,58,8,45,99431
232,143,105,58,6,46,99433
232,141,106,58,6,46,99434
228,140,106,58,7,46,99438
227,139,106,59,4,48,99440
225,138,107,59,4,48,99442
219,134,111,58,4,49,99448
216,135,109,57,4,50,99452
216,137,109,56,5,50,99450
212,135,108,59,5,50,99454
214,132,108,58,8,50,99453
212,133,106,58,8,50,99456
213,133,107,59,7,51,99453
214,132,107,59,6,52,99453
207,128,109,60,6,52,99461
209,128,110,61,5,53,99457
207,127,109,64,3,55,99458
208,125,110,63,4,55,99458
207,126,110,63,3,56,99458
211,126,109,64,0,59,99454
212,125,109,62,2,59,99454
212,126,109,63,2,59,99452
212,123,110,63,3,59,99453
210,125,110,63,3,59,99453
207,120,111,62,4,59,99460
205,121,111,61,4,59,99462
206,119,113,61,3,60,99461
207,114,116,60,4,60,99462
208,113,117,59,4,61,99461
208,113,119,58,5,61,99459
206,108,119,59,3,62,99466
205,109,120,59,2,63,99465
202,110,123,59,3,63,99463
203,109,121,57,4,63,99466
203,107,121,57,4,63,99468
205,107,123,57,4,63,99464
204,108,121,56,5,64,99465
204,106,121,57,5,64,99466
207,104,119,58,4,65,99466
206,104,120,57,3,66,99467
209,103,121,56,4,66,99464
208,106,118,58,3,67,99463
209,102,121,58,2,68,99463
210,103,121,58,2,68,99461
211,101,119,57,3,69,99463
214,101,117,57,4,69,99461
219,101,116,56,4,70,99457
220,102,116,57,4,70,99454
219,100,114,59,4,70,99457
220,99,114,58,4,70,99458
219,96,115,57,2,73,99461
219,96,114,57,2,73,99462
220,95,115,57,1,74,99461
222,96,112,57,1,74,99461
222,96,112,57,1,74,99461
224,95,112,56,3,74,99459
226,95,111,57,3,74,99457
227,95,110,57,3,74,99457
228,95,107,59,3,74,99457
229,94,106,59,2,75,99458
231,93,106,59,2,75,99457
231,95,108,59,2,75,99453
232,96,103,59,3,76,99454
