neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16633
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16635
58928,24454,16633
58957,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59307,24065,16638
59335,24035,16640
59368,24002,16640
59376,23996,16637
59421,23949,16638
59435,23934,16639
59466,23899,16641
59488,23874,16644
59505,23856,16645
59534,23828,16644
59561,23800,16645
59585,23777,16644
59603,23756,16647
59616,23741,16648
59625,23731,16649
59652,23701,16651
59680,23669,16655
59705,23640,16659
59718,23628,16658
59736,23605,16660
59778,23560,16663
59783,23557,16661
59812,23523,16664
59826,23511,16662
59856,23480,16663
59870,23461,16667
59895,23434,16669
59908,23421,16669
59927,23401,16669
59953,23374,16670
59969,23355,16673
59993,23330,16674
60011,23317,16668
60030,23300,16666
60058,23273,16665
60075,23257,16664
60087,23245,16664
60111,23221,16664
60109,23221,16666
60120,23206,16669
60122,23202,16671
60137,23186,16672
60144,23172,16679
60175,23140,16680
60181,23133,16680
60187,23125,16680
60205,23107,16680
60211,23099,16682
60246,23063,16682
60254,23054,16682
60283,23021,16686
60303,23003,16684
60331,22970,16689
60327,22971,16691
60360,22939,16689
60357,22944,16687
60369,22931,16688
60370,22929,16689
60385,22916,16687
60382,22914,16691
60395,22903,16689
60407,22888,16690
60407,22881,16697
60411,22873,16701
60423,22858,16702
60411,22868,16704
60417,22859,16707
60423,22849,16710
60434,22831,16717
60434,22829,16719
60441,22816,16725
60442,22813,16726
60440,22810,16729
60431,22820,16728
60423,22825,16731
60435,22807,16737
60429,22811,16739
60450,22792,16737
60436,22804,16737
60447,22793,16737
60429,22803,16745
60436,22793,16747
60443,22784,16748
60442,22781,16752
60442,22779,16754
60450,22772,16753
60444,22773,16758
60455,22756,16763
60455,22754,16764
60457,22746,16768
60454,22745,16772
60460,22739,16772
60444,22753,16774
60440,22752,16779
60420,22775,16776
60427,22764,16779
60408,22779,16782
60412,22774,16783
60388,22794,16786
60408,22774,16786
60389,22790,16789
60369,22812,16786
60358,22821,16788
60344,22830,16793
60348,22825,16794
60327,22840,16800
60304,22859,16804
60284,22881,16802
60271,22891,16805
60258,22899,16809
60248,22911,16806
60215,22940,16810
60208,22942,16815
60181,22970,16812
60166,22982,16815
60151,22994,16816
60147,22994,16820
60143,22997,16821
60134,22998,16828
60100,23026,16833
60079,23045,16835
60067,23051,16841
60035,23083,16841
60017,23101,16841
59984,23129,16846
59962,23145,16852
59942,23162,16854
59919,23178,16859
59880,23216,16860
59866,23227,16863
59818,23273,16865
59809,23277,16869
59775,23306,16874
59741,23335,16879
59731,23343,16880
59686,23384,16883
59679,23385,16889
59647,23409,16895
59613,23437,16899
59577,23467,16905
59568,23474,16907
59544,23489,16916
59509,23518,16921
59479,23542,16927
59441,23572,16934
59404,23607,16936
59375,23633,16938
59330,23672,16944
59310,23686,16948
59271,23719,16954
59240,23743,16961
59215,23763,16966
59163,23810,16970
59129,23841,16973
59078,23883,16982
59055,23901,16987
58997,23951,16995
58983,23958,17001
58915,24022,17005
58879,24052,17011
58836,24092,17014
58815,24110,17016
58754,24170,17016
58705,24214,17021
58663,24247,17029
58620,24286,17033
58565,24338,17035
58523,24377,17038
58485,24414,17038
58427,24463,17047
58397,24496,17043
58334,24550,17052
58293,24585,17058
58224,24650,17061
58161,24706,17068
58109,24750,17076
58040,24814,17081
58002,24851,17082
57944,24907,17083
57872,24976,17086
57826,25011,17097
57739,25090,17105
57705,25117,17111
57629,25183,17121
57574,25228,17131
57539,25260,17134
57485,25306,17141
57418,25371,17143
57377,25405,17148
57308,25470,17152
57268,25505,17157
57213,25553,17164
57149,25606,17175
57076,25675,17179
57024,25713,17193
56968,25765,17196
56896,25830,17203
56811,25907,17209
56741,25972,17214
56667,26039,17221
56583,26116,17228
56514,26174,17239
56420,26256,17251
56348,26321,17258
56287,26376,17264
56213,26441,17273
56116,26531,17278
56055,26586,17284
55965,26671,17287
55910,26723,17289
55821,26800,17301
55743,26873,17306
55660,26945,17317
55608,26988,17326
55499,27096,17327
55431,27157,17334
55337,27247,17338
55243,27331,17348
55159,27408,17355
55088,27478,17355
54988,27572,17361
54909,27645,17367
54803,27747,17371
54715,27834,17371
54631,27907,17381
54564,27965,17390
54454,28063,17402
54395,28114,17409
54283,28222,17412
54198,28296,17423
54104,28382,17431
54037,28444,17435
53935,28537,17444
