neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58574,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58893,24488,16636
58929,24454,16633
58957,24425,16633
58983,24394,16636
59012,24366,16634
59033,24347,16632
59056,24322,16634
59095,24286,16631
59122,24259,16631
59140,24239,16633
59169,24206,16637
59179,24196,16637
59221,24156,16635
59243,24131,16638
59282,24088,16639
59307,24064,16638
59335,24034,16640
59368,24001,16640
59377,23995,16637
59421,23948,16639
59435,23933,16640
59466,23898,16642
59488,23873,16645
59505,23855,16646
59534,23827,16645
59561,23799,16646
59585,23776,16645
59603,23755,16648
59616,23740,16649
59625,23730,16650
59653,23700,16652
59681,23668,16656
59706,23639,16660
59718,23627,16659
59737,23604,16661
59779,23559,16664
59784,23556,16662
59813,23522,16665
59827,23510,16663
59857,23478,16664
59871,23460,16668
59896,23433,16670
59909,23420,16670
59928,23399,16670
59954,23372,16671
59970,23353,16674
59993,23328,16675
60011,23313,16670
60030,23296,16668
60058,23269,16667
60074,23254,16666
60087,23241,16666
60110,23217,16666
60108,23217,16668
60120,23202,16671
60122,23198,16673
60137,23182,16674
60144,23168,16681
60175,23136,16682
60182,23129,16682
60189,23122,16682
60206,23104,16682
60212,23095,16683
60248,23059,16683
60255,23051,16683
60284,23017,16687
60304,22999,16685
60332,22966,16690
60328,22968,16692
60361,22937,16690
60358,22940,16688
60369,22928,16689
60371,22925,16690
60385,22913,16686
60383,22910,16691
60394,22900,16689
60408,22884,16691
60408,22877,16698
60412,22869,16702
60424,22854,16705
60412,22864,16706
60417,22855,16709
60424,22845,16712
60433,22829,16719
60432,22828,16721
60439,22815,16727
60440,22812,16728
60440,22809,16731
60429,22819,16730
60420,22825,16733
60433,22806,16739
60426,22811,16741
60448,22791,16739
60433,22804,16741
60445,22792,16741
60426,22803,16749
60433,22793,16752
60440,22784,16754
60439,22781,16758
60437,22780,16760
60446,22772,16759
60439,22774,16764
60451,22757,16769
60453,22754,16770
60454,22748,16775
60452,22745,16779
60457,22740,16779
60442,22753,16781
60437,22753,16785
60418,22775,16782
60424,22765,16786
60406,22779,16789
60410,22774,16790
60386,22795,16792
60406,22775,16792
60387,22791,16795
60367,22813,16793
60355,22823,16794
60342,22831,16799
60345,22827,16800
60324,22842,16806
60300,22862,16810
60281,22883,16808
60266,22895,16811
60255,22902,16815
60243,22916,16812
60212,22943,16816
60203,22947,16820
60176,22975,16819
60163,22985,16822
60148,22997,16823
60145,22996,16827
60141,22999,16828
60133,23000,16835
60101,23027,16839
60080,23045,16842
60067,23052,16848
60034,23085,16848
60017,23102,16848
59985,23129,16853
59963,23145,16859
59942,23162,16862
59919,23179,16866
59877,23218,16867
59862,23230,16870
59816,23274,16872
59805,23280,16876
59773,23307,16881
59735,23340,16886
59726,23348,16887
59683,23388,16890
59674,23391,16896
59645,23413,16902
59613,23441,16906
59576,23471,16911
59568,23477,16913
59542,23493,16922
59510,23520,16927
59477,23546,16934
59442,23575,16940
59405,23610,16942
59377,23634,16944
59331,23674,16950
59313,23688,16954
59275,23720,16960
59244,23744,16967
59220,23763,16972
59168,23811,16976
59132,23843,16979
59083,23883,16987
59058,23903,16992
59000,23953,17000
58986,23961,17006
58918,24025,17010
58880,24057,17016
58840,24094,17018
58816,24115,17021
58755,24175,17022
58707,24218,17027
58663,24254,17035
58625,24288,17039
58565,24346,17041
58524,24384,17044
58491,24417,17044
58429,24469,17052
58397,24504,17049
58339,24553,17058
58292,24594,17063
58228,24654,17067
58163,24711,17075
58113,24753,17083
58043,24819,17087
58005,24856,17088
57945,24915,17089
57874,24983,17092
57829,25017,17103
57742,25096,17111
57705,25127,17117
57628,25193,17127
57572,25238,17137
57538,25269,17140
57485,25314,17147
57417,25379,17149
57377,25413,17155
57306,25480,17159
57265,25515,17165
57214,25559,17172
57150,25612,17183
57075,25683,17187
57025,25719,17201
56968,25773,17204
56898,25836,17211
56814,25913,17217
56739,25984,17221
56667,26049,17228
56584,26125,17235
56511,26187,17246
56421,26265,17258
56346,26333,17265
56285,26388,17271
56212,26452,17280
56114,26544,17286
56055,26597,17292
55964,26684,17295
55910,26734,17298
55822,26810,17310
55738,26888,17316
55658,26957,17327
55605,27001,17335
55495,27110,17336
55432,27166,17343
55336,27258,17347
55242,27343,17356
55163,27415,17363
55088,27490,17363
54988,27583,17370
54910,27655,17376
54804,27757,17380
54713,27847,17380
54633,27918,17389
54564,27978,17398
54454,28076,17410
54397,28126,17417
54285,28235,17420
54202,28307,17431
54107,28394,17439
54038,28458,17443
53938,28549,17452
