Smokes,Does not smoke
19474,80547
20242,79779
20617,79401
20123,79895
20429,79589
20034,79984
20326,79692
19973,80044
20221,79796
19830,80187
20074,79943
19740,80277
20042,79973
19697,80318
20060,79955
19690,80325
20011,80004
19649,80365
19992,80022
19639,80375
19940,80074
19587,80427
19871,80143
19514,80500
19826,80188
19485,80529
19839,80174
19492,80521
19821,80190
19473,80538
19793,80218
19432,80579
19730,80278
19402,80606
19719,80289
19388,80620
19691,80317
19380,80628
19716,80292
19401,80606
19717,80290
19376,80630
19682,80324
19346,80660
19653,80353
19332,80674
19635,80368
19323,80680
19631,80370
19323,80676
19629,80370
19323,80676
19629,80370
19322,80675
19629,80368
19322,80675
19629,80368
19322,80675
19629,80368
19322,80673
19629,80366
19322,80673
19629,80366
19322,80673
19629,80366
19321,80673
19627,80367
19319,80675
19627,80367
19319,80675
19627,80367
19319,80675
19627,80367
19319,80674
19626,80365
19318,80672
19625,80364
19318,80671
19625,80364
19318,80671
19624,80364
19318,80670
19624,80363
19318,80669
19624,80363
19318,80669
19630,80356
19323,80662
19638,80347
19328,80656
19638,80346
19328,80655
19637,80346
19328,80654
19631,80350
19331,80650
19633,80348
19331,80648
19633,80346
19331,80647
19633,80345
19331,80647
19632,80345
19331,80646
19632,80345
19331,80646
19632,80345
19331,80646
19632,80344
19331,80645
19631,80344
19331,80644
19631,80344
19331,80644
19631,80344
19331,80644
19630,80344
19331,80642
19630,80343
19331,80642
19630,80343
19331,80641
19630,80342
19331,80640
19630,80341
19331,80639
19630,80340
19331,80639
19630,80340
19330,80639
19629,80340
19330,80639
19629,80340
19330,80638
19629,80338
19330,80637
19628,80338
19330,80636
19628,80338
19330,80636
19627,80338
19331,80633
19635,80329
19336,80628
19637,80326
19334,80628
19638,80323
19335,80626
19642,80319
19347,80613
19645,80315
19356,80604
19647,80312
19361,80598
19661,80298
19366,80593
19669,80290
19375,80584
19680,80279
19394,80564
19698,80259
19407,80550
19710,80247
19413,80544
19717,80240
19418,80537
19727,80228
19441,80513
19768,80186
19478,80476
19790,80164
19492,80460
19815,80137
19505,80446
19818,80133
19510,80441
19818,80133
19510,80441
19818,80133
19510,80441
19818,80132
19509,80441
19818,80132
19509,80440
19818,80131
19508,80440
19818,80130
19508,80440
19817,80130
19508,80439
19817,80130
19508,80439
19817,80130
19508,80437
19819,80126
19508,80437
19819,80125
19508,80435
19819,80124
19508,80435
19819,80123
19508,80434
19819,80123
19508,80434
19819,80123
19507,80433
19818,80122
19507,80432
19818,80121
19507,80431
19818,80120
19507,80431
19817,80120
19502,80434
19811,80125
19494,80442
19801,80135
19475,80460
19785,80150
19463,80472
19779,80156
19457,80478
19772,80163
19453,80481
19762,80172
19426,80508
19713,80220
19392,80541
19694,80239
19385,80548
19685,80247
19382,80550
19685,80247
19382,80550
19685,80247
19382,80549
19685,80245
19381,80549
19685,80245
19381,80549
19685,80245
19381,80549
19685,80245
19381,80549
19685,80245
19381,80549
19685,80245
19381,80549
19685,80245
19381,80548
19692,80236
19392,80536
19703,80225
19404,80524
19719,80209
19416,80512
19725,80202
19415,80511
19724,80202
