POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
398,125,115,67,4,5,99309
399,129,113,69,3,6,99304
392,134,114,69,3,6,99305
385,137,112,71,4,6,99308
384,135,114,70,4,6,99310
381,134,114,68,6,7,99313
368,139,116,67,5,9,99319
363,139,117,66,7,9,99322
360,141,117,67,7,9,99322
355,144,118,66,8,9,99323
353,145,117,66,8,9,99325
352,149,116,66,9,9,99322
347,149,114,69,6,12,99326
343,151,114,65,9,12,99329
343,150,114,65,8,14,99329
342,149,114,66,7,15,99330
336,151,114,64,10,15,99333
327,155,116,63,11,15,99336
322,156,115,62,12,15,99341
324,157,114,61,11,16,99340
318,155,116,60,12,16,99346
315,157,114,59,11,18,99349
305,162,114,59,8,21,99354
303,162,114,59,7,22,99356
301,161,114,59,7,22,99359
296,163,112,60,5,24,99363
293,161,113,60,5,24,99367
289,158,113,59,4,26,99374
284,160,112,61,4,26,99376
287,158,113,60,6,27,99372
289,159,113,60,6,27,99369
287,157,112,60,7,27,99373
289,156,112,60,6,28,99372
289,154,111,60,7,28,99374
285,153,111,60,6,29,99379
277,159,110,60,5,30,99382
277,158,109,59,4,32,99384
277,159,108,59,3,33,99384
269,159,106,60,3,33,99393
262,162,105,60,3,34,99397
255,163,106,59,4,34,99402
252,158,109,58,4,35,99407
250,161,107,58,3,36,99408
250,160,109,58,3,36,99407
247,163,108,58,3,36,99408
236,172,106,58,4,37,99410
238,172,105,59,3,38,99408
235,172,105,61,3,38,99409
235,169,106,61,3,38,99411
232,167,106,60,3,39,99416
234,164,104,63,4,39,99415
232,164,103,65,4,39,99416
232,162,105,65,4,39,99416
230,163,105,63,4,40,99418
225,162,104,64,4,40,99424
223,160,103,63,5,40,99429
222,161,102,63,5,40,99430
220,164,102,62,3,42,99430
219,163,102,63,3,42,99431
216,163,101,64,3,42,99434
214,164,99,65,5,42,99434
212,162,96,64,7,43,99439
210,161,93,65,8,43,99443
212,156,91,64,7,44,99449
210,153,91,63,8,44,99454
206,153,90,63,8,45,99458
207,153,89,62,9,45,99458
206,152,91,60,10,45,99459
202,147,90,59,10,46,99469
202,144,89,60,10,46,99472
201,142,91,59,6,50,99474
198,141,87,60,6,50,99481
194,140,89,59,6,50,99485
191,138,90,59,5,51,99489
189,138,88,61,4,53,99490
187,140,88,62,4,53,99489
191,135,88,63,5,53,99488
191,134,87,63,5,53,99490
191,131,86,63,4,55,99493
190,127,89,63,4,55,99495
190,124,92,62,4,55,99496
191,118,91,61,5,55,99502
195,119,90,61,5,56,99497
199,118,89,63,3,58,99493
197,115,91,63,3,58,99496
200,112,94,61,3,59,99494
202,111,96,61,3,59,99491
201,111,95,61,3,59,99493
203,108,97,60,2,61,99492
200,109,95,61,2,61,99495
199,108,96,61,1,62,99496
196,108,96,61,1,62,99499
197,105,96,61,1,62,99501
196,106,96,61,1,62,99501
196,103,94,61,1,62,99506
194,100,97,59,2,62,99509
194,100,97,58,3,62,99509
192,100,98,58,2,63,99510
194,95,101,58,1,64,99510
198,94,99,58,1,64,99509
198,92,100,56,2,64,99511
192,95,100,56,2,64,99514
192,92,100,56,3,64,99516
193,92,100,56,3,64,99515
200,92,97,57,2,65,99510
199,94,95,58,2,65,99510
198,94,96,58,2,65,99510
193,93,97,60,2,65,99513
194,90,100,60,2,65,99512
195,90,100,61,2,65,99510
195,90,101,58,4,65,99510
200,90,101,58,3,66,99505
205,88,101,56,5,67,99501
206,87,102,56,5,67,99500
207,87,101,58,5,67,99498
205,87,101,58,5,67,99500
200,89,101,57,5,68,99503
202,87,101,57,1,72,99503
201,86,99,57,1,72,99507
200,88,99,57,1,72,99506
206,89,97,58,2,72,99499
204,87,99,56,3,72,99502
207,87,99,55,4,72,99499
209,82,99,58,4,72,99499
210,82,98,59,4,72,99498
208,83,96,60,3,73,99500
209,83,96,60,3,73,99499
209,83,94,62,3,73,99499
210,78,95,60,4,74,99502
