neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16636
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58892,24488,16635
58928,24454,16633
58957,24425,16633
58984,24395,16636
59013,24367,16633
59034,24348,16631
59057,24323,16633
59095,24287,16630
59122,24260,16630
59140,24240,16632
59169,24207,16636
59179,24197,16636
59221,24157,16634
59242,24132,16637
59282,24091,16638
59307,24067,16637
59335,24035,16638
59368,24002,16638
59377,23996,16635
59422,23948,16636
59436,23933,16637
59468,23898,16640
59488,23873,16643
59505,23855,16644
59534,23827,16643
59561,23799,16644
59584,23776,16643
59602,23755,16646
59615,23740,16647
59624,23730,16648
59652,23700,16650
59680,23668,16654
59705,23639,16658
59718,23627,16657
59739,23604,16659
59778,23559,16662
59782,23556,16660
59811,23524,16663
59825,23512,16661
59855,23478,16662
59869,23460,16666
59894,23433,16668
59907,23420,16668
59927,23400,16668
59952,23373,16669
59968,23354,16672
59991,23329,16673
60009,23316,16667
60028,23299,16665
60056,23271,16664
60072,23256,16663
60084,23243,16663
60108,23219,16663
60106,23219,16665
60118,23204,16668
60120,23200,16670
60135,23184,16671
60142,23170,16678
60173,23137,16679
60180,23130,16679
60187,23123,16679
60204,23105,16679
60210,23097,16681
60246,23061,16681
60253,23053,16680
60282,23020,16684
60302,23002,16682
60330,22968,16687
60326,22970,16689
60359,22939,16687
60357,22943,16685
60368,22931,16686
60370,22928,16687
60383,22916,16685
60381,22913,16689
60393,22902,16687
60406,22887,16689
60406,22880,16696
60410,22872,16700
60422,22857,16703
60410,22867,16705
60415,22858,16707
60422,22848,16710
60433,22830,16717
60432,22829,16718
60439,22816,16724
60440,22814,16725
60439,22810,16728
60430,22820,16727
60421,22826,16730
60434,22807,16736
60427,22812,16738
60450,22791,16736
60434,22805,16737
60446,22793,16737
60427,22804,16745
60435,22793,16748
60440,22786,16750
60441,22781,16753
60438,22782,16755
60448,22773,16754
60442,22774,16759
60453,22758,16764
60454,22755,16765
60454,22750,16770
60453,22746,16773
60458,22741,16773
60443,22754,16775
60438,22754,16780
60419,22776,16777
60425,22766,16781
60407,22780,16784
60411,22775,16785
60387,22796,16788
60407,22776,16788
60388,22792,16791
60368,22814,16788
60354,22826,16790
60344,22831,16795
60348,22826,16796
60327,22840,16802
60302,22861,16806
60282,22882,16804
60269,22892,16807
60256,22901,16811
60244,22915,16808
60212,22943,16812
60204,22946,16816
60176,22975,16815
60162,22984,16817
60145,22998,16819
60142,22997,16823
60137,23000,16823
60130,23000,16830
60097,23027,16835
60078,23044,16837
60064,23052,16843
60031,23085,16843
60014,23102,16843
59982,23129,16847
59960,23145,16853
59939,23162,16856
59917,23178,16861
59877,23217,16862
59861,23229,16864
59815,23273,16866
59804,23279,16870
59773,23305,16875
59736,23337,16880
59724,23348,16881
59683,23385,16884
59672,23390,16889
59644,23412,16895
59611,23441,16899
59572,23472,16905
59565,23477,16907
59539,23494,16916
59507,23521,16921
59475,23546,16927
59437,23576,16933
59399,23612,16935
59370,23638,16937
59325,23677,16943
59306,23691,16947
59267,23724,16953
59238,23745,16960
59212,23766,16965
59160,23813,16969
59127,23842,16973
59077,23884,16980
59053,23903,16985
58995,23952,16993
58980,23961,16999
58914,24023,17003
58878,24053,17009
58833,24096,17011
58813,24113,17014
58753,24172,17015
58700,24220,17020
58660,24252,17028
58618,24290,17032
58560,24345,17034
58521,24381,17037
58482,24419,17037
58423,24469,17045
58391,24504,17042
58333,24552,17051
58286,24593,17057
58220,24655,17061
58160,24707,17069
58105,24754,17076
58038,24817,17080
57998,24856,17080
57938,24915,17081
57867,24983,17084
57822,25015,17095
57736,25093,17103
57696,25126,17109
57622,25190,17119
57564,25237,17129
57532,25265,17132
57478,25312,17139
57411,25376,17141
57374,25407,17147
57301,25476,17151
57264,25507,17156
57209,25555,17163
57146,25607,17174
57073,25676,17178
57021,25714,17192
56962,25770,17195
56891,25834,17202
56809,25909,17208
56738,25975,17213
56662,26044,17220
56582,26117,17226
56505,26183,17237
56414,26261,17249
56340,26328,17256
56279,26382,17262
56208,26444,17271
56107,26539,17277
56049,26591,17283
55958,26679,17285
55905,26728,17288
55818,26803,17300
55731,26884,17306
55653,26950,17317
55603,26992,17325
55492,27101,17326
55427,27159,17333
55331,27251,17337
55236,27337,17346
55160,27406,17353
55083,27483,17353
54982,27578,17359
54906,27649,17364
54799,27751,17368
54706,27844,17368
54628,27912,17378
54560,27971,17387
54449,28070,17399
54389,28121,17406
54281,28226,17409
54198,28298,17420
54101,28387,17428
54036,28447,17433
53935,28539,17441
