POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,124,116,66,6,3,99302
402,126,115,66,4,5,99305
399,125,115,67,4,5,99308
389,133,113,70,3,6,99309
382,138,110,71,4,6,99312
382,138,110,71,4,6,99312
382,138,112,69,5,8,99309
373,142,112,67,6,8,99315
368,144,113,66,7,9,99316
362,145,112,67,7,9,99321
359,149,112,66,8,9,99320
356,150,112,66,8,9,99322
351,154,112,66,8,10,99322
351,154,112,67,8,10,99321
357,155,110,67,8,12,99314
354,155,110,66,7,14,99317
347,157,110,64,8,15,99322
336,162,111,62,10,15,99327
335,161,112,62,10,15,99328
332,164,111,60,10,16,99330
330,165,111,58,10,16,99333
328,163,112,55,11,16,99338
316,168,113,57,11,16,99342
312,171,113,57,9,18,99343
311,171,113,57,7,20,99344
310,168,115,57,6,21,99346
308,168,114,57,5,22,99349
304,164,115,56,6,23,99355
297,166,116,56,5,24,99359
296,167,115,58,4,25,99358
293,167,117,57,5,25,99359
293,169,114,56,7,25,99359
296,167,113,55,7,26,99359
297,167,112,54,8,26,99359
295,168,113,54,8,26,99359
296,168,111,56,8,26,99358
290,172,110,56,6,28,99361
287,171,111,56,4,30,99364
288,168,112,57,3,31,99364
281,167,113,57,3,31,99371
276,171,112,56,3,33,99372
278,166,115,56,3,33,99372
278,167,114,55,4,33,99372
272,169,114,54,3,34,99377
274,171,114,54,3,34,99373
271,172,115,54,3,34,99374
264,172,114,52,4,35,99382
264,173,113,53,3,36,99381
261,170,114,55,3,36,99384
258,173,113,55,3,36,99385
255,174,111,54,3,37,99389
258,174,110,56,3,37,99385
256,172,111,56,3,38,99387
258,170,106,58,3,38,99390
254,169,107,58,3,38,99394
252,166,108,57,5,38,99397
251,166,108,56,5,38,99399
249,167,108,55,5,38,99401
249,163,109,55,3,39,99405
247,158,110,57,2,40,99409
246,157,109,58,3,40,99410
243,154,109,58,5,40,99414
243,154,106,60,5,41,99414
240,154,103,61,7,41,99417
241,154,102,61,7,41,99417
233,159,102,61,7,41,99420
234,158,103,61,7,41,99419
235,154,104,61,7,41,99421
236,150,106,59,8,42,99422
237,149,105,60,7,43,99422
231,149,106,61,5,45,99426
230,145,109,61,4,46,99428
228,143,111,60,5,46,99430
224,139,113,60,5,46,99436
221,141,113,60,5,46,99437
218,144,110,60,7,46,99438
211,146,109,61,6,47,99443
214,143,108,65,6,47,99440
212,142,107,63,7,48,99444
211,140,108,63,6,49,99446
209,140,109,62,7,49,99447
209,137,111,62,6,50,99448
206,138,108,62,5,52,99452
210,138,107,63,3,54,99448
213,137,107,64,1,56,99445
212,138,106,64,2,56,99445
216,132,110,64,1,57,99443
215,130,112,64,1,57,99444
213,131,112,64,1,57,99445
216,127,113,65,2,57,99443
212,129,111,65,2,57,99447
208,126,112,65,1,58,99453
206,125,113,64,2,58,99455
206,125,112,64,2,58,99456
206,125,111,64,2,58,99457
208,121,109,63,3,58,99461
205,121,113,62,4,58,99460
203,119,112,60,5,58,99466
202,119,112,61,4,59,99466
203,117,114,61,4,60,99464
203,117,115,59,4,60,99465
203,118,115,60,4,60,99463
201,119,114,60,5,60,99464
197,119,115,57,6,61,99468
198,119,115,57,4,62,99468
203,115,115,57,4,62,99467
205,117,113,59,4,62,99463
205,115,116,58,3,63,99463
203,113,117,57,2,64,99467
202,112,116,58,2,64,99469
204,113,115,57,3,64,99467
207,112,117,55,4,65,99463
208,112,117,54,5,65,99462
212,108,117,55,4,66,99461
216,107,117,55,4,66,99458
218,107,118,54,5,66,99455
216,108,118,54,4,67,99456
211,109,118,53,3,69,99460
213,107,118,53,3,69,99460
213,105,118,53,3,69,99462
214,106,117,53,3,69,99461
218,105,115,52,4,70,99459
215,102,116,52,4,70,99464
218,102,116,51,5,70,99461
222,100,117,52,5,70,99457
223,102,115,53,5,70,99455
223,102,113,56,3,72,99454
223,102,113,56,3,72,99454
226,101,108,58,3,72,99455
226,103,107,57,4,72,99454
