POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
407,124,116,66,6,3,99301
399,125,114,68,4,5,99308
398,126,113,69,4,5,99308
393,130,113,70,3,6,99308
386,136,112,72,3,6,99308
380,137,113,72,4,6,99311
381,137,112,70,5,7,99311
375,138,113,70,5,8,99314
367,140,114,67,7,9,99319
364,141,113,68,7,9,99321
363,141,112,68,7,9,99323
356,144,112,67,8,9,99327
350,145,113,66,8,10,99331
349,144,110,67,8,10,99335
346,145,110,65,7,12,99338
340,143,107,68,7,12,99346
328,150,103,65,8,14,99355
318,158,103,65,7,15,99357
318,157,105,63,9,15,99356
312,156,105,59,11,15,99365
308,159,105,58,11,16,99366
309,157,106,58,11,16,99366
300,165,104,57,11,16,99370
295,168,102,59,10,17,99372
294,167,102,57,7,20,99376
292,165,103,57,4,23,99379
290,162,105,57,4,23,99382
282,162,108,56,4,23,99388
279,159,110,54,5,24,99392
279,161,108,55,4,25,99391
278,163,107,56,4,25,99390
284,161,108,56,5,25,99384
286,160,106,54,5,26,99386
285,163,100,53,5,26,99391
284,162,98,55,5,26,99393
280,159,101,54,4,27,99398
278,162,98,55,3,28,99399
276,162,99,55,2,29,99400
271,161,97,55,3,29,99407
267,160,98,54,4,29,99411
262,163,96,54,4,29,99415
264,162,96,53,4,30,99414
264,164,95,51,4,31,99414
264,164,94,51,4,31,99415
258,166,95,50,4,31,99419
255,169,92,50,4,32,99421
253,169,93,50,4,32,99422
251,167,94,49,3,33,99426
248,163,94,50,3,33,99432
246,162,95,51,2,34,99433
242,166,94,49,2,35,99435
243,165,93,51,2,35,99434
244,163,94,51,1,36,99434
246,161,90,49,3,36,99438
246,159,89,50,3,36,99440
238,158,89,51,3,36,99448
238,154,87,50,3,36,99455
235,155,87,51,3,36,99456
235,151,89,52,2,37,99457
234,151,88,53,2,37,99458
236,150,87,53,3,37,99457
233,145,88,53,3,38,99463
230,143,86,54,4,38,99468
231,142,85,54,4,38,99469
232,138,84,53,5,38,99473
228,140,82,52,5,38,99478
222,137,84,49,7,38,99486
221,136,85,47,9,38,99487
221,135,87,47,8,39,99486
221,131,87,47,7,40,99490
219,129,85,47,4,43,99496
221,125,86,48,3,44,99496
220,124,87,47,3,44,99498
217,124,87,46,2,45,99502
214,126,87,46,2,45,99503
210,131,85,42,5,45,99505
205,133,84,42,4,46,99509
208,130,87,43,4,46,99505
205,130,85,44,4,46,99509
205,125,88,43,5,47,99510
205,123,88,43,5,47,99512
206,120,86,42,6,47,99516
202,123,85,43,5,48,99517
204,120,84,43,4,50,99518
208,116,86,41,3,52,99517
209,116,87,41,2,53,99515
212,114,86,43,2,53,99513
211,115,86,42,3,53,99513
212,113,87,43,2,54,99512
213,112,87,42,1,55,99513
211,108,91,42,1,55,99515
210,103,94,42,1,55,99518
209,104,94,42,1,55,99518
209,103,95,42,1,55,99518
212,98,91,42,0,56,99524
211,96,93,42,0,56,99525
208,97,92,42,0,56,99528
207,96,92,40,0,56,99532
204,97,91,41,0,56,99534
204,98,91,40,2,56,99532
204,97,90,41,2,56,99533
202,98,90,41,2,56,99534
201,95,93,41,2,56,99535
194,93,94,39,3,56,99544
195,90,93,40,3,56,99546
203,87,92,40,2,57,99542
201,88,90,40,2,57,99545
201,88,91,39,2,57,99545
199,91,90,39,2,57,99545
200,91,90,39,2,57,99544
200,91,89,38,4,57,99544
203,89,89,37,5,58,99542
204,89,88,36,6,58,99542
204,90,86,38,6,58,99541
207,89,86,36,5,59,99541
208,87,84,37,5,60,99542
210,86,84,36,6,60,99541
209,87,84,36,4,62,99541
207,89,82,36,3,63,99543
209,88,83,35,3,63,99542
212,86,83,35,2,64,99541
216,86,83,35,2,64,99537
216,84,84,35,2,64,99538
218,82,84,35,2,64,99538
222,82,84,33,2,65,99535
222,81,84,33,2,65,99536
222,82,81,35,2,65,99536
224,83,81,35,2,65,99533
226,81,81,35,3,65,99532
226,84,81,34,4,65,99529
