POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
408,125,114,67,6,3,99300
405,126,113,68,4,5,99302
401,128,112,69,4,5,99304
393,134,112,70,3,6,99305
387,136,110,72,4,6,99308
386,136,110,71,4,6,99310
385,132,111,69,6,7,99313
375,138,113,68,5,9,99315
368,141,112,68,6,9,99319
365,139,113,68,7,9,99322
357,145,112,67,8,9,99325
357,144,113,67,8,9,99325
349,146,112,67,8,10,99331
346,147,110,67,7,11,99335
346,149,108,68,7,12,99333
343,151,108,65,7,13,99336
334,151,108,64,7,14,99345
316,153,109,62,10,14,99359
311,154,110,61,11,14,99362
306,154,110,60,12,14,99367
307,154,112,60,11,15,99364
305,153,112,58,13,15,99367
301,151,113,58,13,15,99372
293,157,111,60,10,18,99374
286,159,110,59,7,21,99381
283,161,110,59,7,21,99382
282,160,108,59,6,22,99386
275,156,111,58,6,23,99394
272,157,110,58,6,23,99397
268,159,109,59,5,25,99398
264,157,108,59,7,25,99403
264,157,107,59,7,25,99404
266,157,106,59,7,26,99402
268,157,105,59,7,26,99401
268,159,103,61,7,26,99399
265,161,103,61,7,26,99400
260,161,104,61,5,28,99404
256,164,104,60,6,28,99405
254,167,103,61,4,30,99404
250,165,102,63,4,30,99409
246,165,99,62,3,32,99416
243,167,100,61,3,32,99417
240,165,101,59,4,32,99422
235,169,101,58,3,33,99424
233,167,101,58,3,33,99428
228,170,102,58,3,33,99429
220,174,101,56,4,34,99434
221,173,99,57,3,35,99435
216,170,97,59,3,35,99443
215,168,98,57,2,36,99447
213,166,97,57,3,36,99451
216,163,97,59,3,36,99449
214,162,96,59,3,37,99452
214,160,95,59,3,37,99455
210,154,98,59,4,37,99461
207,151,98,58,5,37,99467
202,147,98,59,5,37,99475
200,148,96,59,5,37,99478
197,150,96,59,3,39,99479
197,147,95,57,3,39,99485
198,144,93,57,3,39,99489
194,140,90,57,5,40,99497
193,138,87,58,7,40,99500
190,138,86,59,7,40,99503
185,135,87,57,7,41,99511
181,135,88,56,7,41,99515
180,127,88,55,7,41,99525
180,126,88,52,7,42,99528
179,122,91,51,7,43,99530
180,120,91,50,8,43,99531
172,121,90,50,5,46,99539
175,118,92,49,6,46,99537
175,113,93,50,6,46,99540
174,111,91,49,5,47,99546
164,111,89,49,6,47,99557
162,110,90,48,7,47,99559
163,108,87,52,5,49,99559
165,108,87,51,4,50,99558
162,107,86,52,5,50,99561
162,102,87,53,4,51,99564
163,102,86,51,6,51,99564
160,101,86,51,7,51,99567
157,101,86,51,7,51,99570
157,102,86,51,3,54,99570
160,99,86,52,4,54,99568
163,95,88,52,2,56,99567
162,95,86,54,1,57,99568
162,89,87,54,1,57,99573
164,88,88,54,1,57,99571
163,82,90,54,1,58,99575
164,79,92,53,1,58,99576
163,77,92,54,1,58,99578
160,74,91,54,1,58,99585
157,76,91,53,1,58,99587
157,72,90,52,1,58,99593
157,69,89,51,2,58,99597
157,67,90,49,3,58,99599
155,62,91,50,2,59,99604
153,61,91,49,2,60,99607
154,60,89,49,2,60,99609
155,61,87,49,1,61,99609
156,61,86,48,1,61,99610
153,62,85,47,2,61,99613
149,62,84,47,3,61,99617
148,59,85,46,3,62,99620
156,57,79,47,3,62,99619
157,56,78,47,2,63,99620
154,55,76,48,2,63,99625
153,54,78,48,2,63,99625
154,53,75,48,2,63,99628
156,54,73,47,3,63,99627
154,51,75,45,4,63,99631
159,50,72,44,4,64,99630
162,50,70,45,2,66,99628
166,48,70,46,2,66,99625
166,46,68,46,2,66,99629
163,46,68,44,4,66,99632
162,47,68,44,3,67,99632
161,45,66,43,3,67,99638
159,44,66,43,2,68,99641
160,46,65,42,3,68,99639
164,45,63,43,3,68,99637
163,45,63,43,3,68,99638
167,44,64,42,4,68,99634
168,45,63,41,5,68,99633
167,45,63,42,5,68,99633
171,45,63,42,4,69,99629
175,45,62,42,4,69,99626
177,44,60,42,4,69,99627
174,44,57,44,3,70,99631
