POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
412,122,115,66,7,2,99299
397,123,114,68,4,5,99312
397,122,114,68,4,5,99313
387,130,113,71,3,6,99313
383,133,113,70,4,6,99314
378,135,112,72,4,6,99316
371,138,113,71,5,8,99317
363,140,112,68,7,8,99325
363,139,114,67,7,9,99324
358,141,113,69,7,9,99326
357,143,112,69,7,9,99326
353,145,112,68,7,9,99329
345,146,111,68,7,10,99336
345,145,111,69,7,10,99336
347,145,110,69,6,12,99334
344,142,108,70,5,14,99340
339,146,108,70,6,14,99340
326,152,109,67,9,14,99346
319,152,109,66,10,14,99353
318,155,107,63,12,14,99354
316,155,107,63,10,15,99357
314,150,108,61,12,15,99363
309,151,109,62,12,15,99365
301,158,108,63,7,19,99367
301,157,109,63,5,21,99367
300,158,108,63,5,21,99368
299,159,106,62,3,23,99371
297,156,108,60,4,23,99375
289,157,107,61,4,23,99382
286,157,105,61,3,24,99387
287,154,107,60,3,24,99388
288,156,105,55,6,24,99389
289,157,104,56,6,24,99387
289,155,103,54,8,24,99390
294,153,103,53,8,24,99388
293,152,101,55,8,24,99390
291,150,103,54,7,25,99393
290,150,101,53,6,27,99396
290,151,99,54,5,28,99396
284,151,98,56,5,28,99401
281,154,95,56,4,29,99404
273,158,95,56,3,30,99408
274,155,95,53,5,30,99411
272,158,96,52,3,32,99410
270,160,96,52,3,32,99410
264,161,95,53,2,33,99415
260,163,95,52,3,33,99417
261,161,96,52,4,33,99416
259,162,95,53,4,33,99417
255,159,95,53,3,34,99424
255,158,96,52,4,34,99424
254,158,93,55,4,34,99425
254,153,94,56,4,34,99428
253,154,92,56,4,34,99430
249,151,90,56,4,35,99438
246,152,91,55,4,36,99439
247,151,89,55,4,36,99441
244,147,90,55,4,36,99447
241,144,93,54,4,36,99451
239,147,89,56,4,36,99452
236,148,87,57,5,36,99454
235,150,85,57,7,37,99452
233,151,85,56,8,37,99453
230,153,85,54,10,37,99454
229,153,84,54,10,37,99456
226,152,81,48,11,38,99467
226,148,81,48,8,41,99471
227,148,80,47,9,41,99471
224,148,84,46,9,41,99471
223,144,85,47,8,42,99474
221,142,85,45,9,42,99479
223,141,84,46,7,43,99479
220,136,86,46,5,44,99486
220,133,89,46,4,45,99486
214,138,86,47,4,46,99488
212,140,84,46,5,46,99490
207,136,87,46,6,46,99495
206,136,86,46,8,46,99495
203,137,86,46,8,46,99497
204,132,87,46,7,47,99500
204,133,87,46,7,47,99499
206,130,90,46,7,47,99497
209,126,91,47,4,50,99496
211,123,92,46,4,50,99497
211,122,95,46,4,50,99495
212,123,94,43,4,51,99496
213,122,94,42,4,52,99496
214,118,92,43,4,52,99500
215,117,92,42,4,52,99501
216,116,92,42,4,52,99501
210,115,92,44,3,53,99506
208,112,94,43,3,53,99510
207,110,94,40,3,54,99515
207,109,96,40,3,54,99514
206,108,96,40,3,54,99516
206,107,95,40,3,54,99518
203,110,96,39,3,54,99518
205,110,95,40,3,54,99516
200,110,96,39,3,54,99521
199,107,98,39,3,54,99523
196,104,100,39,3,54,99527
192,109,98,40,3,54,99527
195,107,98,40,3,54,99526
193,110,98,40,3,54,99525
193,109,99,38,4,54,99526
198,107,100,37,5,54,99522
195,106,101,36,5,54,99526
199,102,103,36,3,56,99524
196,104,101,38,3,56,99525
191,102,102,39,3,56,99530
192,99,105,39,3,56,99529
191,100,106,39,3,56,99528
198,100,105,38,4,57,99521
202,100,106,38,4,57,99516
202,99,107,38,4,57,99516
201,97,106,38,6,57,99518
201,95,108,38,6,57,99518
201,92,108,38,5,58,99521
201,92,107,37,5,59,99522
202,91,107,36,6,59,99522
202,91,107,36,4,61,99522
205,92,107,36,4,61,99518
205,93,103,37,4,61,99520
207,92,99,37,4,61,99523
210,92,98,36,3,63,99521
212,92,98,36,3,63,99519
215,91,98,36,3,63,99517
217,91,98,36,3,63,99515
215,91,97,38,3,63,99516
217,92,97,37,4,63,99513
