POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
399,125,115,67,4,5,99308
401,126,115,67,4,5,99305
394,129,114,69,3,6,99308
387,136,112,71,4,6,99307
384,134,115,71,4,6,99309
383,134,114,69,6,7,99310
376,135,114,70,5,8,99315
366,137,116,68,7,9,99320
359,138,116,69,7,9,99325
357,140,116,69,7,9,99325
357,143,116,68,8,9,99322
350,144,115,67,8,10,99329
347,145,115,67,7,11,99331
347,147,113,67,7,12,99330
344,146,113,66,7,13,99334
333,147,113,67,6,15,99342
324,151,112,64,10,15,99347
320,152,112,64,10,15,99350
316,155,111,61,12,15,99353
313,156,111,61,11,16,99355
309,154,113,59,12,16,99360
298,161,112,60,12,16,99364
294,162,111,61,7,21,99367
291,162,111,61,6,22,99370
286,163,113,61,6,22,99372
284,162,113,61,5,23,99375
276,162,113,59,6,23,99384
269,162,115,58,6,24,99389
269,161,115,59,5,26,99388
266,161,114,59,5,26,99392
269,163,114,57,7,26,99387
268,163,111,56,6,27,99392
268,164,111,56,6,27,99391
267,166,109,58,6,27,99390
266,165,110,58,5,28,99391
264,168,108,58,5,28,99392
258,168,110,56,5,29,99397
257,170,110,56,5,29,99396
255,166,110,57,5,30,99400
249,168,109,56,4,31,99406
246,168,110,56,4,32,99407
244,167,110,55,5,32,99410
242,166,110,55,4,33,99413
240,168,110,55,3,34,99413
237,170,110,55,3,34,99414
231,171,108,54,4,35,99420
236,165,110,56,3,36,99417
233,166,109,58,3,36,99418
229,163,110,58,2,37,99424
230,160,109,59,2,37,99426
229,157,108,57,4,37,99431
228,153,106,59,4,37,99436
223,153,106,60,3,38,99440
223,149,106,60,4,38,99443
219,150,108,58,5,38,99445
216,147,107,57,5,38,99453
214,147,105,57,4,39,99457
214,145,103,58,3,40,99460
214,139,107,58,3,40,99462
214,138,105,58,5,40,99463
214,139,103,58,7,40,99462
210,138,97,62,7,41,99468
209,137,96,61,6,42,99472
209,133,97,60,7,42,99475
204,131,94,59,7,42,99486
202,128,94,58,7,43,99491
202,128,95,58,6,44,99490
205,124,100,58,6,44,99486
204,125,101,57,7,44,99485
199,125,102,56,7,44,99490
202,124,101,57,5,46,99488
200,122,102,58,4,47,99490
194,120,99,59,5,47,99499
186,125,99,58,5,48,99502
185,123,98,57,4,49,99507
184,124,94,57,5,49,99510
182,123,94,56,6,49,99513
181,123,94,57,6,49,99513
184,122,93,58,6,49,99511
183,123,93,57,4,51,99512
181,121,95,58,4,51,99513
181,121,94,58,4,51,99514
183,118,94,59,2,52,99515
184,117,94,61,2,52,99513
187,118,95,61,1,53,99508
188,115,97,60,1,54,99508
189,113,97,61,1,54,99508
188,112,97,61,1,54,99510
189,107,96,63,2,54,99512
186,108,97,63,2,54,99513
184,108,97,62,1,55,99516
182,107,97,62,1,55,99519
185,105,98,61,1,55,99518
184,101,99,60,2,55,99522
184,99,98,60,2,55,99525
183,98,98,60,2,55,99527
179,99,97,60,2,55,99531
178,96,96,60,1,56,99536
180,92,98,61,1,56,99535
180,89,99,60,1,56,99538
181,89,98,60,1,56,99538
178,91,100,59,2,56,99537
178,90,101,58,3,56,99537
176,89,99,57,4,57,99541
181,88,97,58,3,57,99539
181,88,98,59,3,57,99537
182,86,98,60,2,58,99537
181,86,98,60,2,58,99538
182,84,99,60,2,58,99538
184,83,100,60,2,58,99536
179,85,99,59,3,58,99540
183,82,100,58,3,59,99538
187,82,100,58,2,60,99534
188,80,98,59,2,60,99536
190,80,95,60,2,60,99536
188,79,95,59,2,60,99540
184,79,95,59,1,61,99544
187,75,97,57,1,62,99544
186,75,97,57,1,62,99545
184,76,96,58,1,62,99546
189,76,94,58,2,62,99542
190,75,95,58,2,62,99541
191,73,95,56,4,62,99542
191,74,95,56,4,62,99541
193,73,94,57,4,62,99540
193,73,94,56,4,62,99541
194,72,90,55,3,63,99546
194,72,89,54,5,63,99546
196,72,88,54,5,63,99545
