POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
412,122,115,66,7,2,99299
402,126,114,66,4,5,99306
396,126,113,67,4,5,99312
387,131,111,71,3,6,99314
384,133,110,70,4,6,99316
382,133,111,71,3,7,99316
378,137,112,70,3,8,99315
369,137,111,70,4,9,99323
362,138,114,67,7,9,99326
360,139,111,69,7,9,99328
356,143,111,69,7,9,99328
352,146,112,68,8,9,99328
350,147,112,67,8,10,99329
349,146,110,69,8,10,99331
346,148,109,69,7,12,99332
345,151,106,71,6,13,99331
341,149,105,70,7,14,99337
338,151,106,68,7,15,99338
330,156,105,67,8,15,99342
327,156,105,63,11,15,99346
325,156,104,63,9,16,99350
319,160,103,60,10,16,99355
317,160,104,58,11,16,99357
317,160,102,60,10,17,99357
314,160,101,60,7,20,99361
313,159,100,60,6,21,99364
308,160,101,59,4,23,99368
305,156,105,58,5,23,99371
303,157,104,57,4,24,99374
302,158,104,56,5,25,99373
301,159,103,56,4,26,99374
307,159,101,55,6,26,99369
307,158,99,58,5,27,99369
304,158,100,57,4,28,99372
305,154,99,57,4,28,99376
305,154,100,56,5,28,99375
299,155,101,56,5,28,99379
295,158,100,55,6,28,99381
294,158,98,56,6,28,99383
288,157,101,54,5,30,99388
285,160,100,53,5,31,99389
285,160,100,53,5,31,99389
281,157,99,53,5,31,99397
278,160,97,53,3,33,99399
282,158,97,50,4,34,99398
280,160,96,49,3,35,99400
275,161,97,49,3,35,99403
273,160,96,50,3,36,99405
268,159,95,51,3,36,99411
263,154,95,52,2,37,99420
263,153,95,51,3,37,99421
261,155,94,52,2,38,99421
259,157,92,51,3,38,99423
261,156,91,51,4,38,99422
258,156,91,50,4,38,99426
258,153,93,50,4,38,99427
259,153,91,50,4,38,99428
254,153,90,52,4,38,99432
250,155,88,52,5,38,99435
249,154,89,51,4,39,99437
248,154,86,51,5,39,99440
247,152,86,51,6,40,99441
247,148,86,52,5,41,99444
250,142,86,49,6,41,99449
245,142,83,48,8,41,99456
241,141,85,48,8,41,99459
237,140,85,48,7,42,99464
236,137,84,47,8,42,99469
234,137,83,45,8,42,99474
228,137,81,46,5,45,99481
224,136,80,46,4,46,99487
224,138,79,47,4,46,99485
224,134,80,46,4,47,99488
222,133,81,45,3,48,99491
221,133,79,46,3,48,99493
214,135,79,45,5,48,99497
212,135,76,45,5,48,99502
211,135,77,45,5,48,99502
210,135,78,45,5,48,99502
210,134,78,46,4,49,99502
210,133,78,45,5,49,99503
211,128,79,43,7,49,99506
208,129,80,43,6,50,99507
209,129,78,43,5,52,99507
211,127,79,44,5,52,99505
218,123,79,44,3,54,99502
219,122,79,44,3,54,99502
218,122,79,45,3,54,99502
218,120,81,45,1,56,99502
220,118,82,44,1,56,99502
218,117,86,42,1,56,99503
218,115,88,42,1,56,99503
215,115,89,40,2,56,99506
213,115,88,40,2,56,99509
216,115,89,38,2,56,99507
216,114,92,38,2,56,99505
214,115,92,38,2,56,99506
211,112,91,38,2,56,99513
208,113,91,36,4,56,99515
208,114,91,37,4,56,99513
211,115,90,37,3,57,99510
211,115,91,37,3,57,99509
206,115,93,36,3,57,99513
200,117,92,36,4,57,99517
202,114,91,37,3,58,99518
208,112,90,37,3,58,99515
207,113,90,37,3,58,99515
208,111,90,37,2,59,99516
207,110,91,39,2,59,99515
203,108,91,39,2,59,99521
206,108,90,39,2,59,99519
210,105,91,38,2,60,99517
211,108,88,38,4,60,99514
212,108,85,39,4,60,99515
214,107,86,39,4,60,99513
216,107,86,40,4,60,99510
217,105,86,38,4,61,99512
215,106,85,38,2,63,99514
215,102,87,37,3,63,99516
216,100,86,37,3,63,99518
217,99,86,37,3,63,99518
223,98,84,38,3,64,99513
217,94,85,38,3,64,99522
221,93,85,36,3,64,99521
223,93,84,36,4,64,99519
226,95,84,36,4,64,99514
226,93,84,36,4,64,99516
224,94,82,37,4,64,99518
228,92,82,37,3,65,99516
230,91,82,38,2,66,99514
