neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16636
58928,24454,16633
58956,24425,16633
58983,24395,16636
59012,24368,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24090,16639
59307,24066,16638
59335,24035,16640
59368,24002,16640
59377,23996,16637
59421,23949,16639
59435,23934,16639
59467,23899,16642
59488,23874,16645
59505,23856,16646
59534,23828,16644
59561,23800,16645
59585,23777,16644
59601,23755,16647
59614,23741,16648
59622,23731,16649
59650,23701,16651
59678,23669,16655
59703,23640,16659
59715,23628,16658
59735,23605,16659
59776,23559,16662
59781,23556,16660
59810,23523,16663
59824,23511,16661
59854,23480,16662
59868,23462,16666
59892,23434,16668
59905,23421,16668
59924,23401,16668
59950,23374,16669
59965,23355,16672
59989,23330,16673
60007,23317,16667
60026,23300,16665
60054,23273,16664
60070,23258,16663
60083,23245,16663
60107,23221,16663
60105,23221,16665
60117,23206,16668
60118,23202,16670
60133,23186,16671
60140,23172,16678
60170,23140,16679
60177,23133,16679
60184,23126,16679
60200,23108,16679
60206,23099,16680
60242,23063,16680
60249,23054,16680
60278,23021,16684
60298,23003,16682
60326,22970,16687
60321,22970,16689
60355,22938,16687
60352,22943,16685
60364,22930,16686
60365,22928,16687
60380,22915,16684
60377,22913,16689
60388,22902,16687
60401,22887,16688
60400,22880,16695
60404,22872,16699
60416,22857,16701
60404,22867,16703
60409,22858,16706
60416,22848,16709
60425,22830,16716
60425,22828,16718
60433,22814,16724
60433,22813,16725
60433,22809,16728
60424,22817,16727
60415,22823,16730
60429,22803,16736
60422,22808,16738
60442,22790,16736
60429,22801,16738
60439,22791,16738
60422,22800,16746
60428,22791,16749
60435,22782,16750
60434,22778,16754
60432,22776,16756
60443,22766,16755
60435,22769,16760
60445,22753,16765
60447,22750,16765
60447,22744,16770
60445,22742,16774
60452,22735,16774
60435,22750,16776
60431,22749,16781
60411,22772,16778
60417,22762,16782
60399,22777,16785
60403,22771,16786
60379,22792,16789
60398,22772,16789
60379,22788,16792
60360,22809,16789
60347,22820,16791
60335,22827,16795
60340,22821,16796
60319,22836,16802
60295,22855,16806
60276,22875,16804
60259,22887,16807
60248,22894,16811
60236,22909,16807
60203,22938,16811
60196,22940,16816
60166,22971,16815
60154,22980,16818
60138,22993,16820
60135,22992,16824
60131,22995,16824
60123,22995,16831
60092,23021,16836
60072,23039,16837
60057,23048,16843
60025,23080,16843
60009,23096,16842
59976,23124,16846
59954,23140,16852
59932,23159,16855
59912,23174,16860
59871,23214,16861
59856,23226,16864
59812,23268,16866
59799,23276,16870
59770,23300,16875
59730,23334,16880
59720,23343,16881
59678,23382,16884
59667,23387,16890
59639,23409,16896
59605,23437,16899
59570,23466,16905
59560,23474,16907
59537,23488,16916
59503,23517,16921
59469,23544,16927
59433,23571,16934
59395,23607,16936
59366,23633,16938
59323,23670,16944
59303,23686,16948
59266,23717,16954
59235,23741,16961
59211,23760,16966
59157,23809,16970
59122,23840,16974
59074,23880,16982
59048,23901,16987
58992,23949,16995
58977,23957,17001
58910,24020,17005
58874,24050,17011
58832,24089,17014
58809,24108,17017
58749,24167,17018
58701,24210,17023
58660,24243,17031
58616,24283,17035
58557,24339,17037
58515,24378,17040
58480,24413,17039
58422,24461,17048
58389,24496,17045
58327,24549,17054
58284,24586,17060
58217,24649,17064
58153,24704,17071
58101,24747,17079
58032,24813,17082
57995,24849,17083
57934,24907,17085
57863,24975,17088
57817,25010,17099
57731,25088,17107
57694,25119,17113
57617,25186,17123
57562,25231,17133
57528,25262,17136
57474,25309,17143
57409,25371,17145
57367,25407,17151
57298,25472,17155
57262,25503,17160
57206,25552,17167
57142,25605,17178
57072,25671,17182
57018,25711,17196
56962,25764,17199
56891,25827,17206
56808,25904,17212
56736,25970,17217
56659,26040,17224
56581,26111,17231
56503,26178,17242
56412,26256,17254
56337,26324,17261
56277,26378,17267
56204,26442,17276
56107,26533,17282
56046,26588,17287
55957,26674,17290
55904,26724,17293
55815,26801,17305
55729,26880,17310
55649,26949,17321
55601,26988,17330
55489,27099,17331
55425,27156,17338
55328,27249,17342
55236,27331,17351
55159,27399,17358
55081,27477,17358
54982,27570,17363
54907,27640,17368
54801,27742,17372
54713,27830,17372
54631,27902,17382
54563,27961,17390
54454,28058,17402
54397,28108,17409
54280,28218,17412
54202,28285,17423
54106,28373,17431
54038,28436,17436
53938,28527,17445
