POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
398,125,115,67,4,5,99309
399,129,113,69,3,6,99304
392,134,114,69,3,6,99305
386,137,112,71,4,6,99307
386,137,113,71,4,6,99306
384,136,113,69,6,7,99308
376,142,115,68,5,9,99308
371,142,116,67,7,9,99311
367,144,116,68,7,9,99312
361,147,116,67,8,9,99315
357,148,116,67,8,9,99318
355,151,115,67,9,9,99317
350,151,114,68,6,12,99322
347,152,113,65,9,12,99325
344,151,113,63,8,14,99330
341,151,112,65,7,15,99332
334,154,112,62,10,15,99336
325,157,113,61,11,15,99341
324,159,113,59,12,15,99341
324,158,113,59,11,16,99342
318,159,114,58,12,16,99346
317,158,114,58,12,17,99347
307,165,114,58,8,21,99350
305,166,114,58,7,22,99351
304,166,115,57,7,22,99352
303,166,113,57,6,24,99354
302,166,113,57,6,24,99355
298,167,112,56,5,26,99359
292,168,113,57,5,26,99362
291,170,115,55,7,27,99358
292,172,115,55,7,27,99355
291,172,114,54,8,27,99357
295,170,114,54,7,28,99355
297,168,112,55,7,28,99356
296,167,113,55,6,29,99357
294,169,114,55,5,30,99356
294,167,113,55,4,31,99359
297,167,113,55,4,31,99356
291,169,112,57,3,32,99359
288,172,111,57,2,34,99359
282,174,112,56,3,34,99362
281,172,112,54,3,35,99366
275,175,111,54,3,35,99370
272,176,113,54,3,35,99370
268,179,113,54,3,35,99371
263,182,113,53,4,36,99372
265,180,113,54,3,37,99371
263,179,113,56,3,37,99372
261,179,113,57,3,37,99373
259,178,114,56,3,38,99375
258,179,112,57,4,38,99375
257,179,112,59,4,38,99374
257,178,114,59,4,38,99373
255,177,116,57,4,39,99375
252,177,113,58,4,39,99380
252,174,114,57,5,39,99382
252,175,114,57,5,39,99381
249,176,114,58,3,41,99382
249,171,114,59,3,41,99386
247,169,113,60,4,41,99389
246,170,112,58,7,41,99389
245,168,110,59,9,42,99390
243,167,107,59,10,42,99395
239,164,109,58,9,43,99401
238,162,108,57,10,43,99405
235,163,107,56,10,44,99408
235,162,109,55,9,45,99408
234,160,112,55,9,45,99408
229,155,112,53,9,47,99418
230,151,113,54,9,47,99419
231,149,114,54,6,51,99418
232,146,113,55,6,51,99420
230,148,114,55,6,51,99419
226,151,112,54,6,52,99422
220,154,111,54,7,53,99424
217,155,111,54,7,53,99426
220,149,110,56,6,54,99428
219,147,110,56,6,54,99431
219,146,110,55,6,56,99431
218,140,111,56,6,56,99436
216,137,114,56,6,56,99438
213,138,110,58,5,57,99442
215,139,108,57,4,59,99441
218,139,108,59,3,60,99436
215,135,111,59,2,61,99440
218,131,114,58,2,62,99438
219,131,112,59,2,62,99438
219,131,112,59,2,62,99438
221,127,114,59,2,63,99437
216,126,115,59,2,63,99442
213,125,116,59,1,64,99445
211,123,118,59,1,64,99447
210,122,117,59,1,64,99450
210,122,118,59,1,64,99449
210,122,119,58,2,64,99448
207,122,119,58,2,64,99451
207,122,119,57,2,64,99452
205,123,118,55,3,65,99454
204,122,118,55,4,65,99455
206,122,118,55,4,65,99453
204,121,121,54,4,66,99453
200,123,121,54,4,66,99455
198,121,121,52,6,66,99459
198,119,123,52,4,68,99459
205,118,122,51,3,69,99455
203,120,121,51,3,69,99456
202,120,121,52,3,69,99456
198,117,125,52,3,69,99459
195,117,126,52,3,69,99461
197,118,125,51,4,69,99459
199,115,126,51,4,69,99459
205,113,126,51,4,70,99454
209,112,123,53,4,71,99451
210,111,124,53,4,71,99450
213,109,124,54,5,71,99447
211,110,125,54,4,72,99447
208,110,125,53,5,72,99450
210,109,125,53,3,74,99449
210,109,123,53,3,74,99451
211,110,123,53,3,74,99449
215,108,124,53,3,75,99445
215,105,124,52,4,75,99448
218,105,123,52,4,75,99446
220,105,122,54,4,75,99443
222,106,120,56,4,75,99440
224,106,118,57,3,76,99439
225,104,119,57,3,76,99439
227,103,119,58,3,76,99437
226,102,119,58,3,77,99438
