POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
397,125,113,67,4,5,99312
399,125,113,67,4,5,99310
390,133,112,70,3,6,99309
388,135,111,71,3,6,99309
386,135,113,71,4,6,99308
382,138,111,70,5,8,99309
380,137,112,69,5,8,99312
374,142,113,67,7,9,99311
373,141,113,68,7,9,99312
371,143,113,68,7,9,99312
365,146,115,67,8,9,99313
358,148,113,68,8,10,99318
358,146,113,68,5,12,99321
358,145,111,68,6,12,99323
359,145,111,67,7,12,99322
352,147,111,68,5,15,99325
340,148,112,66,8,15,99334
334,151,112,65,9,15,99337
335,153,109,64,10,15,99337
333,151,108,62,10,15,99344
331,153,106,62,10,15,99346
323,155,106,61,11,15,99352
317,160,101,62,9,16,99358
312,161,100,62,7,18,99363
309,164,100,62,5,20,99363
308,160,102,62,4,21,99366
302,160,101,61,4,22,99373
302,159,102,61,4,22,99373
298,162,102,59,5,23,99374
298,162,103,59,6,23,99372
297,166,100,57,6,23,99374
302,165,98,57,6,24,99371
300,166,97,57,6,24,99373
300,167,96,57,6,24,99373
297,163,95,57,6,24,99381
290,168,95,56,5,25,99384
291,168,94,55,4,27,99384
290,169,95,55,4,27,99383
286,167,93,57,4,27,99389
277,173,92,56,5,28,99392
278,170,93,56,4,29,99393
276,167,94,54,5,30,99397
272,168,94,54,5,30,99400
271,171,95,54,4,31,99397
264,174,96,53,3,32,99401
261,175,96,50,3,33,99405
263,173,96,52,3,33,99403
262,170,97,52,3,33,99406
259,168,95,51,1,35,99414
258,168,94,50,2,35,99416
259,166,95,50,2,35,99416
257,168,94,49,3,35,99417
255,170,91,52,2,36,99417
254,164,93,52,3,36,99421
252,165,92,53,3,36,99422
251,165,91,53,3,36,99424
249,166,89,53,3,36,99427
247,167,86,56,2,37,99428
245,165,89,56,2,37,99429
245,159,88,57,3,37,99434
244,159,86,55,6,37,99436
241,160,84,54,7,38,99439
239,161,84,54,7,38,99440
239,159,84,53,7,38,99443
235,160,84,52,7,38,99447
235,153,85,50,8,39,99453
237,153,86,50,8,39,99450
234,154,89,49,7,40,99450
228,152,88,49,7,41,99458
228,151,89,46,7,41,99461
228,149,90,45,5,43,99463
227,147,92,45,4,44,99464
222,145,95,44,4,44,99469
220,145,95,44,3,45,99471
210,145,93,42,5,46,99482
207,144,93,42,5,46,99486
210,141,93,43,5,46,99485
211,140,92,41,7,46,99486
209,140,91,40,6,47,99490
207,139,92,40,6,47,99492
209,136,91,41,6,47,99493
209,133,91,41,6,48,99495
208,133,91,41,6,48,99496
208,134,91,41,4,50,99495
211,130,95,42,1,53,99491
213,131,95,41,1,54,99488
213,131,91,41,1,54,99492
213,132,91,41,1,54,99491
215,129,90,44,1,54,99490
213,129,91,43,1,54,99492
211,124,95,41,0,55,99497
208,120,100,39,0,55,99501
211,120,100,39,0,55,99498
209,120,99,39,0,55,99501
211,119,97,39,0,55,99502
208,120,96,39,0,55,99505
206,120,98,38,0,55,99506
204,119,98,39,0,55,99508
203,118,96,38,0,55,99513
205,119,96,38,0,55,99510
204,119,97,37,0,55,99511
204,119,97,38,0,55,99510
201,119,97,38,0,55,99513
202,119,97,38,0,55,99512
208,116,98,37,0,55,99509
204,118,96,38,0,55,99512
205,117,96,38,0,55,99512
206,112,100,37,0,55,99513
207,109,98,39,0,55,99515
208,108,99,39,0,55,99514
209,109,99,37,2,55,99512
212,108,97,36,3,55,99512
215,105,99,36,3,55,99510
217,104,98,37,3,55,99509
221,103,96,39,3,55,99506
217,103,95,39,3,55,99511
216,101,97,39,2,56,99512
218,101,97,38,3,56,99510
215,102,97,38,3,56,99512
216,101,98,38,3,56,99511
219,101,98,38,3,56,99508
220,100,98,38,3,56,99508
223,100,94,38,3,56,99509
223,100,94,38,2,57,99509
222,102,92,40,1,58,99508
224,102,91,40,1,58,99507
224,102,91,40,1,58,99507
222,103,91,40,2,58,99507
223,103,92,40,2,58,99505
