Smokes,Does not smoke
19474,80547
20242,79778
20617,79401
20123,79895
20429,79589
20034,79984
20325,79692
19970,80047
20217,79800
19828,80189
20073,79944
19737,80280
20035,79982
19686,80330
20041,79974
19672,80343
19994,80020
19629,80385
19980,80033
19630,80383
19926,80086
19576,80435
19857,80154
19494,80517
19789,80222
19436,80574
19777,80233
19433,80576
19770,80238
19444,80564
19766,80242
19416,80591
19716,80291
19388,80617
19707,80298
19375,80630
19678,80324
19367,80635
19703,80299
19393,80609
19709,80293
19372,80629
19674,80327
19342,80659
19645,80354
19328,80671
19630,80369
19324,80672
19642,80354
19335,80661
19653,80341
19336,80657
19652,80340
19346,80646
19654,80338
19346,80645
19654,80337
19346,80644
19654,80336
19346,80644
19654,80336
19346,80643
19653,80336
19346,80643
19653,80334
19346,80641
19653,80334
19346,80641
19653,80334
19346,80641
19653,80334
19346,80641
19653,80334
19345,80641
19652,80332
19348,80636
19659,80325
19350,80634
19662,80322
19351,80633
19662,80322
19351,80633
19662,80321
19351,80631
19661,80321
19351,80630
19665,80315
19353,80627
19665,80315
19353,80626
19665,80312
19362,80614
19678,80298
19381,80595
19697,80277
19395,80579
19713,80261
19405,80568
19719,80253
19395,80576
19711,80260
19397,80573
19741,80229
19418,80552
19762,80207
19417,80552
19765,80202
19418,80549
19764,80202
19417,80547
19763,80201
19417,80547
19763,80201
19417,80546
19763,80200
19417,80546
19762,80200
19417,80544
19761,80200
19417,80544
19761,80200
19417,80544
19761,80200
19416,80542
19754,80204
19410,80548
19750,80206
19407,80549
19750,80206
19407,80549
19750,80206
19407,80549
19750,80205
19406,80549
19750,80204
19406,80547
19750,80203
19406,80547
19750,80203
19406,80546
19749,80203
19406,80546
19749,80201
19405,80545
19750,80199
19406,80543
19754,80194
19415,80533
19766,80181
19435,80512
19784,80163
19455,80490
19801,80144
19464,80481
19814,80131
19467,80477
19815,80128
19471,80472
19816,80126
19473,80468
19816,80125
19473,80467
19815,80125
19473,80467
19815,80124
19473,80465
19815,80123
19473,80463
19814,80122
19473,80463
19820,80114
19497,80436
19852,80080
19531,80401
19887,80045
19569,80362
19907,80024
19579,80352
19913,80018
19582,80349
19913,80018
19582,80349
19913,80017
19581,80349
19913,80016
19581,80346
19911,80016
19581,80346
19911,80016
19581,80346
19911,80016
19581,80346
19910,80015
19580,80345
19910,80015
19580,80345
19910,80015
19580,80345
19910,80015
19580,80345
19910,80015
19580,80345
19910,80015
19580,80345
19910,80015
19580,80345
19910,80015
19580,80345
19910,80014
19580,80344
19909,80014
19580,80343
19909,80014
19580,80343
19909,80014
19580,80343
19909,80013
19583,80339
19911,80010
19585,80336
19913,80008
19585,80335
19913,80007
19585,80335
19913,80007
19585,80335
19913,80007
19585,80335
19913,80006
19584,80335
19913,80006
19584,80335
19913,80006
19584,80335
19913,80006
19583,80334
19911,80006
19583,80334
19911,80006
19583,80334
19911,80006
19583,80334
19911,80006
19583,80334
19911,80006
19583,80334
19911,80006
19583,80334
19911,80005
19583,80333
19911,80005
19581,80334
19911,80004
19581,80334
19911,80004
19581,80334
19911,80004
19581,80334
19911,80004
19581,80334
