POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,124,116,66,6,3,99302
402,126,115,66,4,5,99305
398,126,114,68,4,5,99308
396,129,113,70,3,6,99306
387,136,113,70,4,6,99307
380,138,112,70,4,6,99313
374,139,114,68,5,8,99315
363,143,116,68,4,9,99320
359,143,117,66,7,9,99322
354,144,117,67,6,9,99326
351,144,117,66,7,9,99329
349,147,117,66,7,9,99328
345,148,116,66,8,9,99331
341,151,115,65,6,11,99334
342,150,114,65,6,12,99334
334,149,112,64,7,13,99344
330,150,112,65,6,14,99346
320,156,111,63,9,14,99350
313,157,113,61,10,14,99355
309,160,112,58,12,14,99358
311,159,112,57,12,15,99357
303,162,113,56,11,16,99362
301,164,111,57,10,18,99362
299,166,112,57,7,21,99361
295,168,112,57,7,21,99363
291,167,113,56,7,22,99367
287,169,111,56,8,22,99370
286,168,112,56,7,23,99371
283,168,111,56,5,25,99375
278,167,114,57,4,26,99377
275,170,114,57,4,26,99377
278,169,113,55,7,26,99375
281,166,111,56,7,26,99376
281,164,111,55,8,26,99378
284,162,110,55,7,27,99378
281,165,109,55,7,28,99378
279,164,109,55,7,28,99381
276,166,109,55,6,29,99382
275,167,109,57,4,31,99380
272,166,109,57,2,32,99385
270,167,110,56,2,33,99385
263,169,111,54,4,33,99389
263,169,109,54,4,33,99391
258,168,110,53,3,34,99397
257,168,111,53,3,34,99397
258,169,110,53,2,35,99396
249,175,108,53,4,35,99399
249,174,108,54,4,35,99399
246,173,109,54,3,36,99402
241,173,109,55,3,36,99406
238,173,107,55,3,37,99410
241,169,106,57,3,37,99410
238,168,107,56,4,37,99413
237,163,108,56,3,38,99418
231,165,106,56,5,38,99422
230,159,108,56,5,38,99427
230,159,107,57,5,38,99427
226,158,107,57,5,38,99432
226,156,106,58,4,39,99434
223,152,102,59,3,40,99444
220,147,101,60,4,40,99451
221,144,98,59,7,41,99453
219,145,98,58,9,41,99453
218,144,95,58,10,41,99457
215,144,94,57,9,42,99462
209,138,93,55,10,42,99476
208,137,92,54,10,42,99480
205,135,93,52,8,45,99485
208,132,95,52,8,45,99483
203,127,94,53,7,46,99493
201,129,94,53,7,46,99493
202,127,89,53,4,49,99499
203,123,92,52,4,49,99500
199,124,94,51,4,50,99501
195,124,88,49,5,50,99512
194,122,88,49,4,51,99515
189,122,87,51,5,51,99518
190,121,88,51,5,51,99517
191,120,86,51,7,51,99517
190,118,86,51,6,52,99520
190,119,85,52,5,53,99519
191,116,86,53,4,54,99519
192,115,88,53,3,55,99517
192,114,88,53,3,55,99518
192,111,88,54,3,55,99520
196,110,91,53,2,57,99514
199,110,92,53,1,58,99510
198,111,92,52,2,58,99510
200,109,93,52,2,58,99509
201,107,91,51,3,58,99512
195,109,93,50,2,59,99515
196,106,95,50,1,60,99515
195,106,95,50,1,60,99516
195,103,97,49,2,60,99517
199,100,98,49,2,60,99515
199,99,99,49,2,60,99515
198,93,105,49,2,60,99516
200,93,105,49,2,60,99514
198,93,104,50,1,61,99516
198,88,103,50,2,61,99521
196,87,102,49,3,61,99525
198,87,101,49,3,61,99524
199,87,101,49,3,61,99523
199,88,100,47,4,62,99523
200,84,100,48,4,62,99525
202,84,99,49,3,63,99523
203,85,99,50,3,63,99520
206,84,98,51,3,63,99518
204,85,98,51,3,63,99519
203,82,98,52,2,64,99522
205,82,97,52,2,64,99521
204,82,98,52,2,64,99521
208,81,100,50,3,65,99516
215,78,102,48,4,65,99511
212,79,100,49,4,65,99514
212,80,99,50,3,66,99513
212,79,98,50,3,66,99515
212,78,97,50,1,68,99517
211,78,98,49,2,68,99517
206,78,97,49,1,69,99523
205,78,97,48,2,69,99524
204,79,95,49,2,69,99525
204,76,96,49,2,69,99527
208,73,95,48,3,69,99527
207,72,95,48,3,69,99529
209,72,92,51,3,69,99527
209,75,91,50,3,69,99526
211,75,90,49,2,70,99526
213,73,91,46,3,70,99527
213,75,88,47,3,71,99526
