neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16632
58752,24629,16636
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58893,24488,16636
58928,24454,16633
58957,24425,16633
58984,24395,16636
59013,24367,16634
59034,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59220,24157,16635
59241,24132,16638
59281,24091,16639
59306,24066,16638
59334,24036,16640
59367,24002,16640
59376,23996,16637
59420,23949,16639
59433,23934,16640
59465,23899,16643
59487,23874,16646
59504,23856,16647
59533,23828,16646
59560,23800,16647
59584,23777,16646
59602,23755,16649
59615,23741,16650
59624,23731,16651
59652,23701,16652
59680,23669,16656
59705,23640,16660
59718,23628,16659
59739,23604,16661
59778,23559,16664
59783,23556,16662
59812,23522,16665
59826,23510,16663
59855,23479,16664
59869,23461,16668
59894,23433,16670
59906,23420,16670
59926,23400,16670
59952,23373,16671
59968,23354,16674
59991,23329,16675
60009,23316,16669
60028,23299,16667
60056,23272,16666
60072,23257,16665
60085,23244,16664
60109,23220,16664
60107,23220,16666
60118,23205,16669
60120,23201,16671
60135,23185,16672
60142,23171,16679
60173,23139,16680
60180,23132,16680
60187,23125,16680
60205,23106,16680
60210,23098,16681
60246,23062,16681
60253,23054,16681
60282,23019,16685
60302,23001,16683
60330,22968,16688
60326,22970,16690
60359,22937,16688
60356,22942,16686
60369,22928,16687
60369,22927,16688
60384,22914,16685
60381,22912,16690
60393,22901,16688
60405,22886,16690
60404,22879,16697
60408,22871,16701
60420,22856,16704
60408,22866,16705
60414,22857,16707
60420,22847,16710
60431,22829,16717
60431,22827,16719
60438,22814,16725
60439,22812,16726
60439,22809,16729
60429,22819,16728
60421,22824,16731
60434,22805,16737
60427,22810,16739
60449,22790,16737
60434,22803,16739
60445,22792,16738
60427,22802,16746
60434,22792,16749
60441,22783,16750
60440,22780,16754
60439,22779,16756
60448,22771,16755
60442,22772,16760
60453,22756,16765
60455,22753,16766
60455,22747,16771
60453,22745,16775
60459,22739,16774
60443,22753,16776
60439,22752,16781
60419,22775,16778
60425,22765,16782
60407,22780,16785
60411,22774,16785
60387,22795,16788
60407,22775,16788
60388,22791,16791
60369,22812,16789
60355,22824,16791
60344,22829,16795
60348,22824,16796
60327,22839,16802
60304,22858,16806
60284,22880,16804
60270,22891,16807
60258,22899,16811
60246,22914,16808
60214,22942,16812
60206,22945,16817
60177,22975,16814
60165,22984,16817
60149,22998,16818
60145,22997,16822
60142,22999,16823
60133,23001,16830
60102,23027,16835
60080,23046,16837
60067,23053,16842
60034,23086,16842
60016,23103,16841
59983,23130,16846
59961,23146,16852
59940,23163,16854
59918,23180,16859
59878,23219,16860
59863,23231,16863
59816,23275,16865
59805,23281,16869
59774,23307,16874
59736,23340,16879
59727,23348,16880
59685,23387,16882
59674,23392,16888
59646,23414,16894
59613,23442,16898
59577,23472,16904
59567,23479,16905
59542,23495,16914
59509,23523,16919
59476,23549,16925
59440,23577,16932
59402,23613,16934
59372,23639,16936
59327,23678,16942
59309,23692,16946
59270,23725,16952
59241,23747,16959
59216,23767,16964
59163,23815,16968
59130,23844,16972
59081,23885,16980
59054,23906,16985
59000,23952,16993
58982,23964,16999
58913,24028,17003
58877,24058,17009
58834,24097,17012
58812,24116,17015
58752,24175,17016
58703,24219,17019
58662,24252,17027
58617,24292,17031
58560,24347,17033
58521,24383,17036
58482,24421,17036
58425,24469,17044
58390,24507,17041
58332,24556,17050
58288,24594,17056
58221,24656,17060
58158,24711,17068
58107,24754,17076
58038,24818,17080
57998,24857,17081
57938,24916,17082
57868,24983,17085
57823,25017,17096
57736,25094,17104
57700,25124,17110
57623,25191,17120
57567,25237,17130
57534,25267,17133
57481,25313,17140
57412,25380,17142
57373,25413,17148
57304,25478,17152
57263,25514,17157
57211,25558,17164
57144,25613,17175
57074,25679,17179
57021,25718,17193
56962,25774,17196
56893,25836,17203
56809,25913,17209
56738,25978,17214
56662,26047,17221
56581,26121,17228
56504,26188,17238
56415,26265,17250
56341,26331,17258
56280,26386,17263
56207,26449,17272
56108,26541,17278
56049,26593,17283
55958,26680,17286
55905,26730,17289
55817,26806,17301
55732,26886,17306
55652,26955,17317
55605,26992,17326
55492,27104,17327
55427,27162,17334
55334,27250,17338
55239,27335,17348
55160,27407,17355
55088,27479,17355
54986,27575,17361
54909,27646,17367
54804,27747,17371
54715,27836,17371
54634,27907,17381
54567,27963,17390
54456,28062,17402
54394,28116,17409
54285,28222,17412
54201,28295,17423
54108,28380,17431
54039,28444,17436
53937,28537,17445
