POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,114,67,6,3,99299
407,124,114,68,4,5,99301
403,129,111,70,3,6,99301
399,131,112,70,3,6,99302
391,137,112,71,3,6,99303
391,135,110,72,4,6,99305
389,134,110,71,5,7,99307
378,135,110,70,6,8,99316
371,136,110,69,6,9,99322
357,138,111,70,7,9,99331
355,140,111,69,8,9,99331
352,140,112,69,8,9,99333
349,143,111,69,9,9,99333
344,142,112,70,6,12,99337
338,143,110,68,8,12,99344
330,143,111,65,7,14,99353
322,144,108,66,8,15,99360
317,148,107,64,10,15,99362
308,148,110,63,10,15,99369
306,151,110,62,10,15,99369
304,151,111,61,9,16,99371
302,151,112,61,9,16,99372
291,157,112,59,10,16,99378
288,158,110,59,7,19,99382
284,158,109,58,5,21,99388
280,158,109,58,4,22,99392
280,157,107,58,4,22,99395
277,155,108,55,3,23,99402
274,153,108,53,5,23,99407
269,151,109,53,5,24,99412
266,153,107,52,7,24,99414
267,153,106,52,7,24,99414
265,152,105,52,6,25,99418
264,151,104,52,6,25,99421
264,151,103,52,6,25,99422
261,152,104,52,5,26,99423
255,156,104,52,4,27,99425
256,155,104,52,4,27,99425
259,155,104,52,3,28,99422
252,152,105,53,3,28,99430
244,155,103,53,2,30,99436
236,160,104,51,4,30,99438
237,156,105,50,3,31,99441
236,157,103,50,3,31,99443
238,158,102,50,3,31,99441
235,158,102,51,2,32,99443
229,157,103,50,2,33,99449
229,156,102,51,2,33,99450
222,150,104,52,2,33,99460
214,151,106,52,2,33,99465
214,149,105,52,2,34,99467
214,147,105,53,2,34,99468
214,146,103,54,3,34,99469
214,143,101,55,3,34,99473
211,138,102,54,5,34,99479
209,136,102,53,5,34,99484
205,131,101,53,5,34,99494
204,132,100,53,5,34,99495
200,129,99,54,3,36,99502
200,126,99,54,3,36,99505
198,125,97,56,4,36,99507
196,124,95,55,6,37,99510
194,123,94,54,7,37,99514
188,121,92,56,7,37,99522
184,122,92,55,7,38,99525
181,120,93,54,7,38,99530
178,110,92,51,9,38,99545
176,112,92,51,9,38,99545
176,108,95,50,9,39,99546
170,110,94,49,9,40,99551
166,108,93,49,8,41,99558
167,108,94,49,7,42,99556
164,102,98,48,6,44,99561
164,102,98,48,6,44,99561
160,103,96,49,5,46,99564
159,103,97,49,5,46,99564
156,101,91,50,6,47,99572
157,99,90,50,7,47,99573
155,99,91,50,7,47,99574
156,92,92,50,5,49,99579
154,92,91,51,5,49,99581
151,87,94,50,4,50,99587
152,86,90,51,3,51,99590
153,86,89,52,2,52,99589
155,87,87,54,2,52,99586
156,85,88,54,1,53,99586
159,83,88,54,0,54,99585
157,82,89,54,0,54,99587
158,81,88,55,0,54,99587
159,79,88,56,1,54,99586
154,76,89,57,1,54,99592
148,76,90,57,1,54,99597
146,74,90,57,1,54,99601
147,70,91,57,1,54,99603
146,69,91,57,1,54,99605
146,66,91,54,3,54,99609
150,65,91,54,3,54,99606
146,63,91,54,3,54,99612
146,62,91,53,1,56,99614
143,62,90,50,3,56,99619
142,62,90,50,3,56,99620
145,62,91,50,3,56,99616
144,61,91,51,2,57,99617
142,61,88,51,2,58,99621
144,60,86,51,3,58,99621
145,58,84,50,2,59,99625
146,59,82,50,2,59,99625
146,59,83,50,2,59,99624
148,58,83,48,3,59,99624
145,58,83,47,3,59,99628
145,57,84,47,2,60,99628
145,57,84,47,2,60,99628
151,57,83,48,2,60,99622
156,54,82,50,1,61,99619
156,55,77,52,0,62,99621
157,54,76,53,0,62,99621
158,52,78,52,0,62,99621
159,52,78,51,0,62,99621
158,51,77,50,1,62,99624
155,50,78,47,4,62,99627
155,50,78,47,4,62,99627
157,50,76,48,4,62,99626
156,50,76,48,4,62,99627
160,49,72,48,4,64,99626
160,48,72,48,4,64,99627
161,48,71,48,4,64,99627
162,49,71,48,4,64,99625
161,49,72,47,3,65,99626
163,49,72,45,3,66,99625
165,46,71,45,4,66,99626
