Smokes,Does not smoke
19474,80547
20242,79779
20618,79398
20123,79893
20430,79586
20034,79982
20328,79688
19974,80041
20223,79792
19831,80184
20076,79939
19741,80274
20044,79969
19698,80314
20063,79949
19692,80320
20012,79998
19650,80360
19993,80017
19640,80368
19940,80068
19588,80420
19871,80137
19515,80493
19826,80182
19486,80522
19839,80168
19491,80515
19822,80182
19470,80534
19794,80210
19429,80573
19732,80270
19399,80601
19720,80280
19385,80615
19692,80308
19377,80623
19717,80283
19403,80597
19723,80277
19382,80617
19688,80311
19352,80647
19657,80341
19337,80661
19641,80356
19333,80660
19651,80340
19344,80646
19663,80327
19346,80643
19665,80324
19346,80641
19664,80322
19346,80640
19664,80322
19346,80637
19663,80320
19346,80637
19663,80320
19346,80637
19663,80320
19346,80637
19663,80319
19345,80637
19663,80319
19344,80637
19662,80318
19344,80636
19662,80318
19344,80636
19662,80317
19344,80635
19661,80316
19347,80629
19667,80308
19348,80627
19670,80304
19349,80625
19669,80304
19341,80630
19661,80310
19335,80635
19660,80310
19335,80634
19661,80307
19344,80624
19675,80293
19363,80604
19693,80273
19384,80582
19709,80257
19395,80570
19716,80249
19399,80566
19725,80238
19420,80543
19771,80190
19458,80502
19799,80161
19469,80489
19808,80150
19469,80489
19807,80151
19468,80489
19806,80150
19468,80488
19806,80150
19472,80483
19814,80141
19473,80482
19816,80139
19479,80474
19826,80127
19485,80468
19828,80125
19485,80468
19828,80125
19485,80468
19827,80125
19484,80468
19827,80125
19484,80468
19827,80124
19484,80467
19827,80123
19482,80467
19823,80124
19476,80471
19819,80128
19471,80476
19818,80129
19471,80476
19818,80128
19471,80475
19817,80128
19468,80476
19817,80127
19467,80475
19816,80126
19467,80475
19816,80123
19467,80471
19819,80119
19476,80462
19831,80107
19498,80437
19861,80074
19522,80413
19878,80056
19531,80403
19891,80042
19532,80401
19891,80042
19532,80401
19891,80042
19532,80401
19891,80042
19532,80401
19891,80041
19531,80401
19891,80040
19530,80401
19891,80040
19530,80400
19897,80032
19551,80378
19921,80008
19577,80350
19949,79978
19607,80320
19961,79965
19613,80313
19967,79959
19617,80309
19967,79959
19617,80309
19967,79958
19618,80306
19967,79956
19617,80306
19967,79956
19617,80306
19967,79956
19617,80305
19967,79955
19617,80305
19966,79954
19621,80299
19971,79948
19624,80295
19971,79948
19624,80295
19971,79948
19624,80295
19971,79948
19624,80295
19971,79948
19624,80293
19971,79946
19624,80293
19971,79946
19624,80293
19971,79946
19624,80293
19971,79945
19622,80294
19969,79946
19621,80292
19969,79944
19621,80291
19969,79943
19621,80291
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79942
19621,80290
19969,79941
19620,80290
19969,79938
19620,80287
19964,79943
19609,80298
19950,79957
19595,80311
19937,79969
19578,80328
19918,79988
19563,80341
19908,79996
19559,80345
19908,79996
19559,80345
19908,79996
19559,80345
19908,79996
19559,80345
19908,79996
19559,80345
19908,79996
19558,80345
19908,79995
19558,80345
19908,79995
19557,80345
