neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24762,16629
58666,24720,16630
58695,24689,16632
58717,24667,16632
58752,24628,16636
58785,24595,16635
58812,24565,16638
58836,24543,16636
58867,24512,16636
58882,24498,16635
58892,24487,16634
58927,24453,16632
58956,24424,16632
58983,24394,16635
59012,24365,16633
59033,24346,16631
59056,24321,16633
59094,24284,16630
59121,24257,16630
59139,24237,16632
59168,24204,16636
59178,24194,16636
59220,24154,16634
59242,24129,16637
59281,24088,16638
59306,24063,16637
59334,24032,16638
59367,23999,16638
59376,23993,16635
59420,23946,16636
59434,23931,16637
59464,23896,16640
59486,23871,16643
59503,23853,16644
59532,23825,16643
59559,23797,16644
59583,23774,16643
59601,23753,16646
59614,23739,16647
59623,23728,16648
59651,23698,16650
59679,23666,16654
59704,23637,16657
59717,23625,16656
59737,23602,16658
59775,23557,16661
59780,23552,16659
59809,23519,16662
59823,23507,16660
59852,23476,16661
59866,23458,16665
59890,23430,16667
59902,23417,16667
59922,23397,16667
59948,23370,16668
59963,23350,16670
59987,23325,16671
60005,23312,16666
60024,23295,16664
60052,23268,16663
60068,23253,16662
60081,23240,16662
60104,23216,16662
60102,23216,16664
60114,23201,16667
60115,23197,16669
60131,23179,16670
60138,23165,16677
60170,23132,16678
60176,23126,16678
60183,23118,16678
60201,23100,16678
60205,23092,16680
60241,23056,16679
60248,23048,16679
60277,23015,16683
60296,22997,16681
60324,22964,16686
60319,22966,16688
60351,22934,16686
60349,22938,16684
60358,22927,16685
60360,22924,16686
60374,22912,16683
60372,22909,16687
60385,22898,16685
60398,22883,16687
60397,22876,16694
60400,22868,16698
60412,22853,16701
60400,22863,16703
60406,22854,16705
60413,22844,16708
60424,22826,16715
60422,22825,16716
60429,22812,16722
60430,22809,16722
60429,22806,16725
60420,22816,16724
60410,22822,16726
60423,22803,16732
60416,22808,16734
60438,22788,16732
60423,22801,16733
60434,22789,16733
60415,22800,16741
60423,22789,16744
60428,22781,16746
60428,22777,16750
60425,22778,16752
60435,22770,16750
60428,22770,16755
60438,22755,16760
60440,22752,16761
60442,22745,16766
60441,22742,16770
60445,22738,16770
60430,22751,16772
60424,22751,16777
60406,22772,16774
60413,22761,16778
60393,22778,16781
60397,22772,16782
60374,22792,16785
60393,22773,16784
60375,22788,16786
60352,22811,16784
60342,22819,16786
60329,22827,16791
60333,22822,16792
60314,22835,16798
60287,22858,16802
60268,22878,16800
60255,22888,16803
60241,22897,16807
60228,22912,16804
60200,22936,16808
60188,22942,16812
60161,22970,16811
60147,22981,16814
60132,22993,16814
60127,22993,16818
60122,22997,16819
60117,22995,16826
60084,23023,16831
60063,23041,16831
60048,23050,16837
60016,23082,16837
60000,23097,16837
59965,23127,16842
59944,23142,16847
59923,23160,16850
59899,23179,16855
59860,23217,16856
59845,23229,16859
59802,23270,16861
59790,23277,16866
59757,23305,16871
59721,23335,16876
59711,23344,16877
59670,23381,16880
59659,23386,16886
59630,23409,16892
59599,23435,16896
59560,23467,16902
59551,23474,16904
59528,23488,16913
59492,23518,16917
59462,23541,16924
59424,23573,16930
59389,23605,16932
59359,23633,16934
59313,23673,16940
59296,23686,16944
59257,23719,16950
59229,23740,16957
59201,23762,16962
59151,23807,16966
59118,23835,16970
59069,23876,16978
59046,23894,16983
58987,23945,16991
58974,23952,16997
58906,24015,17001
58868,24047,17007
58827,24085,17010
58808,24100,17012
58743,24164,17013
58698,24204,17017
58654,24240,17025
58611,24279,17029
58557,24331,17031
58517,24368,17034
58481,24404,17034
58421,24455,17043
58392,24487,17040
58333,24537,17049
58284,24580,17053
58216,24644,17057
58157,24696,17064
58101,24744,17072
58033,24807,17077
57994,24845,17078
57933,24905,17079
57865,24969,17082
57816,25007,17093
57731,25083,17101
57691,25115,17107
57617,25179,17117
57560,25225,17127
57525,25257,17130
57475,25300,17137
57408,25364,17139
57368,25398,17145
57299,25463,17149
57260,25497,17154
57207,25543,17161
57140,25599,17172
57071,25664,17176
57014,25707,17190
56960,25758,17193
56888,25823,17200
56807,25898,17206
56732,25967,17212
56653,26039,17219
56580,26106,17225
56500,26175,17236
56411,26252,17248
56337,26319,17255
56276,26374,17261
56203,26437,17270
56107,26527,17276
56048,26578,17281
55956,26666,17285
55905,26714,17288
55817,26791,17299
55729,26874,17304
55650,26941,17315
55600,26982,17324
55489,27092,17325
55427,27147,17332
55327,27242,17335
55235,27324,17345
55154,27398,17352
55080,27472,17352
54982,27564,17358
54904,27636,17364
54803,27733,17368
54712,27824,17368
54635,27891,17378
54565,27952,17387
54457,28048,17399
54399,28099,17406
54283,28211,17409
54204,28279,17420
54104,28371,17428
54038,28432,17433
53930,28531,17441
