neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24762,16629
58666,24720,16630
58695,24689,16632
58717,24667,16632
58752,24628,16636
58785,24595,16635
58812,24565,16638
58836,24543,16636
58867,24512,16636
58881,24498,16635
58892,24487,16634
58928,24453,16632
58956,24423,16631
58983,24393,16634
59012,24366,16632
59033,24347,16630
59056,24322,16632
59095,24286,16629
59122,24259,16629
59140,24239,16631
59169,24206,16634
59179,24195,16634
59221,24155,16632
59243,24130,16635
59282,24088,16636
59307,24064,16635
59335,24032,16637
59368,23999,16637
59377,23993,16634
59422,23946,16636
59436,23931,16636
59467,23896,16639
59489,23871,16642
59505,23853,16643
59534,23825,16642
59561,23797,16643
59585,23774,16642
59603,23753,16645
59616,23737,16646
59625,23727,16647
59653,23697,16649
59681,23665,16653
59706,23636,16657
59719,23624,16656
59740,23601,16658
59781,23556,16661
59786,23550,16659
59815,23518,16662
59828,23506,16660
59857,23475,16661
59871,23457,16665
59896,23428,16667
59909,23415,16667
59929,23395,16667
59955,23368,16668
59968,23349,16671
59992,23324,16672
60010,23311,16667
60029,23294,16664
60057,23267,16663
60072,23252,16662
60084,23239,16662
60109,23214,16662
60107,23214,16664
60119,23199,16666
60121,23195,16668
60136,23178,16669
60143,23164,16676
60175,23131,16677
60180,23125,16677
60187,23118,16677
60204,23101,16677
60210,23093,16679
60246,23057,16679
60254,23049,16679
60283,23016,16683
60302,22998,16681
60330,22965,16686
60325,22967,16687
60358,22935,16684
60356,22939,16682
60366,22928,16683
60368,22925,16684
60381,22913,16681
60379,22910,16686
60392,22899,16684
60405,22884,16686
60404,22877,16692
60408,22869,16696
60418,22854,16699
60406,22864,16701
60411,22856,16704
60419,22845,16707
60429,22827,16713
60428,22826,16715
60435,22813,16721
60436,22811,16722
60436,22808,16725
60426,22818,16724
60416,22825,16727
60430,22805,16732
60423,22810,16734
60445,22790,16732
60430,22803,16734
60442,22791,16734
60423,22802,16742
60431,22791,16745
60437,22783,16747
60437,22779,16751
60433,22781,16753
60444,22771,16752
60439,22771,16757
60449,22756,16762
60451,22753,16763
60454,22745,16768
60452,22743,16772
60456,22739,16772
60442,22751,16774
60438,22750,16779
60418,22773,16776
60425,22762,16780
60406,22777,16783
60411,22771,16784
60387,22792,16787
60406,22773,16787
60387,22789,16790
60367,22811,16788
60354,22822,16790
60343,22827,16796
60347,22822,16797
60325,22839,16802
60302,22857,16806
60279,22881,16804
60265,22892,16807
60253,22899,16810
60243,22912,16807
60211,22940,16810
60203,22943,16815
60178,22969,16814
60160,22983,16816
60147,22994,16818
60143,22994,16821
60138,22998,16822
60133,22995,16829
60098,23025,16832
60077,23045,16833
60062,23054,16839
60033,23083,16839
60014,23101,16839
59979,23131,16844
59960,23144,16849
59938,23162,16852
59917,23178,16857
59876,23218,16858
59862,23229,16861
59815,23274,16863
59805,23278,16867
59770,23308,16872
59738,23335,16877
59723,23349,16878
59683,23386,16881
59675,23388,16887
59644,23413,16893
59613,23439,16895
59574,23472,16901
59567,23476,16903
59542,23492,16912
59506,23523,16917
59475,23547,16924
59440,23574,16929
59401,23610,16931
59373,23635,16934
59327,23675,16940
59309,23688,16944
59268,23722,16950
59239,23744,16957
59211,23767,16962
59160,23812,16966
59127,23841,16970
59077,23883,16977
59054,23901,16982
58993,23954,16990
58979,23961,16995
58912,24024,16999
58879,24051,17005
58834,24093,17008
58813,24111,17011
58754,24168,17012
58701,24216,17017
58662,24246,17024
58615,24289,17028
58564,24338,17030
58519,24380,17033
58482,24417,17033
58427,24463,17042
58393,24500,17039
58335,24549,17048
58288,24589,17054
58221,24652,17058
58158,24708,17065
58107,24751,17073
58038,24815,17078
57999,24853,17079
57941,24910,17080
57869,24978,17083
57823,25012,17094
57737,25090,17102
57702,25119,17108
57625,25186,17118
57570,25230,17128
57537,25260,17131
57481,25309,17138
57416,25372,17140
57376,25406,17146
57306,25472,17150
57268,25505,17155
57213,25553,17162
57147,25607,17173
57073,25677,17177
57023,25713,17191
56964,25767,17195
56892,25832,17202
56810,25908,17208
56738,25973,17214
56662,26042,17221
56581,26117,17227
56509,26179,17237
56417,26259,17249
56339,26329,17256
56283,26379,17262
56211,26442,17271
56108,26539,17276
56049,26592,17282
55958,26678,17285
55900,26733,17288
55816,26805,17299
55730,26886,17304
55650,26955,17315
55597,26999,17324
55489,27106,17325
55427,27161,17332
55328,27256,17336
55235,27339,17345
55154,27413,17352
55075,27492,17352
54980,27581,17358
54901,27654,17364
54798,27753,17368
54708,27843,17368
54626,27914,17378
54559,27972,17387
54450,28069,17399
54391,28120,17406
54277,28231,17409
54198,28299,17420
54095,28393,17428
54028,28455,17433
53931,28543,17442
