Smokes,Does not smoke
19474,80549
20243,79778
20622,79398
20152,79866
20460,79558
20083,79933
20374,79642
20028,79988
20278,79738
19872,80144
20120,79896
19794,80222
20101,79915
19757,80257
20105,79909
19738,80275
20020,79993
19663,80350
19992,80021
19627,80386
19936,80077
19583,80429
19863,80149
19485,80527
19800,80212
19447,80565
19810,80201
19455,80553
19785,80223
19424,80583
19752,80255
19374,80632
19672,80333
19340,80665
19668,80335
19321,80682
19633,80370
19312,80691
19660,80343
19338,80665
19659,80343
19304,80698
19621,80381
19273,80729
19592,80410
19273,80729
19584,80418
19256,80742
19588,80410
19264,80733
19596,80400
19264,80732
19599,80397
19250,80745
19589,80404
19248,80745
19589,80404
19248,80745
19587,80404
19245,80746
19585,80406
19243,80748
19585,80406
19243,80748
19585,80406
19242,80748
19583,80407
19240,80750
19584,80405
19239,80750
19584,80405
19239,80750
19581,80405
19238,80747
19583,80402
19238,80745
19583,80399
19243,80739
19599,80382
19254,80727
19604,80376
19266,80713
19605,80374
19266,80713
19605,80374
19266,80713
19610,80368
19271,80706
19613,80364
19276,80701
19612,80364
19267,80708
19608,80366
19266,80707
19608,80365
19266,80707
19608,80365
19266,80707
19607,80365
19257,80715
19600,80371
19252,80719
19599,80372
19250,80720
19598,80372
19250,80720
19598,80371
19250,80719
19598,80371
19250,80719
19601,80367
19262,80706
19608,80360
19275,80693
19616,80351
19287,80680
19626,80341
19296,80670
19631,80334
19309,80656
19640,80325
19310,80655
19640,80325
19310,80654
19640,80324
19310,80654
19640,80323
19309,80653
19640,80322
19309,80653
19640,80322
19309,80653
19640,80322
19309,80653
19640,80321
19309,80650
19639,80320
19309,80650
19639,80320
19309,80649
19638,80320
19307,80648
19637,80318
19306,80647
19636,80317
19305,80646
19636,80314
19306,80644
19638,80312
19314,80636
19642,80308
19327,80622
19645,80304
19335,80614
19659,80290
19340,80609
19668,80280
19347,80599
19676,80270
19353,80592
19682,80263
19354,80591
19682,80263
19354,80591
19682,80263
19354,80591
19681,80263
19354,80590
19681,80262
19353,80589
19680,80261
19353,80588
19680,80261
19353,80587
19680,80259
19352,80587
19680,80258
19352,80586
19680,80258
19352,80585
19680,80257
19352,80585
19680,80257
19352,80585
19680,80257
19352,80585
19680,80257
19352,80585
19680,80257
19352,80585
19680,80257
19352,80585
19680,80257
19352,80585
19680,80256
19352,80584
19680,80255
19352,80583
19680,80255
19352,80583
19680,80255
19352,80583
19680,80255
19352,80583
19680,80255
19350,80584
19680,80254
19350,80584
19680,80254
19350,80582
19678,80254
19349,80582
19673,80258
19342,80587
19667,80262
19326,80603
19660,80269
19325,80603
19659,80269
19325,80602
19659,80268
19325,80601
19659,80267
19325,80600
19660,80265
19325,80600
19659,80264
19324,80599
19659,80263
19324,80598
19659,80263
19324,80598
19659,80260
19323,80596
19659,80260
19323,80596
19659,80258
19317,80600
19654,80263
19306,80611
19643,80274
19295,80622
19632,80285
19280,80636
19624,80292
19272,80644
19622,80294
19272,80644
19622,80294
19272,80644
19622,80294
19272,80644
19622,80294
19271,80643
19622,80292
19271,80643
19622,80292
19271,80643
19621,80292
