neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58574,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16636
58881,24499,16635
58891,24488,16634
58927,24454,16632
58956,24425,16632
58983,24394,16635
59012,24367,16633
59033,24348,16631
59056,24323,16633
59095,24287,16629
59122,24260,16629
59140,24240,16631
59169,24207,16635
59179,24197,16635
59221,24157,16633
59243,24132,16636
59282,24089,16637
59307,24065,16636
59335,24035,16638
59368,24002,16638
59377,23996,16635
59421,23949,16637
59434,23934,16638
59466,23899,16640
59488,23874,16643
59505,23856,16644
59534,23828,16643
59561,23800,16644
59585,23777,16643
59603,23756,16646
59616,23742,16647
59625,23731,16648
59653,23701,16650
59681,23669,16654
59706,23640,16658
59717,23628,16657
59737,23605,16659
59779,23558,16662
59784,23555,16660
59813,23523,16663
59826,23511,16661
59856,23480,16662
59870,23462,16666
59895,23435,16668
59908,23421,16668
59928,23401,16668
59954,23374,16669
59969,23354,16672
59993,23329,16673
60011,23316,16667
60030,23299,16665
60058,23272,16664
60074,23257,16663
60087,23244,16663
60111,23220,16663
60109,23220,16665
60120,23205,16667
60122,23201,16669
60137,23185,16670
60144,23171,16677
60175,23139,16678
60182,23132,16678
60187,23125,16678
60205,23106,16677
60211,23098,16679
60247,23062,16679
60255,23054,16679
60283,23020,16683
60302,23002,16681
60330,22969,16686
60326,22971,16688
60358,22939,16686
60356,22943,16684
60367,22931,16685
60369,22928,16686
60383,22916,16683
60381,22913,16688
60393,22902,16686
60406,22887,16688
60406,22880,16694
60410,22872,16698
60422,22857,16701
60410,22867,16703
60416,22858,16706
60424,22847,16709
60434,22830,16716
60433,22829,16718
60440,22815,16724
60440,22814,16725
60440,22810,16728
60430,22820,16727
60421,22826,16730
60434,22807,16736
60427,22812,16738
60449,22792,16736
60434,22805,16738
60446,22793,16738
60427,22804,16745
60436,22792,16748
60441,22785,16750
60441,22780,16754
60439,22780,16756
60448,22772,16754
60442,22773,16759
60452,22758,16764
60456,22753,16765
60453,22749,16769
60452,22746,16773
60457,22741,16773
60442,22754,16775
60437,22754,16780
60418,22776,16777
60425,22765,16781
60406,22780,16784
60410,22775,16785
60386,22796,16788
60406,22776,16788
60387,22792,16791
60369,22812,16788
60353,22826,16790
60343,22831,16795
60347,22826,16796
60325,22842,16802
60302,22861,16806
60283,22880,16804
60268,22892,16807
60257,22899,16811
60245,22914,16807
60213,22942,16811
60204,22945,16816
60176,22974,16815
60163,22984,16818
60146,22999,16820
60144,22997,16823
60139,23001,16824
60132,23001,16830
60098,23029,16835
60078,23047,16837
60065,23054,16843
60032,23087,16842
60015,23104,16842
59983,23131,16846
59961,23147,16852
59941,23164,16855
59919,23181,16860
59879,23220,16861
59864,23232,16864
59818,23276,16866
59807,23282,16871
59776,23308,16875
59737,23341,16880
59726,23351,16881
59683,23391,16884
59675,23393,16889
59645,23417,16895
59614,23444,16898
59577,23475,16904
59569,23481,16906
59545,23496,16915
59513,23523,16920
59480,23548,16927
59445,23577,16933
59406,23612,16935
59378,23638,16937
59333,23677,16943
59314,23692,16947
59276,23724,16953
59246,23747,16960
59221,23767,16965
59168,23815,16969
59134,23845,16973
59086,23885,16981
59061,23905,16986
59001,23955,16994
58988,23962,17000
58919,24027,17004
58883,24056,17010
58839,24097,17013
58819,24114,17016
58758,24174,17017
58708,24219,17022
58668,24251,17030
58623,24292,17034
58567,24346,17036
58528,24382,17039
58491,24418,17039
58430,24470,17048
58401,24502,17045
58340,24552,17054
58295,24591,17060
58228,24654,17064
58168,24707,17071
58113,24754,17079
58044,24818,17084
58007,24854,17085
57947,24912,17085
57876,24980,17088
57831,25014,17098
57744,25093,17106
57706,25125,17112
57632,25189,17122
57576,25235,17132
57542,25266,17135
57489,25312,17142
57420,25379,17144
57381,25412,17150
57309,25480,17154
57270,25514,17159
57217,25560,17166
57150,25616,17177
57081,25681,17181
57024,25724,17195
56970,25775,17198
56898,25840,17205
56817,25913,17212
56743,25982,17217
56670,26048,17224
56588,26123,17231
56514,26187,17241
56421,26267,17253
56348,26333,17260
56286,26389,17266
56214,26452,17274
56116,26544,17280
56054,26599,17286
55965,26685,17289
55912,26735,17291
55824,26811,17303
55738,26890,17309
55658,26959,17320
55609,27000,17328
55497,27111,17329
55435,27166,17336
55338,27259,17339
55245,27341,17349
55166,27413,17356
55091,27488,17356
54991,27582,17362
54913,27654,17368
54809,27754,17372
54719,27844,17372
54638,27915,17382
54572,27971,17391
54460,28071,17403
54402,28121,17410
54290,28230,17413
54207,28302,17424
54111,28389,17432
54043,28452,17437
53943,28543,17444
