neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16633
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16635
58928,24454,16633
58956,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59306,24067,16638
59334,24035,16640
59367,24002,16640
59375,23996,16637
59420,23949,16639
59434,23934,16639
59466,23899,16642
59486,23874,16645
59503,23856,16646
59532,23828,16645
59559,23800,16646
59583,23777,16645
59601,23756,16648
59614,23742,16649
59623,23731,16650
59651,23701,16652
59679,23669,16656
59704,23640,16660
59717,23627,16659
59738,23604,16661
59779,23559,16664
59782,23556,16662
59810,23524,16665
59824,23512,16663
59854,23478,16664
59868,23460,16668
59893,23433,16670
59906,23420,16670
59925,23400,16670
59951,23373,16671
59966,23354,16674
59990,23329,16675
60008,23316,16669
60027,23299,16667
60055,23272,16666
60071,23257,16665
60083,23244,16665
60107,23220,16665
60105,23220,16667
60117,23205,16670
60119,23201,16672
60133,23185,16673
60140,23171,16680
60169,23138,16681
60176,23131,16681
60183,23124,16680
60201,23106,16680
60206,23098,16682
60241,23062,16682
60249,23054,16682
60278,23021,16686
60298,23002,16684
60326,22968,16689
60322,22970,16691
60355,22938,16689
60352,22943,16687
60363,22930,16688
60363,22928,16689
60378,22915,16687
60375,22913,16691
60388,22902,16689
60401,22887,16691
60401,22880,16698
60403,22872,16702
60414,22857,16705
60402,22867,16707
60408,22858,16709
60417,22846,16712
60426,22830,16719
60426,22828,16721
60434,22814,16727
60434,22812,16728
60434,22809,16731
60427,22817,16730
60414,22825,16733
60429,22804,16739
60423,22808,16741
60444,22789,16738
60431,22800,16740
60440,22791,16740
60423,22800,16748
60430,22790,16751
60436,22782,16753
60436,22778,16757
60434,22777,16759
60444,22768,16757
60437,22770,16762
60449,22753,16767
60449,22752,16768
60450,22746,16773
60447,22744,16775
60453,22738,16775
60438,22751,16777
60432,22751,16782
60412,22774,16779
60419,22763,16782
60400,22779,16784
60405,22773,16785
60380,22795,16788
60400,22775,16788
60381,22791,16791
60359,22814,16789
60348,22823,16791
60335,22831,16796
60340,22825,16797
60318,22841,16803
60296,22859,16807
60276,22880,16805
60261,22892,16808
60249,22900,16812
60239,22912,16809
60207,22940,16813
60199,22942,16817
60171,22971,16816
60157,22982,16817
60143,22994,16819
60139,22993,16823
60133,22998,16824
60127,22997,16831
60094,23025,16836
60072,23044,16838
60059,23051,16844
60025,23085,16844
60009,23101,16844
59976,23129,16849
59954,23145,16854
59934,23162,16857
59912,23178,16862
59873,23216,16863
59858,23228,16866
59811,23272,16868
59801,23277,16873
59769,23304,16877
59734,23334,16882
59723,23344,16883
59681,23383,16886
59669,23388,16892
59640,23410,16898
59607,23438,16902
59571,23467,16907
59562,23474,16909
59538,23489,16918
59503,23519,16922
59475,23541,16928
59438,23571,16935
59399,23607,16937
59371,23633,16939
59325,23673,16945
59308,23686,16949
59267,23720,16955
59238,23742,16962
59212,23763,16967
59164,23806,16971
59127,23840,16974
59077,23881,16983
59056,23897,16988
58995,23949,16996
58983,23955,17002
58913,24021,17006
58880,24048,17012
58835,24090,17015
58816,24106,17017
58754,24167,17018
58705,24211,17023
58666,24242,17031
58621,24283,17035
58569,24333,17037
58526,24373,17040
58490,24409,17040
58431,24459,17049
58400,24493,17046
58337,24545,17055
58292,24584,17061
58227,24645,17065
58163,24701,17072
58110,24746,17080
58042,24809,17085
58001,24849,17086
57942,24907,17087
57872,24974,17090
57826,25009,17101
57739,25088,17109
57703,25118,17115
57626,25184,17125
57573,25227,17135
57537,25260,17138
57483,25307,17145
57418,25370,17147
57378,25404,17153
57305,25472,17156
57268,25504,17161
57213,25552,17168
57151,25603,17179
57076,25674,17183
57023,25713,17197
56967,25766,17200
56895,25830,17207
56813,25906,17213
56741,25972,17218
56664,26042,17225
56585,26114,17232
56512,26176,17243
56418,26258,17255
56348,26319,17262
56284,26377,17268
56215,26437,17277
56115,26531,17283
56054,26585,17289
55968,26668,17292
55910,26723,17295
55823,26797,17307
55742,26873,17312
55662,26942,17323
55611,26984,17332
55503,27090,17333
55438,27148,17340
55338,27244,17344
55244,27328,17354
55165,27400,17361
55092,27473,17361
54991,27568,17367
54911,27643,17372
54806,27743,17376
54717,27832,17376
54640,27899,17386
54568,27962,17395
54459,28060,17406
54401,28111,17413
54289,28220,17416
54208,28290,17426
54111,28379,17434
54046,28439,17439
53946,28530,17447
