POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,115,67,6,3,99298
402,126,115,67,4,5,99304
398,129,113,69,4,5,99305
397,130,114,69,3,6,99304
385,138,113,71,4,6,99306
385,140,114,71,4,6,99303
383,140,114,70,5,7,99304
379,141,115,69,6,8,99305
371,143,117,67,7,9,99309
367,146,116,68,7,9,99310
364,148,116,68,7,9,99311
363,150,117,65,8,9,99311
360,152,114,66,8,10,99313
361,152,115,66,6,12,99311
359,153,113,67,6,12,99313
361,151,113,66,7,12,99313
346,155,113,66,7,14,99322
340,158,112,64,9,14,99326
334,159,113,63,9,14,99331
331,162,113,62,8,14,99333
331,159,115,62,7,15,99334
329,160,116,61,8,15,99334
321,165,116,63,6,17,99335
315,168,116,63,4,19,99338
313,169,117,63,3,20,99338
309,168,117,63,3,20,99343
308,168,118,63,3,20,99343
302,165,120,62,5,20,99349
300,165,118,62,5,20,99353
296,167,119,61,5,20,99355
293,171,121,60,7,20,99351
293,172,120,61,7,20,99350
295,172,119,60,8,21,99348
297,171,118,59,8,21,99349
299,172,117,60,8,21,99346
297,169,117,60,7,22,99351
296,171,117,60,6,23,99350
291,173,116,61,4,25,99353
293,174,117,61,3,26,99349
285,174,117,62,3,26,99356
282,177,117,61,4,26,99356
282,173,120,59,5,27,99357
279,175,120,59,4,28,99358
278,179,118,59,4,28,99357
274,180,120,58,4,28,99359
269,181,119,58,4,29,99363
265,183,120,58,4,29,99364
269,180,120,59,4,30,99361
265,179,121,60,4,30,99364
260,177,123,61,4,30,99368
260,176,122,61,5,30,99369
259,178,121,61,6,30,99368
261,175,117,64,6,30,99370
259,178,117,65,5,31,99368
255,176,118,65,6,31,99372
252,174,118,64,7,31,99377
250,170,119,62,7,31,99384
250,170,119,61,7,31,99385
249,169,117,62,5,33,99388
248,163,117,63,5,33,99394
247,162,116,63,5,33,99397
247,159,114,64,8,34,99397
246,157,111,62,11,34,99402
244,160,109,62,10,35,99403
243,161,108,62,10,35,99404
240,161,108,60,10,35,99409
240,161,107,59,11,35,99410
237,161,108,59,9,37,99412
239,158,108,59,7,39,99413
238,158,107,58,8,39,99415
233,158,107,58,9,39,99419
233,156,105,59,8,40,99422
231,150,107,60,8,41,99426
229,150,107,60,8,41,99428
227,150,107,60,7,42,99430
220,155,108,57,8,43,99432
220,156,105,57,10,43,99432
221,151,106,58,9,44,99434
219,152,104,58,9,44,99437
221,152,101,56,8,46,99439
218,150,104,56,8,46,99441
218,147,107,56,8,46,99441
215,148,107,57,8,46,99442
219,146,108,57,7,47,99439
220,146,108,57,7,48,99437
224,147,107,58,6,50,99431
227,145,108,59,5,51,99428
226,143,109,60,5,51,99429
222,141,112,60,5,51,99432
225,136,113,60,5,52,99432
222,136,112,59,4,53,99437
220,138,112,59,4,53,99437
218,137,115,59,4,53,99437
220,135,117,59,4,53,99435
221,136,117,59,4,53,99433
223,133,114,59,4,53,99437
219,132,117,59,5,53,99438
217,131,118,59,5,53,99440
215,127,118,59,4,54,99446
217,123,120,59,4,54,99446
216,124,120,60,4,54,99445
219,121,120,60,4,54,99445
219,119,122,60,4,54,99445
211,122,122,59,6,54,99449
213,121,122,58,6,55,99448
216,120,124,59,6,55,99443
213,120,123,61,6,55,99445
212,119,122,61,5,56,99448
214,115,125,61,5,56,99447
215,116,123,63,5,56,99445
217,115,122,64,6,56,99443
217,115,123,64,6,56,99442
223,110,121,64,7,56,99442
229,109,119,64,5,58,99439
229,106,118,65,5,58,99442
230,107,118,65,5,58,99440
227,108,119,65,5,58,99441
226,106,120,62,5,60,99444
227,107,120,62,5,60,99442
226,102,120,61,5,60,99449
227,100,120,60,5,60,99451
230,100,120,59,6,60,99448
233,98,120,60,5,61,99446
235,98,119,59,6,61,99445
236,98,117,61,6,61,99444
239,99,115,61,7,61,99441
239,99,114,62,7,61,99441
237,99,117,61,6,62,99441
239,97,118,60,7,62,99440
241,98,117,61,6,63,99437
