POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
412,122,115,66,7,2,99299
396,123,114,68,4,5,99313
397,123,112,70,4,5,99312
393,126,113,70,3,6,99312
384,133,112,70,3,6,99315
380,133,113,70,4,6,99317
376,136,111,69,5,8,99318
374,135,112,69,5,8,99320
367,138,112,66,7,9,99324
365,139,111,67,7,9,99325
363,140,111,67,7,9,99326
359,145,110,66,8,9,99326
359,145,111,66,8,9,99325
359,144,108,67,7,11,99327
358,146,107,67,7,12,99326
355,147,106,65,8,13,99329
346,147,106,66,6,15,99337
336,153,102,64,8,15,99345
330,152,104,61,9,15,99352
328,156,102,60,10,15,99352
329,155,103,57,10,16,99353
327,153,104,56,10,16,99357
325,154,106,56,10,16,99356
311,161,104,57,6,20,99364
311,160,106,56,5,21,99364
306,163,104,56,3,23,99368
306,162,103,56,3,23,99370
301,160,105,54,2,24,99377
293,157,105,52,4,25,99387
291,159,104,53,4,25,99387
288,161,101,54,4,25,99390
294,156,102,51,6,26,99388
297,155,101,52,6,26,99386
294,157,99,54,6,26,99387
294,159,98,54,6,26,99386
292,155,96,53,5,27,99395
290,154,95,53,5,27,99399
289,153,93,53,4,28,99403
284,157,94,52,4,29,99403
281,159,94,51,5,29,99404
275,164,94,50,4,30,99406
276,162,93,50,4,31,99407
275,159,93,50,4,31,99411
275,162,93,49,4,32,99408
274,160,93,49,4,32,99411
268,164,93,47,4,33,99414
265,167,93,48,3,34,99413
264,166,91,49,3,35,99415
256,167,93,48,3,35,99421
256,164,92,50,3,35,99423
254,159,95,49,3,36,99427
247,163,93,51,2,37,99430
248,162,90,51,2,37,99433
249,160,91,49,4,37,99433
251,158,90,50,4,37,99433
252,154,88,51,3,38,99437
249,151,85,51,3,38,99446
249,151,85,48,3,38,99449
241,152,87,48,4,38,99453
241,151,88,48,4,38,99453
240,151,85,49,3,39,99456
238,150,86,49,4,39,99457
238,145,86,51,3,40,99460
235,141,84,52,4,40,99467
236,140,84,51,5,40,99467
232,140,85,48,7,40,99471
229,138,86,46,8,41,99475
227,137,86,44,10,41,99478
226,138,87,43,10,41,99478
222,134,89,42,9,43,99484
221,129,94,42,8,44,99485
221,128,91,43,7,44,99489
221,124,89,44,5,45,99495
217,123,88,43,5,46,99501
216,125,88,42,4,47,99501
210,128,86,42,3,48,99506
207,127,86,43,2,49,99509
207,128,87,43,2,49,99507
205,129,88,42,2,49,99508
205,130,85,43,1,50,99509
207,128,84,41,2,50,99511
205,126,86,40,3,50,99513
204,122,85,40,1,52,99519
205,121,85,40,1,52,99519
202,118,83,42,1,52,99525
205,119,82,42,1,52,99522
208,120,81,43,0,53,99518
207,116,80,45,0,53,99522
206,113,82,46,0,53,99523
207,111,84,46,0,53,99522
206,108,86,46,0,53,99524
205,108,86,45,0,53,99526
203,105,86,44,1,53,99531
205,103,88,43,1,53,99530
206,102,89,43,1,53,99529
205,103,91,43,1,53,99527
200,102,92,43,1,53,99532
199,103,91,43,1,53,99533
202,104,90,44,1,53,99529
202,105,90,43,2,53,99528
197,105,91,43,2,53,99532
197,104,88,42,2,54,99536
196,102,90,42,2,54,99537
196,104,89,42,2,54,99536
194,100,92,43,3,54,99537
195,95,95,43,3,54,99538
195,95,96,43,2,55,99537
193,94,95,42,2,56,99541
190,94,95,42,2,56,99544
188,93,95,43,2,56,99546
190,91,95,44,2,56,99545
193,90,92,44,2,57,99545
196,90,91,43,3,57,99543
199,89,91,43,2,58,99541
201,87,91,43,3,58,99540
200,87,90,44,3,58,99541
198,86,88,45,3,58,99545
198,86,87,44,1,60,99547
202,85,87,44,1,60,99544
203,83,87,43,1,60,99546
202,85,87,42,1,60,99546
204,85,85,42,1,60,99546
204,83,86,42,1,60,99547
206,83,86,41,0,61,99546
208,82,86,39,1,61,99546
210,83,88,37,2,61,99542
212,82,87,39,2,61,99540
216,78,88,39,2,61,99539
216,79,85,40,2,61,99540
219,79,84,39,2,62,99538
