POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
412,122,115,66,7,2,99299
402,126,115,66,4,5,99305
399,125,115,67,4,5,99308
388,135,113,70,3,6,99308
388,135,112,71,3,6,99308
380,138,113,71,4,6,99311
377,138,114,71,3,8,99312
370,140,114,70,5,8,99316
362,140,117,67,7,9,99321
359,140,116,69,7,9,99323
355,142,116,69,7,9,99325
349,147,116,69,6,9,99327
341,149,118,67,7,10,99331
340,150,116,67,6,11,99333
338,151,114,68,6,12,99334
334,151,113,67,7,12,99339
321,157,111,68,6,14,99346
312,159,110,65,9,14,99354
309,158,111,65,9,14,99357
311,158,111,63,11,14,99355
306,157,112,62,10,15,99361
307,157,112,60,11,15,99361
299,159,112,60,11,15,99367
297,161,111,61,8,18,99367
293,164,111,61,6,20,99368
289,166,111,61,5,21,99370
289,164,108,61,5,21,99375
284,164,110,59,5,22,99379
275,168,109,59,6,22,99384
269,168,112,58,5,24,99387
269,167,113,58,5,24,99387
273,167,111,58,7,24,99383
274,167,108,57,7,25,99385
272,167,108,57,7,25,99387
271,169,104,59,7,25,99388
271,169,105,59,7,25,99387
269,170,104,57,6,27,99390
267,170,105,57,6,27,99391
269,167,103,58,4,29,99393
267,168,101,58,4,29,99396
259,172,100,57,4,30,99401
256,169,102,56,4,31,99405
255,169,102,54,6,31,99406
253,167,103,54,4,33,99409
252,168,103,54,3,33,99410
246,169,102,52,4,33,99417
240,173,104,50,4,34,99418
242,170,103,51,5,34,99418
239,169,102,52,5,34,99422
237,169,104,53,4,35,99421
236,167,105,52,5,35,99423
238,167,102,54,6,35,99421
238,161,103,55,6,35,99425
234,162,103,56,6,35,99427
231,163,102,55,6,36,99430
227,159,100,54,6,37,99440
226,153,97,53,6,37,99451
224,156,95,53,5,38,99452
224,155,95,53,4,39,99453
222,150,95,54,4,39,99459
220,150,92,57,4,39,99461
220,150,90,56,8,40,99459
219,147,91,54,9,40,99463
215,149,89,53,11,40,99466
209,147,89,53,10,41,99474
207,144,90,52,11,41,99478
206,142,89,53,10,42,99481
206,141,88,52,9,43,99484
206,142,90,52,9,43,99481
205,140,94,52,8,44,99480
203,138,95,51,8,45,99483
204,136,93,51,5,47,99487
205,133,96,51,5,47,99486
203,132,98,50,5,48,99487
198,134,100,49,4,49,99489
194,135,95,49,4,49,99497
193,132,93,48,5,49,99503
191,131,93,48,6,49,99505
190,130,93,49,6,49,99506
190,127,94,48,6,50,99508
187,127,94,47,5,51,99512
188,121,97,48,4,52,99513
188,119,99,49,3,53,99512
190,121,96,52,3,53,99508
186,121,97,52,3,53,99511
186,121,97,52,2,54,99511
193,119,97,52,1,55,99506
195,116,96,52,1,55,99508
193,115,97,51,1,55,99511
193,111,97,52,2,55,99513
188,107,103,52,2,55,99516
185,107,104,52,2,55,99518
184,104,104,52,2,55,99522
184,102,105,52,2,55,99523
187,99,107,51,3,55,99521
187,98,105,50,4,55,99524
186,96,108,50,4,55,99524
185,95,107,50,4,55,99527
183,95,105,50,2,57,99531
183,91,108,51,2,57,99531
186,91,107,51,2,57,99529
184,90,107,51,2,57,99532
184,89,107,48,3,57,99535
184,88,109,48,3,57,99534
185,87,110,48,2,58,99533
193,83,105,50,2,58,99532
191,85,104,51,2,58,99532
190,82,105,50,2,58,99536
187,81,106,50,2,58,99539
184,81,105,51,2,58,99542
185,81,106,49,4,58,99540
184,82,105,49,4,58,99541
188,81,106,48,5,58,99537
191,79,106,47,4,60,99536
193,78,106,47,4,60,99535
198,77,104,49,4,61,99530
199,76,101,49,5,61,99532
199,76,100,50,4,62,99532
200,76,100,50,3,63,99531
198,75,100,50,3,63,99534
202,74,100,50,2,64,99531
205,74,99,51,2,64,99528
205,73,99,51,2,64,99529
207,73,99,48,4,64,99528
204,73,99,48,4,64,99531
209,73,97,50,3,65,99526
210,73,94,51,3,65,99527
214,72,93,51,3,65,99525
216,70,91,52,3,65,99526
217,71,89,52,4,65,99525
