neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58893,24488,16636
58929,24454,16633
58957,24425,16633
58984,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59307,24066,16638
59335,24036,16640
59367,24002,16640
59376,23996,16637
59421,23949,16638
59434,23934,16639
59466,23899,16642
59487,23874,16645
59504,23856,16646
59533,23828,16644
59559,23800,16645
59583,23777,16644
59601,23756,16647
59614,23741,16648
59623,23731,16649
59651,23701,16651
59679,23669,16655
59704,23640,16659
59715,23628,16658
59736,23605,16660
59777,23558,16663
59782,23555,16661
59811,23523,16664
59825,23511,16662
59855,23480,16663
59868,23462,16667
59893,23435,16669
59906,23421,16669
59926,23400,16669
59951,23373,16670
59967,23354,16673
59991,23329,16673
60009,23316,16668
60028,23299,16666
60056,23272,16665
60073,23256,16664
60085,23244,16664
60109,23220,16664
60107,23220,16666
60119,23205,16669
60120,23200,16671
60135,23184,16672
60142,23170,16679
60173,23138,16680
60179,23131,16680
60186,23124,16680
60204,23106,16680
60210,23096,16682
60246,23060,16682
60254,23051,16682
60282,23018,16686
60302,23000,16684
60329,22967,16689
60325,22969,16691
60358,22937,16689
60356,22941,16687
60367,22929,16688
60369,22926,16689
60383,22914,16687
60380,22910,16691
60393,22899,16689
60406,22884,16691
60406,22877,16698
60410,22869,16702
60422,22854,16704
60410,22864,16706
60416,22855,16709
60424,22844,16712
60434,22827,16719
60432,22826,16721
60439,22813,16727
60440,22810,16728
60440,22807,16731
60430,22817,16730
60421,22823,16733
60434,22804,16739
60427,22809,16741
60449,22789,16739
60434,22802,16741
60446,22790,16740
60427,22801,16748
60435,22790,16751
60441,22782,16753
60441,22778,16757
60439,22778,16759
60448,22770,16758
60442,22771,16763
60453,22755,16768
60455,22752,16769
60456,22746,16774
60454,22743,16778
60459,22738,16778
60444,22751,16779
60439,22751,16784
60420,22773,16781
60427,22762,16785
60407,22777,16788
60411,22771,16789
60387,22792,16792
60407,22772,16792
60388,22788,16794
60368,22810,16792
60355,22821,16794
60342,22828,16799
60347,22822,16800
60324,22839,16806
60301,22858,16810
60282,22878,16808
60266,22890,16811
60255,22897,16815
60243,22912,16811
60212,22939,16815
60201,22943,16820
60174,22971,16819
60160,22981,16822
60144,22995,16824
60142,22993,16827
60137,22997,16828
60130,22997,16835
60099,23023,16839
60077,23043,16841
60064,23050,16846
60030,23083,16846
60013,23100,16846
59980,23127,16850
59958,23143,16856
59938,23160,16859
59916,23177,16864
59876,23216,16865
59861,23228,16868
59815,23272,16870
59804,23278,16875
59772,23305,16879
59735,23337,16884
59723,23347,16885
59681,23386,16888
59671,23389,16894
59641,23413,16899
59609,23440,16903
59571,23471,16909
59563,23477,16911
59538,23493,16920
59506,23520,16925
59471,23548,16931
59436,23575,16938
59398,23611,16940
59371,23635,16941
59324,23676,16947
59307,23689,16951
59266,23723,16956
59237,23745,16963
59212,23765,16968
59160,23813,16972
59127,23842,16976
59078,23882,16984
59053,23902,16989
58995,23952,16997
58983,23957,17003
58913,24023,17007
58878,24052,17013
58833,24094,17016
58812,24112,17019
58753,24170,17019
58703,24215,17024
58662,24247,17032
58617,24287,17036
58560,24342,17038
58521,24378,17041
58486,24413,17041
58426,24462,17050
58393,24498,17046
58336,24546,17055
58289,24587,17061
58223,24649,17065
58162,24703,17072
58107,24750,17080
58041,24811,17085
58000,24851,17086
57940,24910,17087
57871,24975,17090
57823,25011,17101
57736,25090,17109
57699,25121,17115
57624,25186,17125
57568,25232,17134
57535,25262,17137
57480,25309,17144
57412,25375,17146
57371,25409,17152
57302,25474,17156
57263,25507,17160
57209,25554,17167
57145,25607,17178
57071,25677,17182
57020,25714,17196
56963,25768,17199
56890,25834,17206
56808,25910,17212
56736,25977,17217
56662,26044,17224
56581,26117,17231
56507,26180,17242
56416,26257,17254
56341,26325,17261
56281,26379,17267
56208,26443,17276
56108,26537,17282
56049,26588,17287
55959,26675,17290
55903,26728,17293
55816,26803,17304
55733,26881,17309
55652,26951,17320
55605,26989,17329
55492,27101,17330
55429,27157,17337
55333,27249,17341
55238,27334,17351
55158,27407,17358
55083,27482,17358
54984,27574,17363
54905,27647,17369
54802,27746,17373
54712,27835,17373
54629,27907,17383
54562,27965,17392
54452,28063,17404
54393,28115,17411
54280,28223,17414
54198,28294,17425
54103,28381,17432
54034,28445,17437
53930,28539,17446
