POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
399,125,115,67,4,5,99308
402,125,115,67,4,5,99305
392,133,114,69,3,6,99306
388,136,113,70,3,6,99307
384,139,111,71,4,6,99308
384,138,113,68,6,7,99307
373,142,115,68,6,8,99311
366,146,115,68,6,9,99313
366,146,115,68,7,9,99312
360,148,115,67,8,9,99316
355,152,115,68,8,9,99316
355,153,115,67,9,9,99315
347,156,114,66,7,11,99322
349,154,113,66,8,12,99321
348,153,113,65,8,13,99323
342,153,113,67,6,15,99327
333,156,111,66,8,15,99334
325,157,112,64,9,15,99341
324,160,112,62,10,16,99339
324,161,112,62,10,16,99338
318,160,114,60,12,16,99343
316,160,114,61,11,17,99344
313,162,114,61,7,21,99345
303,168,113,61,6,22,99350
300,169,115,61,6,22,99350
297,167,116,61,5,24,99353
297,165,117,60,6,24,99354
294,165,118,60,5,25,99356
288,166,120,61,4,26,99358
290,167,120,60,5,26,99355
291,168,119,59,7,26,99353
291,169,118,60,7,26,99352
294,168,119,57,8,27,99350
296,169,119,57,8,27,99347
296,171,116,59,8,27,99346
296,170,118,59,7,28,99345
290,177,118,58,3,32,99345
291,178,117,59,3,32,99343
286,179,116,61,3,32,99346
283,180,115,62,1,34,99348
283,180,117,59,4,34,99346
278,179,119,57,4,35,99351
277,180,118,57,4,35,99352
281,178,120,56,4,35,99349
279,178,119,56,3,36,99352
274,182,118,57,4,36,99352
270,184,119,55,6,36,99353
271,184,119,57,5,37,99350
270,182,120,57,4,38,99352
269,183,120,58,3,39,99351
267,186,118,57,5,39,99351
268,183,119,59,5,39,99350
264,184,119,59,5,39,99353
263,180,122,58,5,40,99355
260,180,118,58,4,41,99362
261,180,117,57,5,41,99362
260,178,118,57,4,42,99364
260,176,118,59,3,43,99364
259,173,119,60,3,43,99366
258,174,119,61,3,43,99365
256,175,113,63,6,43,99367
255,172,113,64,6,44,99369
249,174,110,63,8,44,99375
247,172,111,61,7,45,99380
244,174,110,61,7,45,99382
237,174,110,60,8,45,99389
240,172,111,60,7,46,99387
238,174,112,59,7,47,99386
241,170,114,59,7,47,99385
234,168,116,60,6,48,99391
235,166,112,60,5,49,99396
234,166,111,59,6,49,99398
233,166,109,59,6,50,99400
229,165,107,59,6,51,99406
228,166,106,58,7,51,99407
223,167,103,60,6,52,99412
223,162,105,57,9,52,99415
223,159,105,57,10,52,99417
224,158,105,57,10,52,99417
223,157,108,57,8,54,99416
222,152,110,58,7,55,99419
226,150,112,59,4,58,99414
222,149,111,59,5,58,99419
224,146,114,59,5,58,99417
226,144,116,58,4,60,99415
226,140,119,57,3,62,99416
226,138,120,58,3,62,99416
225,135,122,57,4,62,99418
226,134,122,59,4,62,99416
225,134,124,59,4,62,99415
224,132,122,60,4,63,99418
221,135,122,60,4,63,99418
224,132,121,59,5,63,99419
226,128,123,59,5,63,99419
226,124,121,58,6,63,99425
222,126,123,58,6,63,99425
223,123,124,58,6,63,99426
219,124,124,59,5,64,99428
220,122,123,59,5,64,99430
220,122,123,58,6,64,99430
219,121,125,58,5,65,99430
219,120,125,57,5,65,99432
219,122,123,56,5,67,99431
220,121,123,57,5,67,99430
223,120,124,58,5,67,99426
221,117,127,58,4,68,99428
221,117,126,58,4,68,99429
223,115,126,57,4,68,99430
221,115,124,58,4,68,99433
221,112,126,59,4,68,99433
224,112,124,61,3,69,99430
227,112,124,60,4,69,99427
231,112,123,58,5,69,99425
228,113,123,57,5,69,99428
230,113,122,57,5,70,99426
231,109,120,58,5,70,99430
230,109,120,58,5,70,99431
228,110,120,56,4,72,99433
229,108,120,56,3,73,99434
230,107,121,55,3,73,99434
231,109,120,55,4,73,99431
233,105,121,54,5,73,99432
238,104,120,53,6,73,99429
239,101,119,54,6,73,99431
240,101,117,56,6,73,99430
245,101,114,57,6,73,99427
245,100,116,57,5,74,99426
246,100,116,55,6,74,99426
248,100,114,57,6,74,99424
