neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58574,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58716,24668,16633
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16635
58928,24454,16633
58956,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24089,16639
59307,24065,16638
59335,24035,16640
59368,24002,16640
59374,23996,16637
59419,23949,16639
59433,23934,16640
59465,23899,16642
59487,23874,16645
59504,23856,16646
59533,23828,16645
59560,23800,16646
59584,23777,16645
59602,23756,16648
59615,23741,16649
59624,23731,16650
59652,23701,16652
59680,23669,16656
59705,23640,16660
59717,23628,16659
59735,23605,16661
59777,23560,16664
59782,23557,16662
59811,23523,16665
59825,23511,16662
59855,23480,16663
59869,23462,16667
59894,23434,16669
59907,23421,16669
59927,23401,16669
59953,23374,16670
59968,23354,16673
59992,23329,16674
60010,23316,16668
60029,23299,16666
60057,23272,16665
60074,23256,16664
60086,23244,16664
60110,23220,16664
60108,23220,16666
60119,23205,16669
60121,23201,16671
60136,23185,16672
60143,23171,16679
60174,23139,16680
60181,23132,16680
60188,23124,16680
60205,23106,16680
60211,23098,16682
60246,23062,16681
60254,23054,16681
60283,23020,16685
60303,23002,16683
60330,22969,16688
60325,22971,16689
60358,22939,16687
60356,22943,16685
60367,22931,16686
60369,22928,16687
60382,22916,16684
60380,22913,16689
60393,22902,16687
60405,22887,16689
60405,22880,16695
60409,22872,16699
60421,22857,16702
60409,22867,16704
60415,22858,16707
60422,22848,16710
60433,22830,16717
60431,22829,16719
60438,22816,16725
60439,22814,16726
60439,22809,16729
60429,22819,16728
60420,22825,16731
60432,22807,16737
60427,22810,16739
60448,22791,16737
60434,22803,16739
60446,22791,16739
60427,22802,16747
60435,22791,16750
60441,22783,16752
60441,22779,16756
60439,22779,16757
60448,22771,16755
60442,22772,16760
60452,22756,16765
60454,22753,16766
60455,22747,16771
60453,22744,16775
60458,22739,16775
60443,22752,16777
60438,22752,16782
60419,22774,16779
60426,22763,16783
60407,22778,16786
60411,22773,16787
60387,22794,16790
60407,22774,16790
60388,22790,16793
60368,22812,16791
60356,22822,16793
60343,22830,16798
60347,22824,16799
60324,22840,16804
60300,22859,16807
60282,22879,16805
60265,22892,16808
60255,22898,16812
60242,22914,16809
60211,22941,16813
60202,22945,16818
60175,22973,16817
60160,22983,16820
60144,22995,16822
60141,22994,16826
60137,22997,16827
60130,22997,16834
60099,23023,16838
60077,23043,16839
60063,23051,16844
60031,23083,16843
60013,23100,16843
59982,23126,16848
59961,23141,16854
59940,23159,16857
59918,23176,16862
59877,23216,16863
59862,23228,16865
59817,23271,16867
59805,23278,16872
59775,23303,16876
59736,23336,16881
59723,23346,16881
59681,23385,16884
59670,23388,16888
59641,23411,16894
59609,23439,16898
59572,23469,16904
59563,23476,16906
59539,23491,16915
59505,23520,16920
59473,23546,16926
59439,23573,16933
59401,23609,16935
59373,23634,16937
59326,23674,16943
59308,23688,16947
59269,23721,16952
59241,23742,16958
59215,23763,16963
59163,23811,16967
59130,23840,16971
59080,23882,16979
59055,23902,16984
58997,23951,16992
58983,23958,16998
58913,24023,17002
58876,24050,17008
58831,24092,17011
58814,24106,17014
58749,24170,17015
58700,24214,17020
58660,24246,17028
58617,24285,17032
58559,24341,17034
58520,24377,17037
58484,24413,17037
58425,24463,17046
58392,24498,17043
58332,24548,17052
58289,24585,17058
58219,24651,17062
58159,24704,17069
58103,24751,17077
58039,24810,17082
57999,24849,17083
57942,24905,17084
57868,24976,17087
57822,25011,17098
57738,25087,17105
57698,25121,17111
57623,25185,17121
57569,25229,17131
57532,25263,17134
57478,25310,17141
57409,25376,17143
57371,25408,17149
57301,25474,17153
57262,25507,17157
57210,25552,17164
57145,25606,17175
57074,25673,17179
57020,25713,17193
56964,25766,17195
56891,25832,17202
56808,25909,17208
56736,25976,17213
56660,26045,17220
56579,26119,17227
56506,26180,17238
56415,26259,17250
56341,26326,17257
56278,26382,17263
56208,26443,17272
56109,26536,17278
56049,26590,17283
55960,26676,17286
55904,26728,17289
55817,26802,17301
55732,26882,17306
55655,26948,17317
55605,26989,17326
55494,27098,17327
55430,27155,17334
55335,27246,17338
55239,27333,17347
55159,27406,17354
55085,27480,17354
54986,27572,17359
54904,27648,17365
54803,27745,17369
54713,27834,17369
54632,27905,17379
54564,27964,17388
54454,28063,17399
54397,28113,17406
54282,28225,17409
54209,28287,17420
54104,28383,17426
54037,28444,17431
53935,28537,17440
