neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58751,24629,16636
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58891,24488,16635
58927,24454,16633
58956,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16630
59122,24260,16630
59140,24240,16632
59169,24207,16636
59179,24197,16636
59221,24157,16634
59243,24132,16637
59282,24091,16638
59307,24066,16637
59335,24036,16639
59367,24003,16639
59376,23997,16636
59421,23950,16638
59434,23935,16638
59466,23900,16641
59487,23875,16644
59504,23857,16645
59532,23829,16644
59559,23801,16645
59583,23778,16644
59600,23757,16647
59613,23742,16648
59622,23732,16649
59650,23702,16651
59678,23670,16655
59703,23641,16659
59716,23629,16658
59736,23606,16660
59778,23561,16663
59783,23558,16661
59809,23526,16664
59823,23513,16661
59853,23481,16662
59866,23462,16665
59891,23435,16667
59904,23422,16667
59924,23402,16667
59949,23375,16668
59964,23356,16671
59988,23331,16671
60006,23318,16666
60025,23301,16664
60053,23274,16662
60068,23258,16661
60081,23245,16661
60105,23221,16661
60103,23221,16663
60115,23206,16666
60117,23202,16668
60132,23185,16668
60139,23171,16675
60170,23139,16676
60177,23132,16676
60183,23125,16676
60201,23107,16676
60207,23099,16678
60242,23063,16678
60250,23055,16678
60278,23021,16682
60298,23003,16680
60326,22969,16685
60322,22971,16687
60355,22940,16685
60353,22943,16683
60364,22930,16684
60366,22927,16685
60380,22915,16683
60376,22912,16687
60389,22901,16685
60401,22886,16687
60401,22879,16694
60405,22871,16698
60417,22856,16701
60405,22866,16703
60411,22857,16706
60418,22847,16709
60429,22829,16716
60428,22828,16718
60434,22815,16723
60435,22813,16724
60435,22809,16727
60427,22818,16726
60415,22826,16728
60430,22805,16734
60423,22810,16736
60445,22790,16734
60430,22803,16736
60441,22792,16736
60423,22802,16744
60430,22792,16747
60436,22784,16749
60436,22780,16753
60434,22780,16755
60443,22772,16754
60437,22773,16759
60448,22757,16764
60450,22754,16765
60451,22748,16770
60449,22745,16774
60455,22739,16774
60439,22753,16775
60434,22753,16780
60415,22775,16777
60423,22763,16781
60402,22780,16783
60406,22774,16784
60384,22793,16787
60402,22775,16787
60383,22791,16789
60362,22814,16787
60351,22823,16789
60337,22831,16794
60343,22824,16795
60321,22840,16801
60297,22859,16805
60278,22880,16803
60263,22892,16806
60253,22898,16810
60242,22912,16806
60210,22939,16809
60201,22943,16814
60174,22971,16813
60159,22982,16815
60143,22995,16816
60141,22993,16820
60136,22997,16821
60129,22996,16828
60096,23024,16832
60077,23041,16834
60063,23049,16840
60031,23080,16840
60012,23099,16840
59980,23126,16844
59959,23140,16850
59938,23158,16853
59915,23175,16858
59875,23214,16859
59860,23226,16862
59813,23271,16864
59803,23276,16869
59770,23304,16873
59734,23335,16878
59725,23343,16879
59681,23384,16882
59672,23387,16888
59642,23410,16894
59610,23438,16898
59574,23468,16904
59565,23475,16906
59543,23487,16915
59509,23516,16920
59475,23543,16927
59443,23569,16933
59402,23606,16934
59373,23633,16936
59329,23671,16942
59310,23686,16946
59270,23719,16952
59240,23742,16959
59217,23760,16964
59165,23808,16968
59132,23836,16972
59083,23877,16980
59058,23896,16985
58999,23947,16993
58989,23951,16999
58916,24020,17003
58883,24047,17009
58837,24090,17012
58819,24104,17014
58757,24165,17015
58709,24208,17020
58666,24243,17028
58623,24282,17032
58568,24335,17034
58530,24369,17037
58490,24408,17035
58432,24457,17044
58401,24491,17041
58342,24541,17050
58294,24583,17056
58228,24645,17060
58168,24698,17067
58113,24745,17075
58047,24806,17080
58006,24846,17081
57945,24906,17082
57876,24972,17085
57829,25008,17096
57743,25086,17104
57705,25116,17110
57629,25182,17120
57572,25229,17130
57538,25259,17133
57483,25307,17140
57414,25374,17142
57379,25402,17148
57304,25473,17152
57269,25503,17157
57214,25551,17164
57151,25603,17175
57078,25671,17178
57022,25712,17192
56967,25764,17195
56895,25829,17202
56811,25907,17208
56740,25973,17213
56667,26039,17220
56582,26117,17227
56510,26177,17238
56421,26253,17250
56344,26323,17257
56283,26377,17263
56211,26440,17272
56110,26535,17278
56053,26586,17284
55961,26675,17286
55908,26725,17289
55819,26803,17300
55739,26878,17305
55656,26949,17316
55610,26986,17325
55498,27097,17326
55435,27153,17333
55336,27248,17337
55243,27331,17347
55165,27402,17354
55091,27476,17354
54994,27567,17360
54913,27642,17366
54811,27740,17370
54720,27831,17370
54638,27902,17380
54568,27963,17389
54459,28060,17401
54398,28114,17408
54288,28221,17411
54206,28292,17422
54104,28385,17430
54038,28446,17435
53939,28535,17443
