neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16636
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58893,24488,16636
58929,24454,16633
58957,24425,16633
58984,24395,16636
59013,24367,16634
59034,24348,16632
59057,24323,16634
59096,24287,16631
59123,24260,16631
59141,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59242,24132,16638
59282,24091,16639
59306,24066,16638
59333,24035,16640
59365,24002,16640
59374,23996,16637
59418,23949,16639
59432,23934,16640
59463,23899,16642
59485,23874,16645
59502,23856,16646
59531,23828,16645
59558,23800,16645
59582,23777,16644
59600,23755,16647
59613,23741,16648
59622,23731,16649
59650,23701,16651
59678,23669,16655
59703,23639,16658
59716,23627,16657
59737,23603,16659
59775,23558,16662
59780,23555,16660
59809,23523,16663
59823,23510,16661
59853,23478,16662
59867,23459,16666
59892,23432,16668
59905,23419,16668
59924,23399,16666
59949,23372,16667
59961,23353,16670
59985,23328,16671
60003,23314,16666
60022,23297,16664
60050,23270,16663
60066,23255,16662
60079,23242,16662
60102,23218,16662
60100,23218,16664
60112,23203,16667
60114,23199,16669
60129,23183,16670
60136,23169,16677
60167,23137,16678
60174,23130,16678
60181,23123,16678
60199,23104,16678
60203,23096,16680
60239,23060,16680
60247,23052,16680
60276,23019,16683
60296,23000,16681
60324,22967,16686
60320,22969,16688
60353,22938,16686
60351,22941,16684
60362,22928,16685
60363,22926,16686
60378,22913,16683
60375,22911,16688
60389,22899,16686
60402,22884,16688
60402,22877,16695
60406,22869,16699
60418,22854,16701
60406,22864,16703
60412,22855,16706
60418,22845,16709
60428,22827,16716
60427,22826,16718
60435,22812,16723
60435,22810,16724
60434,22807,16727
60425,22817,16726
60416,22823,16729
60429,22803,16735
60421,22809,16737
60443,22789,16735
60428,22802,16737
60440,22790,16736
60421,22801,16744
60429,22790,16747
60435,22782,16749
60435,22778,16753
60433,22778,16755
60442,22770,16753
60436,22771,16757
60447,22755,16762
60449,22752,16763
60449,22746,16768
60448,22743,16771
60453,22738,16770
60438,22751,16772
60433,22751,16777
60414,22773,16774
60421,22762,16778
60402,22777,16781
60406,22772,16782
60383,22792,16785
60402,22773,16785
60383,22789,16788
60365,22809,16785
60352,22820,16786
60338,22829,16790
60342,22823,16791
60320,22838,16798
60296,22858,16802
60277,22879,16800
60263,22889,16803
60251,22897,16807
60238,22913,16804
60207,22940,16808
60199,22943,16812
60171,22971,16811
60154,22983,16814
60139,22995,16815
60137,22993,16819
60132,22996,16819
60126,22995,16826
60093,23023,16831
60072,23042,16833
60060,23048,16839
60027,23081,16839
60009,23099,16839
59977,23126,16843
59956,23141,16849
59935,23159,16852
59913,23176,16857
59872,23215,16858
59857,23227,16861
59811,23270,16863
59799,23277,16867
59768,23303,16872
59730,23336,16877
59720,23345,16878
59679,23383,16881
59669,23387,16887
59640,23410,16892
59609,23438,16895
59572,23469,16901
59563,23476,16902
59539,23491,16911
59505,23520,16916
59472,23546,16922
59435,23575,16929
59398,23609,16931
59369,23636,16933
59325,23674,16939
59305,23690,16943
59267,23722,16949
59239,23743,16956
59213,23764,16961
59161,23812,16965
59128,23841,16969
59077,23882,16977
59053,23901,16982
58995,23951,16990
58983,23957,16996
58915,24021,17000
58877,24053,17006
58836,24091,17009
58815,24109,17012
58754,24169,17013
58704,24214,17018
58662,24248,17026
58619,24287,17030
58563,24341,17032
58522,24379,17035
58485,24415,17035
58424,24467,17044
58395,24499,17041
58331,24554,17050
58286,24593,17056
58223,24652,17060
58158,24710,17067
58105,24754,17075
58037,24816,17080
57998,24854,17080
57937,24914,17081
57865,24981,17084
57821,25014,17095
57734,25092,17103
57696,25124,17109
57624,25186,17119
57566,25234,17129
57532,25264,17131
57480,25309,17138
57410,25376,17140
57371,25409,17146
57302,25474,17150
57263,25508,17155
57210,25554,17162
57145,25607,17173
57073,25674,17177
57018,25715,17191
56961,25769,17194
56892,25832,17200
56810,25907,17206
56739,25972,17212
56665,26039,17219
56584,26113,17226
56507,26177,17237
56418,26254,17249
56340,26325,17256
56282,26377,17261
56208,26442,17270
56110,26534,17276
56050,26588,17281
55958,26676,17284
55903,26727,17287
55818,26800,17299
55729,26883,17305
55653,26947,17316
55600,26992,17324
55491,27100,17325
55427,27157,17332
55330,27250,17336
55234,27335,17346
55159,27403,17353
55080,27482,17353
54982,27574,17359
54908,27642,17365
54797,27749,17369
54713,27833,17369
54629,27907,17379
54564,27963,17388
54450,28064,17400
54398,28109,17407
54285,28219,17410
54203,28290,17420
54107,28378,17428
54040,28440,17433
53939,28532,17442
