neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58716,24668,16633
58751,24629,16637
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16636
58927,24454,16633
58956,24425,16633
58983,24395,16636
59012,24368,16634
59033,24348,16632
59056,24323,16634
59095,24287,16630
59122,24260,16630
59140,24240,16632
59169,24207,16636
59179,24197,16636
59221,24157,16634
59243,24132,16637
59282,24091,16638
59307,24067,16637
59334,24034,16639
59367,24001,16639
59376,23995,16636
59421,23948,16638
59433,23933,16638
59465,23898,16641
59485,23873,16644
59502,23855,16645
59531,23827,16644
59558,23799,16645
59582,23776,16644
59600,23755,16647
59613,23740,16648
59622,23730,16649
59650,23700,16651
59678,23668,16655
59703,23639,16659
59716,23627,16658
59733,23604,16660
59774,23559,16663
59779,23556,16661
59808,23522,16664
59822,23510,16662
59852,23479,16663
59866,23460,16667
59891,23433,16669
59904,23420,16669
59922,23400,16668
59948,23373,16669
59964,23354,16672
59988,23328,16673
60006,23315,16667
60025,23298,16665
60053,23271,16664
60069,23256,16663
60082,23243,16663
60106,23219,16663
60104,23219,16665
60115,23204,16668
60117,23200,16670
60132,23184,16671
60139,23170,16678
60171,23137,16679
60177,23130,16679
60185,23122,16679
60202,23104,16679
60208,23096,16680
60243,23060,16680
60251,23050,16680
60280,23017,16684
60300,22999,16682
60328,22966,16687
60324,22966,16689
60356,22935,16687
60354,22939,16685
60366,22926,16686
60367,22924,16687
60380,22911,16685
60377,22908,16689
60390,22897,16687
60402,22882,16689
60402,22875,16696
60406,22867,16700
60418,22852,16703
60406,22862,16705
60411,22853,16707
60418,22843,16710
60429,22825,16717
60428,22824,16719
60436,22810,16725
60436,22809,16726
60436,22806,16729
60427,22815,16728
60417,22822,16731
60432,22801,16737
60424,22807,16739
60446,22787,16736
60431,22800,16738
60443,22788,16738
60424,22798,16746
60431,22788,16749
60438,22779,16751
60436,22776,16755
60435,22775,16757
60444,22767,16756
60438,22768,16761
60449,22752,16766
60451,22749,16767
60451,22744,16772
60450,22740,16775
60454,22736,16775
60439,22749,16777
60433,22749,16781
60414,22771,16778
60421,22760,16782
60401,22776,16785
60405,22771,16786
60381,22792,16789
60401,22772,16788
60382,22788,16791
60363,22809,16789
60351,22819,16791
60337,22828,16796
60344,22820,16797
60320,22837,16802
60297,22856,16806
60277,22878,16804
60263,22889,16807
60251,22897,16811
60240,22911,16808
60207,22938,16812
60199,22941,16817
60171,22970,16815
60157,22981,16817
60143,22993,16819
60137,22994,16822
60134,22995,16823
60127,22995,16830
60095,23022,16835
60075,23040,16836
60061,23048,16842
60028,23081,16842
60011,23097,16842
59979,23124,16847
59957,23140,16852
59937,23157,16855
59915,23174,16860
59875,23212,16861
59859,23225,16864
59814,23268,16866
59801,23276,16871
59769,23301,16875
59732,23333,16880
59721,23343,16881
59680,23381,16884
59671,23384,16890
59640,23409,16895
59609,23435,16898
59571,23466,16903
59565,23470,16905
59537,23489,16914
59504,23517,16918
59476,23538,16925
59438,23570,16931
59402,23603,16933
59371,23632,16935
59326,23671,16941
59309,23684,16945
59269,23718,16951
59239,23741,16958
59215,23760,16963
59162,23808,16967
59128,23839,16970
59078,23880,16979
59055,23898,16984
58995,23950,16992
58984,23955,16998
58913,24022,17002
58879,24050,17008
58835,24091,17011
58815,24108,17014
58756,24166,17015
58706,24211,17020
58665,24244,17028
58624,24281,17032
58567,24336,17034
58527,24373,17037
58490,24409,17037
58431,24459,17046
58401,24492,17043
58338,24547,17051
58294,24585,17057
58226,24649,17061
58165,24703,17068
58113,24747,17076
58043,24811,17081
58004,24849,17082
57946,24906,17083
57874,24975,17086
57827,25010,17096
57742,25087,17104
57704,25119,17110
57629,25183,17120
57573,25229,17130
57537,25262,17133
57485,25307,17140
57417,25373,17142
57377,25406,17148
57307,25472,17152
57266,25508,17157
57214,25553,17164
57149,25607,17175
57076,25676,17179
57024,25714,17193
56965,25770,17196
56895,25832,17203
56811,25908,17209
56740,25973,17215
56666,26040,17222
56585,26114,17229
56513,26176,17239
56418,26259,17251
56347,26322,17258
56284,26379,17264
56210,26444,17273
56112,26536,17279
56051,26590,17285
55962,26676,17287
55907,26728,17290
55820,26803,17302
55739,26879,17307
55657,26950,17318
55608,26989,17327
55498,27098,17328
55434,27155,17335
55335,27250,17339
55239,27336,17349
55163,27405,17356
55089,27479,17356
54988,27574,17362
54909,27647,17368
54804,27748,17372
54712,27839,17372
54635,27906,17382
54564,27968,17391
54457,28063,17403
54397,28116,17409
54288,28221,17412
54206,28292,17423
54106,28384,17431
54044,28441,17436
53938,28538,17444
