POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,116,66,6,3,99298
401,126,115,67,4,5,99305
403,127,114,68,4,5,99302
398,130,114,69,3,6,99303
388,137,112,71,3,6,99306
379,139,114,71,4,6,99310
378,136,114,69,5,7,99314
371,138,115,69,5,8,99317
363,141,117,67,7,9,99319
361,142,117,68,7,9,99319
359,143,116,68,7,9,99321
354,146,116,67,8,9,99323
351,148,116,67,8,10,99323
352,148,116,66,8,10,99323
350,150,114,66,7,12,99324
349,148,113,68,7,12,99326
340,153,112,67,8,14,99329
332,157,112,67,6,15,99334
331,158,113,66,7,15,99333
328,158,114,60,10,15,99338
324,159,114,59,11,15,99341
322,159,116,59,11,15,99341
312,164,116,57,11,15,99348
306,164,111,58,11,16,99357
304,165,112,57,8,18,99359
302,166,113,57,6,20,99359
302,164,114,56,6,20,99361
297,165,116,54,5,21,99365
292,166,117,53,6,22,99367
293,169,115,55,5,23,99363
292,170,114,56,5,23,99363
299,170,114,55,7,23,99355
302,171,112,55,7,24,99352
300,174,111,55,7,24,99352
302,174,109,57,7,24,99350
298,171,110,57,6,25,99356
295,173,108,59,5,26,99357
293,174,108,59,4,27,99358
287,173,110,60,4,27,99362
283,175,107,59,3,29,99367
279,179,105,60,3,29,99368
278,177,107,59,4,29,99369
280,179,107,57,5,30,99365
280,177,107,57,5,30,99367
277,179,108,57,5,30,99367
273,183,107,56,6,31,99367
272,184,108,56,6,31,99366
268,185,110,57,5,32,99366
263,183,110,58,5,32,99372
262,181,111,59,4,33,99373
257,182,113,57,4,34,99376
258,181,113,58,4,34,99375
258,178,113,58,3,35,99378
257,174,113,58,5,35,99381
256,174,111,59,5,35,99383
254,172,111,60,5,35,99386
249,172,112,59,5,35,99391
245,172,110,59,5,35,99397
245,170,111,60,3,37,99397
243,170,111,61,3,37,99398
243,168,110,60,4,37,99401
241,164,110,60,5,38,99405
241,164,107,61,6,38,99406
242,163,106,61,6,38,99407
243,161,106,60,7,38,99408
239,160,106,59,8,38,99413
232,154,111,58,9,38,99421
232,149,112,56,10,38,99426
231,148,109,54,11,39,99431
230,146,109,54,10,40,99434
224,142,108,54,9,42,99444
228,139,111,53,7,43,99442
227,132,113,55,7,43,99446
223,132,114,55,6,44,99449
219,134,113,55,6,44,99452
215,138,113,54,8,44,99451
212,141,111,56,7,45,99451
216,139,111,57,5,47,99448
211,138,109,59,5,47,99454
212,135,112,58,6,48,99452
213,133,113,58,6,48,99452
212,130,112,57,7,48,99457
212,127,113,58,7,48,99458
215,128,112,58,6,50,99454
219,126,114,56,5,52,99451
219,126,114,57,4,53,99450
221,125,113,59,3,54,99448
219,126,110,58,3,54,99453
220,125,106,59,2,55,99456
222,119,109,59,2,56,99456
219,118,109,58,3,56,99460
217,116,112,58,3,56,99461
214,116,113,57,4,56,99463
214,116,113,57,4,56,99463
216,114,113,57,4,56,99463
216,112,114,57,5,56,99463
216,108,116,55,4,57,99467
216,105,116,54,5,57,99470
214,105,116,55,4,58,99471
216,105,118,54,6,58,99466
217,105,119,53,4,59,99466
216,106,119,52,5,59,99466
215,105,120,51,6,59,99467
212,104,122,51,6,59,99469
212,103,123,51,5,60,99469
219,103,120,53,3,62,99463
217,103,119,54,3,62,99465
217,102,120,52,2,63,99467
214,102,118,53,2,63,99471
215,102,116,54,2,63,99471
213,100,117,53,3,63,99474
216,99,117,52,4,63,99472
217,99,116,52,4,64,99471
217,99,117,52,4,64,99470
221,98,117,52,4,64,99467
219,98,117,51,4,65,99469
219,98,117,50,5,65,99469
215,101,116,50,3,67,99471
213,103,115,50,3,67,99472
213,102,116,49,3,67,99473
215,102,116,49,2,68,99471
218,101,115,48,2,68,99471
216,102,116,49,2,68,99470
220,98,116,47,4,68,99470
221,98,114,47,3,69,99471
222,98,113,48,3,69,99470
225,99,107,53,3,69,99467
227,97,107,53,3,69,99467
228,98,102,55,3,69,99468
229,100,101,56,3,69,99465
