neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58574,24814,16632
58625,24763,16630
58666,24721,16631
58695,24690,16633
58717,24668,16633
58752,24629,16637
58785,24596,16636
58812,24566,16639
58836,24544,16637
58867,24513,16637
58882,24499,16636
58893,24488,16635
58928,24454,16633
58957,24425,16633
58984,24395,16635
59013,24368,16633
59034,24348,16631
59057,24323,16633
59095,24287,16630
59122,24260,16630
59140,24239,16632
59169,24206,16636
59179,24196,16636
59221,24156,16634
59242,24131,16636
59282,24089,16637
59307,24065,16636
59335,24034,16638
59368,24001,16638
59377,23995,16635
59422,23948,16637
59435,23933,16637
59467,23898,16640
59489,23873,16643
59506,23855,16644
59535,23827,16643
59562,23799,16644
59586,23776,16643
59604,23755,16646
59617,23740,16647
59626,23730,16648
59654,23700,16650
59682,23668,16654
59707,23639,16658
59716,23627,16657
59736,23604,16659
59778,23559,16662
59783,23554,16660
59810,23521,16663
59824,23509,16661
59854,23477,16661
59868,23459,16665
59892,23432,16667
59905,23419,16667
59925,23397,16667
59949,23370,16668
59965,23351,16671
59989,23326,16672
60008,23312,16667
60026,23296,16665
60054,23268,16664
60071,23252,16663
60082,23240,16663
60106,23216,16663
60104,23216,16665
60115,23201,16668
60117,23197,16670
60132,23181,16671
60139,23167,16678
60170,23135,16679
60177,23128,16679
60183,23119,16679
60200,23101,16678
60206,23093,16680
60242,23057,16679
60249,23048,16679
60278,23015,16683
60298,22997,16681
60325,22964,16686
60321,22966,16688
60353,22934,16686
60351,22938,16684
60361,22927,16685
60363,22924,16686
60377,22912,16684
60375,22909,16688
60389,22897,16686
60401,22883,16687
60401,22876,16694
60406,22867,16698
60417,22853,16700
60405,22863,16702
60411,22854,16705
60418,22843,16708
60428,22826,16715
60427,22825,16717
60434,22812,16723
60435,22810,16724
60434,22807,16727
60425,22817,16726
60416,22823,16729
60429,22804,16735
60422,22809,16737
60444,22789,16735
60429,22802,16737
60441,22790,16736
60422,22801,16744
60429,22790,16747
60435,22782,16749
60434,22779,16753
60433,22778,16755
60442,22770,16754
60436,22771,16759
60447,22755,16764
60449,22752,16765
60450,22745,16770
60448,22743,16773
60454,22737,16773
60437,22751,16775
60430,22750,16780
60411,22772,16777
60417,22762,16781
60399,22777,16784
60403,22771,16785
60379,22791,16788
60398,22772,16788
60379,22788,16791
60360,22809,16789
60346,22821,16789
60334,22828,16794
60337,22824,16794
60316,22839,16800
60293,22856,16804
60271,22877,16802
60258,22887,16805
60246,22895,16809
60234,22910,16805
60202,22938,16809
60195,22940,16814
60167,22968,16813
60153,22979,16816
60137,22993,16818
60133,22993,16822
60130,22995,16822
60122,22996,16829
60091,23022,16834
60069,23042,16836
60055,23050,16842
60022,23081,16841
60008,23095,16841
59972,23125,16845
59954,23137,16851
59934,23154,16854
59908,23175,16859
59872,23210,16860
59855,23224,16863
59812,23265,16865
59795,23275,16870
59766,23299,16874
59727,23333,16879
59718,23341,16880
59675,23381,16883
59665,23385,16889
59636,23407,16895
59599,23437,16897
59567,23463,16903
59557,23470,16905
59532,23486,16914
59499,23514,16919
59466,23540,16925
59431,23568,16932
59392,23604,16934
59366,23627,16936
59320,23667,16942
59301,23682,16946
59263,23714,16952
59233,23736,16959
59208,23756,16964
59154,23806,16967
59123,23833,16971
59073,23875,16979
59047,23895,16984
58989,23945,16992
58975,23952,16998
58907,24016,17002
58872,24044,17008
58828,24085,17011
58808,24102,17014
58748,24161,17015
58698,24206,17020
58658,24238,17028
58612,24280,17032
58558,24332,17034
58515,24372,17037
58479,24407,17037
58422,24455,17046
58388,24492,17043
58328,24543,17052
58282,24582,17058
58219,24641,17062
58154,24698,17070
58105,24738,17078
58034,24805,17082
57996,24842,17083
57938,24899,17084
57866,24968,17086
57821,25002,17097
57734,25081,17105
57696,25113,17111
57620,25179,17121
57564,25225,17131
57528,25257,17134
57474,25303,17141
57404,25371,17142
57367,25402,17148
57296,25469,17152
57259,25501,17157
57203,25550,17164
57140,25602,17175
57067,25671,17179
57014,25710,17192
56957,25764,17195
56886,25828,17201
56803,25905,17207
56735,25967,17213
56658,26037,17220
56580,26108,17227
56501,26176,17238
56410,26255,17250
56338,26320,17257
56277,26375,17263
56206,26437,17272
56108,26529,17278
56046,26584,17284
55953,26674,17287
55902,26722,17290
55812,26800,17302
55727,26879,17307
55649,26946,17318
55601,26985,17327
55489,27096,17328
55426,27151,17335
55329,27244,17339
55235,27327,17349
55155,27400,17356
55081,27474,17356
54979,27570,17362
54901,27642,17368
54797,27742,17372
54710,27829,17372
54630,27899,17382
54563,27955,17390
54455,28051,17402
54394,28105,17409
54285,28211,17412
54202,28283,17423
54107,28370,17431
54036,28436,17436
53936,28527,17445
