POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,115,67,6,3,99298
407,124,115,67,4,5,99301
407,125,115,67,4,5,99300
394,133,114,70,3,6,99303
386,137,113,70,4,6,99307
386,139,113,70,4,6,99305
386,138,114,69,5,7,99304
373,144,116,67,6,9,99308
371,143,117,67,7,9,99309
366,148,116,68,7,9,99309
366,150,116,66,8,9,99308
363,153,115,66,8,9,99309
352,155,113,67,8,10,99318
350,155,111,66,6,12,99323
349,155,110,66,7,12,99324
341,155,111,63,7,14,99332
339,156,109,63,8,15,99333
324,162,110,60,10,15,99342
322,164,111,57,12,15,99342
320,165,111,57,12,15,99343
322,163,111,56,11,16,99344
322,159,114,54,13,16,99345
321,161,113,54,12,17,99345
313,168,112,56,9,20,99345
311,168,111,55,7,22,99349
308,170,113,54,7,22,99349
308,165,115,53,6,23,99353
303,164,115,52,7,24,99358
298,164,115,53,5,26,99362
294,164,115,54,4,27,99365
295,164,117,53,5,27,99362
296,166,115,53,7,27,99359
297,167,113,54,7,27,99358
300,166,112,53,7,28,99357
299,163,112,53,7,28,99361
299,163,110,55,7,28,99361
298,161,111,55,5,30,99363
294,166,111,53,4,31,99364
296,165,108,53,3,32,99366
295,164,108,53,3,32,99368
293,165,107,53,3,33,99369
288,166,109,51,4,34,99371
285,165,108,50,4,35,99376
289,166,108,50,4,35,99371
283,168,110,50,3,36,99373
279,170,109,51,3,36,99375
272,173,108,51,4,36,99379
269,175,111,49,4,37,99378
267,173,110,49,4,37,99383
265,172,111,49,3,38,99385
258,168,112,49,4,39,99393
256,167,108,50,4,39,99399
256,164,112,50,4,39,99398
255,162,111,51,4,39,99401
251,161,113,50,4,39,99405
247,158,111,50,3,40,99414
245,157,109,51,2,41,99418
236,157,110,50,3,41,99426
236,153,108,51,2,42,99431
233,149,107,50,4,42,99438
233,150,106,50,4,42,99438
229,150,102,53,5,42,99442
228,149,103,54,5,42,99442
225,147,102,54,6,42,99447
224,143,102,52,8,42,99452
222,145,101,51,7,44,99453
221,145,101,51,7,44,99454
222,142,100,51,6,45,99457
221,143,100,51,6,45,99457
217,137,98,52,6,45,99468
214,137,99,54,6,45,99468
217,136,100,53,5,46,99466
216,132,99,56,5,46,99469
213,133,99,55,4,48,99471
210,129,99,55,4,49,99477
205,129,99,56,5,49,99480
208,129,98,55,7,49,99477
206,127,99,55,7,49,99480
203,129,98,54,9,49,99481
201,129,99,56,8,50,99480
206,128,101,56,6,52,99474
208,125,100,58,4,54,99474
207,125,99,59,3,55,99475
207,121,104,58,3,55,99475
206,121,104,58,3,55,99476
202,119,106,58,3,55,99480
205,119,106,59,2,56,99476
206,119,107,59,1,57,99474
206,119,108,58,2,57,99473
204,117,110,58,3,57,99474
204,115,109,58,2,58,99477
202,116,109,58,2,58,99478
200,114,111,56,4,58,99480
200,113,110,57,3,59,99481
198,110,108,55,5,59,99488
200,105,114,55,5,59,99485
198,105,114,55,5,59,99487
197,104,113,56,3,61,99489
195,103,117,57,3,61,99487
196,104,118,57,3,61,99484
195,104,119,56,4,61,99484
198,100,120,54,3,63,99485
200,100,119,54,3,63,99484
197,103,118,54,2,64,99485
198,99,118,53,3,65,99487
202,101,116,53,3,65,99483
202,101,115,54,3,65,99483
203,100,116,54,3,65,99482
203,98,115,55,3,65,99484
198,101,112,56,3,65,99488
202,100,111,56,3,65,99486
203,97,114,56,3,65,99485
209,91,115,55,3,66,99484
212,92,115,55,3,66,99480
208,94,116,54,3,66,99482
211,92,117,54,3,67,99479
209,91,115,55,3,67,99483
209,89,117,55,3,67,99483
207,90,117,55,2,68,99484
207,89,117,54,3,68,99485
211,90,117,53,3,69,99480
216,90,114,53,3,69,99478
216,89,115,52,4,69,99478
217,90,113,53,4,69,99477
220,91,113,53,4,69,99473
221,93,113,54,4,69,99469
226,93,113,54,5,69,99463
228,92,111,56,5,69,99462
227,92,109,56,4,70,99465
229,93,108,57,3,71,99462
