Smokes,Does not smoke
19474,80547
20242,79779
20617,79401
20123,79895
20429,79589
20034,79984
20325,79692
19972,80045
20220,79797
19830,80187
20074,79943
19740,80277
20042,79973
19697,80318
20060,79955
19690,80325
20010,80004
19648,80366
19991,80023
19638,80376
19939,80075
19586,80428
19870,80144
19513,80501
19825,80189
19484,80529
19838,80175
19491,80522
19820,80191
19472,80539
19792,80219
19431,80579
19731,80279
19401,80609
19718,80290
19387,80621
19690,80318
19379,80629
19715,80293
19410,80596
19732,80273
19392,80613
19700,80304
19369,80635
19681,80323
19360,80644
19666,80338
19357,80644
19678,80323
19368,80633
19691,80310
19368,80630
19689,80309
19368,80630
19689,80309
19368,80630
19688,80308
19368,80628
19688,80308
19368,80627
19688,80307
19368,80626
19687,80307
19367,80626
19685,80308
19362,80631
19680,80313
19361,80632
19680,80313
19361,80632
19680,80312
19361,80631
19679,80311
19357,80632
19677,80312
19355,80634
19676,80312
19355,80633
19676,80312
19356,80630
19679,80307
19359,80626
19678,80307
19352,80632
19677,80307
19352,80632
19682,80301
19357,80624
19690,80291
19361,80620
19691,80290
19361,80620
19691,80290
19355,80624
19683,80296
19348,80631
19683,80296
19348,80631
19683,80296
19348,80630
19683,80295
19348,80630
19683,80295
19348,80630
19683,80295
19347,80630
19683,80294
19347,80630
19683,80294
19347,80630
19683,80293
19347,80629
19683,80293
19347,80629
19683,80293
19347,80628
19683,80292
19347,80626
19682,80291
19347,80626
19681,80291
19347,80625
19681,80291
19347,80624
19681,80289
19349,80621
19681,80289
19349,80621
19681,80288
19348,80621
19681,80288
19348,80621
19681,80288
19348,80621
19681,80287
19348,80620
19681,80286
19348,80617
19680,80285
19348,80617
19680,80285
19347,80617
19680,80283
19346,80617
19679,80281
19347,80613
19684,80276
19356,80604
19688,80272
19364,80596
19690,80270
19376,80583
19703,80256
19381,80578
19713,80245
19389,80569
19724,80233
19407,80550
19743,80212
19426,80529
19755,80200
19432,80523
19762,80193
19436,80519
19773,80182
19462,80493
19821,80131
19519,80433
19867,80085
19557,80395
19916,80035
19611,80338
19962,79987
19643,80305
19979,79969
19655,80293
19986,79962
19654,80293
19986,79961
19653,80293
19986,79960
19653,80293
19986,79960
19651,80294
19984,79961
19651,80294
19984,79961
19651,80294
19984,79961
19651,80294
19984,79961
19651,80294
19984,79961
19651,80294
19984,79961
19651,80293
19984,79958
19650,80292
19980,79961
19649,80292
19980,79961
19649,80292
19980,79961
19649,80292
19980,79961
19649,80292
19979,79961
19649,80291
19979,79961
19649,80291
19979,79961
19649,80291
19978,79961
19649,80290
19978,79961
19649,80290
19978,79961
19649,80289
19978,79960
19649,80289
19978,79960
19649,80289
19978,79960
19649,80289
19978,79959
19648,80289
19978,79959
19648,80289
19978,79959
19648,80289
19978,79959
19647,80289
19978,79958
19647,80289
19978,79958
19647,80288
19978,79955
19642,80291
19975,79958
19642,80291
19975,79958
19638,80294
19972,79960
19628,80304
19954,79978
19609,80323
19924,80008
19587,80345
19917,80015
19587,80345
19917,80015
19587,80345
19917,80015
19587,80345
19917,80014
19586,80345
19917,80014
19586,80345
19917,80014
