Smokes,Does not smoke
19474,80549
20243,79778
20623,79395
20152,79866
20462,79556
20083,79934
20376,79640
20027,79989
20281,79735
19888,80128
20133,79883
19805,80211
20108,79906
19767,80247
20127,79887
19763,80250
20047,79966
19694,80319
20025,79988
19665,80348
19974,80039
19630,80383
19902,80111
19529,80484
19841,80172
19488,80525
19844,80168
19491,80518
19819,80190
19469,80540
19792,80217
19428,80577
19723,80282
19397,80608
19712,80293
19383,80622
19684,80321
19375,80629
19717,80287
19412,80592
19734,80270
19400,80603
19708,80295
19371,80632
19682,80321
19367,80633
19686,80314
19378,80620
19696,80301
19363,80634
19687,80310
19351,80645
19678,80318
19342,80654
19672,80323
19339,80656
19667,80328
19338,80657
19666,80327
19338,80655
19666,80327
19338,80655
19666,80327
19338,80655
19666,80327
19337,80655
19664,80328
19335,80657
19664,80328
19335,80657
19664,80328
19335,80657
19663,80328
19335,80656
19663,80327
19335,80655
19662,80327
19335,80654
19662,80326
19338,80650
19669,80319
19340,80646
19670,80316
19336,80650
19670,80316
19336,80650
19674,80311
19339,80644
19677,80306
19339,80644
19677,80306
19339,80643
19675,80306
19339,80642
19675,80304
19343,80636
19679,80300
19347,80632
19678,80299
19332,80645
19664,80313
19309,80667
19650,80326
19292,80684
19648,80327
19292,80683
19648,80327
19291,80683
19648,80326
19291,80683
19648,80326
19291,80683
19647,80326
19291,80682
19647,80326
19291,80682
19647,80326
19291,80681
19647,80325
19291,80680
19646,80325
19291,80680
19646,80325
19291,80680
19646,80324
19291,80679
19646,80322
19289,80679
19646,80322
19289,80679
19646,80322
19289,80679
19646,80322
19289,80679
19646,80322
19289,80678
19646,80321
19289,80678
19643,80322
19286,80678
19642,80322
19285,80678
19642,80321
19285,80678
19643,80318
19286,80674
19657,80303
19301,80659
19666,80294
19313,80646
19679,80280
19332,80627
19702,80257
19344,80614
19714,80244
19363,80595
19737,80221
19396,80561
19766,80191
19419,80538
19782,80173
19425,80530
19789,80166
19426,80528
19796,80157
19441,80512
19832,80121
19465,80488
19844,80105
19488,80461
19872,80077
19510,80438
19899,80049
19516,80431
19890,80056
19509,80437
19891,80055
19507,80439
19884,80062
19502,80444
19873,80073
19476,80470
19824,80122
19437,80509
19799,80146
19428,80517
19790,80155
19427,80518
19790,80155
19427,80517
19790,80153
19426,80517
19790,80153
19426,80516
19790,80152
19426,80516
19790,80151
19426,80515
19790,80151
19426,80515
19785,80155
19422,80516
19784,80153
19422,80515
19784,80153
19422,80515
19784,80153
19422,80515
19784,80152
19421,80515
19784,80152
19421,80514
19783,80152
19421,80514
19783,80152
19421,80513
19782,80152
19421,80513
19782,80152
19421,80513
19782,80152
19421,80513
19782,80152
19421,80513
19782,80150
19419,80513
19782,80150
19419,80513
19782,80150
19418,80512
19786,80144
19419,80511
19786,80144
19419,80511
19786,80142
19413,80515
19785,80142
19413,80514
19785,80142
19413,80514
19785,80142
19413,80514
19785,80142
19413,80514
19785,80142
19413,80514
19785,80142
19413,80513
19784,80142
19413,80513
19784,80141
19412,80513
19784,80141
19412,80513
19784,80140
19411,80513
19784,80140
19411,80512
19783,80140
19411,80512
