neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24761,16629
58666,24719,16630
58695,24688,16632
58717,24666,16632
58752,24627,16635
58785,24594,16635
58812,24564,16638
58836,24542,16636
58867,24511,16636
58882,24497,16635
58892,24486,16634
58928,24452,16632
58957,24423,16632
58984,24392,16635
59013,24363,16633
59034,24344,16631
59057,24319,16633
59096,24283,16630
59123,24256,16630
59141,24236,16632
59170,24203,16636
59180,24193,16636
59222,24152,16634
59244,24127,16637
59283,24086,16638
59308,24060,16637
59336,24030,16639
59369,23997,16639
59378,23991,16636
59423,23944,16638
59436,23928,16638
59468,23893,16641
59488,23868,16644
59505,23850,16645
59534,23822,16644
59561,23794,16645
59585,23771,16644
59603,23750,16647
59616,23735,16648
59624,23725,16649
59652,23695,16651
59680,23663,16655
59704,23634,16659
59717,23622,16658
59737,23599,16660
59779,23554,16663
59784,23551,16660
59811,23518,16663
59824,23506,16660
59853,23474,16661
59867,23455,16665
59892,23428,16667
59905,23415,16667
59925,23395,16667
59950,23368,16668
59966,23349,16671
59990,23324,16672
60008,23311,16667
60028,23293,16665
60056,23266,16664
60071,23251,16663
60084,23238,16663
60108,23214,16663
60106,23214,16665
60118,23199,16668
60120,23195,16669
60135,23178,16670
60142,23164,16677
60173,23132,16678
60180,23125,16678
60186,23118,16678
60204,23100,16678
60210,23092,16680
60246,23056,16680
60254,23047,16680
60282,23014,16684
60302,22996,16682
60330,22963,16686
60326,22965,16688
60360,22932,16686
60357,22937,16683
60368,22925,16684
60369,22923,16685
60384,22910,16683
60380,22908,16687
60392,22898,16684
60405,22882,16686
60405,22875,16693
60409,22867,16697
60421,22852,16700
60409,22862,16702
60415,22853,16705
60422,22843,16708
60433,22825,16715
60433,22823,16717
60441,22809,16722
60442,22807,16723
60441,22804,16726
60432,22814,16725
60422,22820,16727
60436,22800,16733
60430,22804,16735
60450,22785,16733
60435,22797,16735
60446,22786,16735
60428,22796,16743
60436,22784,16746
60442,22776,16748
60440,22773,16752
60439,22772,16754
60445,22764,16753
60440,22764,16758
60450,22749,16763
60451,22747,16764
60455,22738,16769
60451,22738,16773
60457,22732,16773
60441,22746,16774
60437,22745,16779
60416,22768,16776
60422,22758,16780
60404,22773,16782
60408,22767,16782
60385,22787,16785
60404,22768,16785
60385,22784,16788
60365,22806,16786
60354,22815,16788
60341,22823,16792
60345,22818,16793
60324,22833,16799
60301,22853,16802
60280,22876,16800
60266,22887,16803
60255,22894,16807
60243,22909,16803
60211,22937,16806
60203,22938,16810
60174,22968,16809
60161,22976,16811
60146,22988,16812
60141,22988,16816
60139,22989,16817
60129,22991,16824
60098,23017,16829
60078,23035,16831
60063,23044,16837
60031,23075,16837
60013,23093,16837
59981,23120,16841
59959,23135,16847
59938,23153,16850
59915,23171,16854
59876,23209,16855
59861,23220,16858
59815,23264,16860
59805,23269,16865
59771,23298,16869
59735,23329,16874
59725,23338,16875
59680,23380,16877
59671,23383,16883
59643,23403,16889
59606,23435,16892
59573,23462,16898
59564,23469,16900
59540,23484,16909
59505,23514,16914
59475,23536,16920
59437,23568,16926
59398,23603,16927
59371,23628,16929
59325,23668,16935
59308,23681,16939
59269,23713,16945
59240,23735,16952
59217,23753,16957
59163,23802,16961
59128,23833,16965
59081,23872,16973
59055,23893,16978
58996,23944,16986
58982,23952,16991
58916,24013,16995
58876,24047,17001
58835,24085,17004
58813,24104,17007
58754,24162,17008
58704,24206,17013
58663,24239,17021
58617,24280,17025
58561,24334,17027
58524,24368,17030
58484,24408,17029
58425,24458,17038
58395,24491,17035
58334,24542,17044
58290,24580,17050
58227,24639,17054
58162,24696,17062
58112,24738,17070
58042,24803,17074
58003,24841,17075
57943,24900,17076
57873,24967,17079
57826,25003,17090
57744,25077,17098
57702,25113,17104
57627,25178,17114
57573,25222,17124
57538,25254,17127
57482,25303,17134
57417,25365,17135
57374,25402,17141
57306,25466,17145
57269,25498,17150
57214,25546,17157
57150,25598,17168
57077,25667,17172
57024,25706,17186
56965,25762,17189
56894,25824,17196
56812,25900,17202
56738,25970,17206
56667,26034,17213
56582,26112,17220
56508,26175,17230
56417,26252,17242
56342,26319,17250
56279,26375,17256
56209,26436,17265
56111,26527,17271
56048,26584,17277
55961,26668,17279
55906,26720,17282
55818,26796,17294
55740,26869,17299
55652,26945,17310
55609,26979,17319
55498,27089,17320
55430,27150,17327
55335,27240,17331
55241,27324,17341
55162,27396,17347
55086,27472,17347
54992,27560,17353
54911,27635,17359
54809,27733,17362
54721,27821,17362
54633,27898,17372
54573,27949,17381
54458,28050,17393
54400,28101,17400
54285,28212,17402
54205,28281,17413
54107,28370,17421
54039,28432,17426
53940,28522,17435
