Smokes,Does not smoke
19474,80549
20243,79778
20624,79391
20139,79876
20447,79568
20077,79938
20376,79638
20031,79983
20292,79722
19891,80123
20137,79877
19802,80212
20106,79906
19732,80280
20066,79946
19660,80351
19936,80073
19583,80426
19911,80098
19529,80480
19867,80142
19508,80501
19822,80187
19447,80562
19764,80244
19432,80576
19774,80233
19438,80567
19769,80236
19435,80570
19772,80233
19409,80596
19724,80278
19390,80612
19725,80275
19383,80617
19692,80308
19353,80647
19676,80324
19346,80654
19663,80336
19338,80660
19662,80336
19338,80660
19659,80338
19338,80659
19659,80337
19338,80658
19658,80337
19340,80652
19670,80320
19360,80628
19681,80306
19345,80642
19673,80314
19333,80654
19664,80322
19324,80662
19658,80328
19311,80675
19649,80337
19310,80676
19649,80336
19309,80676
19649,80336
19309,80676
19649,80336
19309,80675
19649,80334
19309,80674
19649,80334
19309,80674
19649,80333
19312,80670
19656,80326
19314,80668
19659,80322
19318,80662
19668,80312
19337,80642
19695,80284
19358,80620
19700,80277
19353,80624
19700,80277
19353,80624
19704,80271
19353,80621
19707,80266
19356,80617
19712,80261
19360,80613
19715,80258
19360,80613
19715,80258
19360,80613
19715,80258
19360,80612
19714,80258
19360,80611
19714,80257
19359,80610
19714,80255
19359,80610
19713,80255
19359,80608
19713,80254
19359,80608
19713,80253
19358,80608
19708,80257
19353,80612
19702,80260
19354,80608
19705,80257
19354,80608
19705,80257
19354,80608
19705,80257
19354,80607
19704,80257
19354,80606
19704,80256
19353,80606
19704,80253
19362,80595
19718,80239
19381,80576
19736,80221
19399,80558
19748,80208
19409,80547
19760,80196
19420,80536
19774,80182
19445,80511
19816,80140
19483,80472
19841,80113
19503,80448
19856,80095
19505,80443
19848,80098
19503,80442
19844,80101
19504,80440
19843,80101
19504,80440
19843,80101
19504,80439
19842,80101
19508,80434
19841,80100
19508,80433
19841,80099
19506,80434
19837,80102
19497,80442
19826,80113
19481,80457
19810,80128
19473,80465
19806,80131
19473,80464
19812,80123
19489,80444
19825,80108
19499,80434
19834,80099
19515,80418
19839,80092
19520,80411
19846,80082
19526,80402
19850,80078
19528,80400
19850,80077
19527,80400
19850,80077
19526,80400
19850,80076
19526,80400
19850,80076
19526,80400
19850,80075
19526,80398
19852,80072
19526,80398
19852,80072
19526,80398
19852,80071
19526,80397
19852,80070
19526,80396
19852,80070
19525,80396
19852,80069
19525,80396
19852,80068
19525,80395
19852,80068
19525,80395
19852,80068
19525,80394
19852,80067
19525,80394
19852,80067
19525,80394
19852,80067
19525,80394
19852,80067
19525,80394
19852,80067
19525,80394
19851,80066
19524,80393
19851,80066
19524,80393
19851,80066
19524,80392
19851,80065
19524,80392
19851,80065
19518,80396
19847,80067
19515,80399
19844,80070
19507,80407
19841,80072
19500,80411
19834,80077
19492,80418
19833,80077
19492,80417
19835,80074
19494,80414
19835,80073
19494,80414
19835,80073
19490,80417
19832,80075
19483,80424
19821,80086
19478,80428
19810,80096
19471,80434
19809,80096
19471,80434
19809,80096
19471,80433
19803,80101
19469,80434
19803,80100
19468,80433
19804,80097
19468,80431
19802,80097
19468,80430
19811,80086
