POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
408,125,114,67,6,3,99300
405,126,114,67,4,5,99302
404,128,111,70,4,5,99301
400,131,112,70,3,6,99301
389,137,112,71,3,6,99305
386,139,111,71,4,6,99306
382,140,112,69,5,8,99307
375,142,113,67,6,8,99312
365,145,115,66,6,9,99317
360,146,115,67,7,9,99319
354,149,115,66,8,9,99322
350,151,115,67,8,9,99323
344,151,111,68,8,10,99331
336,156,111,67,6,12,99335
336,154,110,65,8,12,99338
327,158,110,64,7,14,99343
318,157,109,65,7,15,99352
309,162,108,64,9,15,99356
299,168,109,63,10,15,99359
301,168,109,62,11,15,99357
300,168,109,61,10,16,99359
292,166,111,59,12,16,99367
286,166,110,60,10,18,99373
278,170,108,58,8,20,99381
277,170,108,58,7,21,99382
269,171,108,56,7,21,99391
266,172,109,56,6,22,99392
261,171,107,55,5,24,99400
256,171,108,55,4,25,99404
256,171,105,56,4,25,99406
254,168,108,55,5,26,99407
252,169,108,54,6,26,99408
252,166,107,55,6,26,99411
252,166,106,55,6,26,99412
252,164,107,54,5,27,99414
250,167,103,56,5,27,99415
247,164,104,55,3,29,99421
243,167,103,54,3,29,99424
245,165,101,56,2,30,99424
244,163,102,56,2,30,99426
243,161,102,53,3,31,99430
241,162,102,51,4,31,99432
234,164,100,51,3,32,99439
232,163,99,51,3,32,99443
232,164,100,51,3,32,99441
233,165,99,51,2,33,99440
224,168,100,50,3,33,99445
223,168,99,50,3,34,99446
218,165,99,53,3,34,99451
216,165,100,53,2,35,99452
213,164,101,51,3,35,99456
215,161,102,52,3,35,99455
216,159,102,53,4,35,99454
206,156,102,52,3,36,99468
202,154,102,52,3,36,99474
199,151,105,50,4,36,99478
198,143,102,50,4,36,99490
197,143,100,50,4,36,99493
192,144,101,50,2,38,99496
189,142,98,51,2,38,99503
187,140,97,51,2,38,99508
185,140,94,52,5,38,99509
183,141,93,52,6,38,99510
180,140,91,53,6,38,99515
179,141,91,53,5,39,99515
176,136,94,52,5,39,99521
172,131,88,51,7,39,99535
171,126,89,51,6,40,99540
172,123,91,51,6,40,99540
173,122,92,50,6,40,99540
167,120,91,50,7,40,99548
168,118,88,51,5,42,99551
169,113,90,52,5,42,99552
166,111,91,51,5,43,99556
162,105,89,51,4,44,99568
160,105,90,50,4,45,99569
159,105,88,51,4,45,99571
160,103,88,52,5,45,99570
157,105,87,52,5,45,99572
161,101,90,52,4,46,99569
161,102,90,52,3,47,99568
155,101,91,53,3,47,99573
159,99,92,54,3,47,99569
158,96,89,57,2,48,99573
159,95,91,56,3,48,99571
160,95,91,55,4,48,99570
164,92,92,55,1,51,99568
166,90,93,54,2,51,99567
165,89,92,55,2,51,99569
164,87,93,55,3,51,99570
162,85,93,55,3,51,99574
163,77,93,55,2,52,99581
161,77,92,55,2,52,99584
161,75,93,54,2,53,99585
161,72,92,54,2,53,99589
161,72,90,53,3,53,99591
161,73,87,54,3,53,99592
157,71,85,55,2,54,99599
158,69,87,53,2,55,99599
156,65,87,53,2,55,99605
156,65,87,52,3,55,99605
154,66,87,52,3,55,99606
155,66,86,52,2,56,99606
156,67,86,50,2,57,99605
157,66,83,50,1,58,99608
160,64,82,49,1,58,99609
158,63,83,48,1,58,99612
159,61,82,48,1,58,99614
161,61,80,48,1,58,99614
159,60,80,49,1,58,99616
161,58,81,49,1,58,99615
163,57,82,46,4,58,99613
167,56,81,46,4,58,99611
171,56,80,45,3,60,99608
173,56,77,46,3,60,99608
170,57,76,47,3,60,99610
171,57,75,47,3,60,99610
170,56,74,46,3,61,99613
170,56,73,46,2,62,99614
168,56,73,46,2,62,99616
171,55,74,45,2,62,99614
173,55,73,46,2,62,99612
174,53,73,44,4,62,99613
177,53,73,44,4,62,99610
177,54,72,43,5,62,99610
176,52,71,45,5,62,99612
176,53,70,45,3,64,99612
179,53,68,45,3,64,99611
178,52,67,43,4,64,99615
179,50,66,42,4,65,99617
