POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
407,124,115,67,6,3,99301
403,123,114,68,4,5,99306
400,124,114,68,4,5,99308
388,131,112,71,3,6,99312
386,132,111,71,4,6,99313
386,131,112,72,4,6,99312
381,131,113,70,5,8,99315
373,133,114,69,5,9,99320
372,134,114,68,7,9,99319
368,135,114,69,7,9,99321
366,136,114,68,8,9,99322
361,140,114,68,7,9,99324
354,142,115,66,7,10,99329
353,142,115,66,5,12,99330
350,143,111,67,6,12,99334
350,143,110,66,6,13,99335
342,144,110,67,6,14,99340
330,150,109,64,10,14,99346
326,150,109,63,11,14,99350
323,149,108,63,10,15,99355
322,150,107,63,10,15,99356
318,148,107,61,12,15,99362
311,151,108,60,10,17,99366
308,153,106,62,7,20,99367
308,151,105,62,6,21,99370
301,151,104,62,6,21,99378
298,153,104,62,6,21,99379
297,150,103,61,6,23,99383
293,153,103,61,5,24,99384
291,151,105,62,4,25,99385
290,153,105,60,5,25,99385
289,153,105,59,7,25,99385
293,152,104,58,7,26,99383
291,154,103,58,7,26,99384
293,154,102,60,7,26,99381
293,153,102,60,7,26,99382
291,151,101,60,6,27,99387
289,152,100,60,5,29,99388
289,153,100,59,5,29,99388
287,153,98,60,4,30,99391
281,156,98,59,5,30,99394
277,158,96,59,4,32,99397
278,157,95,58,4,33,99398
275,157,96,57,4,33,99401
271,155,96,57,3,34,99407
269,158,96,56,3,34,99407
260,164,95,54,4,35,99411
263,161,94,56,3,36,99410
263,158,96,57,3,36,99410
259,158,96,58,3,36,99413
259,156,95,57,3,37,99416
263,154,95,57,4,37,99413
261,153,94,59,4,37,99415
259,153,96,59,3,38,99415
258,154,93,60,3,38,99417
254,152,94,59,4,38,99422
254,151,94,60,4,38,99422
248,152,93,60,3,39,99428
248,151,92,61,2,40,99429
248,148,92,61,2,40,99432
244,147,90,63,3,40,99436
243,142,93,61,6,40,99438
241,142,88,60,10,40,99442
240,143,87,60,10,40,99443
239,145,87,59,9,41,99443
237,145,87,59,9,41,99445
235,145,88,58,9,42,99446
235,143,89,57,8,43,99448
236,143,91,57,7,44,99445
228,142,93,55,7,45,99453
227,138,90,55,6,47,99460
228,137,91,55,6,47,99459
227,137,90,55,5,48,99461
224,135,93,55,5,49,99462
222,136,93,54,4,50,99464
217,140,91,55,3,51,99466
214,138,88,57,5,51,99470
212,139,87,57,4,52,99472
212,139,86,57,4,52,99473
210,137,85,53,5,53,99480
207,137,87,53,5,53,99481
208,130,93,53,5,53,99481
207,129,92,54,5,53,99483
210,128,92,54,5,53,99481
210,131,90,55,2,57,99478
212,127,92,55,2,57,99478
215,126,91,54,3,57,99477
214,127,90,54,3,57,99478
215,122,91,54,4,57,99480
217,121,90,55,3,58,99479
212,124,90,56,3,58,99480
212,122,91,55,3,59,99481
211,120,91,54,3,59,99485
210,119,91,53,3,59,99488
209,116,92,52,4,59,99491
211,116,92,52,4,59,99489
209,115,91,52,5,59,99492
208,113,93,52,5,59,99493
202,113,93,53,4,60,99498
204,110,94,53,4,60,99498
202,112,94,51,6,60,99498
200,112,94,51,6,60,99500
201,110,91,52,4,62,99503
199,110,90,52,3,63,99506
202,109,91,50,5,63,99503
204,108,91,50,5,63,99502
204,107,91,50,4,64,99503
205,108,92,50,3,65,99500
207,105,93,51,2,66,99499
205,104,94,52,2,66,99500
207,103,94,52,2,66,99499
207,103,91,51,4,67,99500
209,103,91,50,5,67,99498
214,102,92,48,6,67,99494
217,102,90,47,7,67,99493
216,102,90,47,6,67,99495
216,102,89,47,6,67,99496
215,100,91,44,5,69,99499
217,96,92,44,4,70,99500
215,95,92,43,5,70,99503
217,94,92,42,5,70,99503
221,94,90,43,5,70,99500
220,91,92,42,4,71,99503
224,90,90,43,4,71,99501
226,92,88,43,5,71,99498
225,91,88,43,4,72,99500
226,91,87,44,3,73,99499
228,91,87,44,2,74,99497
227,91,87,45,2,74,99497
227,91,86,46,3,74,99496
