neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58575,24814,16632
58625,24763,16632
58666,24721,16631
58695,24690,16633
58717,24668,16633
58751,24629,16636
58784,24596,16636
58810,24566,16639
58834,24544,16637
58865,24513,16637
58880,24499,16636
58891,24488,16635
58926,24454,16633
58955,24425,16633
58982,24395,16636
59011,24367,16634
59032,24348,16632
59055,24323,16634
59094,24287,16631
59121,24260,16631
59139,24240,16633
59168,24207,16637
59178,24197,16637
59220,24157,16635
59241,24132,16638
59281,24091,16639
59306,24067,16638
59334,24035,16639
59367,24002,16639
59376,23996,16636
59418,23949,16638
59432,23933,16638
59464,23898,16641
59486,23873,16644
59503,23855,16645
59532,23827,16644
59559,23799,16645
59583,23776,16644
59601,23755,16647
59614,23741,16648
59623,23729,16649
59651,23699,16651
59679,23667,16655
59704,23638,16659
59715,23626,16658
59734,23603,16660
59776,23558,16663
59781,23555,16661
59810,23523,16664
59823,23509,16662
59853,23477,16663
59867,23459,16667
59892,23432,16669
59905,23419,16669
59924,23399,16669
59950,23372,16670
59966,23353,16673
59988,23327,16673
60006,23314,16668
60025,23297,16665
60053,23270,16664
60069,23255,16663
60082,23242,16663
60106,23218,16663
60103,23218,16665
60115,23203,16668
60115,23199,16670
60130,23183,16671
60137,23169,16678
60167,23138,16679
60175,23130,16679
60182,23122,16679
60199,23104,16679
60205,23096,16681
60240,23060,16680
60248,23052,16680
60277,23018,16684
60297,23000,16682
60325,22967,16687
60320,22969,16689
60353,22938,16687
60351,22942,16685
60362,22930,16686
60363,22927,16687
60377,22915,16685
60375,22912,16689
60387,22901,16687
60399,22886,16689
60399,22879,16696
60403,22871,16700
60415,22855,16702
60403,22864,16704
60409,22855,16706
60416,22845,16709
60427,22827,16716
60425,22826,16718
60433,22812,16724
60432,22811,16725
60432,22807,16728
60423,22817,16727
60413,22823,16730
60428,22802,16736
60419,22809,16738
60441,22789,16736
60426,22802,16738
60438,22790,16738
60419,22800,16745
60427,22789,16747
60433,22781,16749
60433,22777,16752
60431,22777,16754
60440,22769,16753
60434,22770,16758
60445,22754,16762
60447,22750,16763
60447,22745,16767
60446,22741,16771
60450,22737,16771
60435,22750,16773
60431,22749,16778
60411,22772,16775
60419,22760,16779
60399,22776,16781
60403,22771,16782
60379,22792,16785
60399,22772,16785
60380,22788,16787
60361,22809,16785
60348,22820,16786
60336,22827,16791
60342,22820,16792
60319,22837,16798
60296,22855,16802
60276,22875,16800
60261,22887,16803
60251,22893,16807
60239,22908,16803
60206,22937,16807
60199,22939,16812
60170,22968,16811
60156,22979,16814
60141,22991,16815
60138,22990,16819
60134,22993,16819
60128,22992,16826
60096,23019,16831
60075,23038,16833
60062,23045,16838
60031,23076,16836
60014,23093,16836
59980,23122,16841
59961,23135,16847
59939,23154,16850
59917,23171,16855
59877,23209,16856
59860,23223,16859
59815,23266,16861
59804,23272,16865
59772,23298,16870
59734,23331,16875
59726,23338,16876
59682,23379,16879
59671,23384,16884
59641,23407,16889
59609,23435,16893
59570,23467,16899
59561,23473,16901
59538,23487,16910
59504,23516,16915
59471,23543,16921
59436,23571,16928
59399,23604,16930
59369,23632,16932
59323,23672,16938
59306,23685,16942
59266,23719,16948
59238,23740,16955
59213,23760,16960
59164,23805,16964
59127,23838,16968
59075,23882,16976
59056,23896,16981
58993,23951,16989
58980,23957,16995
58913,24020,16999
58877,24050,17005
58833,24091,17008
58817,24104,17011
58755,24165,17012
58705,24210,17017
58663,24244,17025
58623,24280,17028
58566,24335,17030
58528,24369,17032
58488,24408,17032
58430,24457,17041
58398,24492,17038
58339,24542,17047
58291,24583,17053
58226,24644,17057
58164,24699,17064
58108,24746,17072
58039,24810,17077
57999,24849,17078
57941,24905,17079
57868,24975,17082
57824,25008,17093
57738,25086,17101
57703,25115,17107
57625,25183,17117
57571,25226,17127
57538,25256,17130
57480,25307,17137
57414,25371,17139
57378,25401,17145
57304,25471,17149
57265,25505,17154
57210,25553,17161
57149,25603,17172
57074,25674,17176
57022,25712,17190
56964,25767,17193
56892,25832,17200
56812,25906,17205
56738,25974,17211
56665,26040,17218
56586,26112,17225
56508,26178,17236
56421,26253,17247
56340,26327,17254
56282,26379,17260
56210,26442,17269
56111,26535,17275
56049,26591,17281
55958,26679,17283
55905,26727,17286
55820,26800,17298
55730,26883,17303
55655,26947,17314
55603,26990,17323
55495,27097,17324
55431,27154,17331
55330,27250,17335
55242,27328,17345
55159,27404,17352
55083,27480,17352
54986,27570,17358
54907,27642,17364
54803,27741,17368
54711,27833,17368
54635,27898,17379
54563,27961,17388
54454,28059,17399
54396,28110,17406
54285,28217,17409
54202,28289,17420
54106,28377,17428
54039,28439,17433
53938,28531,17442
